#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	378235	250567	10248	0	1	250567	250567.0	250567	250567	250567	248380941	248380941.0	248380941	248380941	248380941	260815	218171	208453	0.9607077813776048	0.9554569580741712	248380941
syndip	chr2	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	353922	237694	580	0	1	237694	237694.0	237694	237694	237694	242690911	242690911.0	242690911	242690911	242690911	238274	197335	196813	0.9975658275766555	0.9973547520713507	242690911
syndip	chr3	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	304377	204690	501	0	1	204690	204690.0	204690	204690	204690	201098384	201098384.0	201098384	201098384	201098384	205191	172755	172282	0.9975583724432359	0.9972620184654568	201098384
syndip	chr4	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	332503	224948	3568	0	1	224948	224948.0	224948	224948	224948	193487794	193487794.0	193487794	193487794	193487794	228516	193854	190568	0.9843862136568118	0.9830490988063182	193487794
syndip	chr5	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	273543	186661	1	0	1	186661	186661.0	186661	186661	186661	182042449	182042449.0	182042449	182042449	182042449	186662	156921	156920	0.9999946427232109	0.9999936273666367	182042449
syndip	chr6	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	308981	210901	663	0	1	210901	210901.0	210901	210901	210901	172115959	172115959.0	172115959	172115959	172115959	211564	180939	180342	0.9968661965173659	0.9967005454877058	172115959
syndip	chr7	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	281671	187508	21	0	1	187508	187508.0	187508	187508	187508	160562497	160562497.0	160562497	160562497	160562497	187529	157088	157070	0.9998880173199879	0.9998854145447138	160562497
syndip	chrX	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	129479	129434	45	0	1	129434	129434.0	129434	129434	129434	154251204	154251204.0	154251204	154251204	154251204	129479	100287	100277	0.9996524532935843	0.9999002861786672	154251204
syndip	chr9	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	231386	155475	3402	0	1	155475	155475.0	155475	155475	155475	150610674	150610674.0	150610674	150610674	150610674	158877	128113	125178	0.9785872089729791	0.9770905372600751	150610674
syndip	chr8	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	239137	150868	1522	0	1	150868	150868.0	150868	150868	150868	146242695	146242695.0	146242695	146242695	146242695	152390	128917	127547	0.9900124680097119	0.9893730074388948	146242695
syndip	chr11	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	264137	184179	2929	0	1	184179	184179.0	184179	184179	184179	135123648	135123648.0	135123648	135123648	135123648	187108	163648	160782	0.9843459392436453	0.9824868009386	135123648
syndip	chr10	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	220493	149930	724	0	1	149930	149930.0	149930	149930	149930	134719696	134719696.0	134719696	134719696	134719696	150654	125146	124502	0.9951942862453038	0.9948540105157176	134719696
syndip	chr12	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	205032	138104	6	0	1	138104	138104.0	138104	138104	138104	133312513	133312513.0	133312513	133312513	133312513	138110	114014	114014	0.9999565563681124	1.0	133312513
syndip	chr13	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	167256	111470	352	0	1	111470	111470.0	111470	111470	111470	113559872	113559872.0	113559872	113559872	113559872	111822	93182	92856	0.9968521400082274	0.9965014702410336	113559872
syndip	chr14	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	215331	139583	13731	0	1	139583	139583.0	139583	139583	139583	101092861	101092861.0	101092861	101092861	101092861	153314	133614	120828	0.9104387074892052	0.904306434954421	101092861
syndip	chr15	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	221077	159047	14514	0	1	159047	159047.0	159047	159047	159047	99743372	99743372.0	99743372	99743372	99743372	173561	150543	137386	0.9163752225442352	0.9126030436486585	99743372
syndip	chr16	assembly/variants/TUE_02_02UL/phased_verkko/small_variants.dip.vcf.gz	183921	129762	1529	0	1	129762	129762.0	129762	129762	129762	96324206	96324206.0	96324206	96324206	96324206	131291	113247	111861	0.9883541141433914	0.9877612651990781	96324206
