#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	253362
syndip	chr2	0	3155	242694066	237301
syndip	chr3	0	2460	201100844	204389
syndip	chr4	0	3022	193490816	223179
syndip	chr5	0	1855	182044304	186640
syndip	chr6	0	8047	172124006	207998
syndip	chr7	0	3065	160565562	187193
syndip	chrX	0	5347	154256551	128481
syndip	chr9	0	3545	150614219	157604
syndip	chr8	0	2183	146244878	150659
syndip	chr11	0	1837	135125485	191537
syndip	chr10	0	3727	134723423	149775
syndip	chr12	0	10156	133322669	137724
syndip	chr13	0	2742	113562614	109972
syndip	chr14	0	2510	101159346	148759
syndip	chr15	0	6091	99749463	157058
syndip	chr16	0	3666	96327872	129496
syndip	chr17	0	2260	84237411	94894
syndip	chr18	0	163949	80539281	93829
syndip	chr20	0	2374	66203987	84238
syndip	chr19	0	2210	61703957	86054
syndip	chr22	0	4614	51322042	113107
syndip	chr21	0	3033	45086599	75188
