contig	color
contig-0000001	#E69F00	chr1
contig-0000002	#E69F00	chr1
contig-0000003	#D57533	chr13
contig-0000004	#D57533	chr13
contig-0000005	#D57533	chr13
contig-0000006	#009E73	chr3
contig-0000007	#009E73	chr3
contig-0000008	#009E73	chr3
contig-0000009	#009E73	chr3
contig-0000010	#009E73	chr3
contig-0000011	#009E73	chr3
contig-0000012	#009E73	chr3
contig-0000017	#8C564B	chrY
contig-0000018	#8C564B	chrY
contig-0000019	#737373	chr14
contig-0000020	#E6B847	chr15
contig-0000022	#D57533	chr13
contig-0000023	#E69F00	chr1
contig-0000024	#808080	chr21
contig-0000025	#808080	chr21
contig-0000026	#E6C47F	chr22
contig-0000027	#E6C47F	chr22
contig-0000028	#D57533	chr13
contig-0000029	#D57533	chr13
contig-0000030	#009E73	chr3
contig-0000031	#009E73	chr3
contig-0000034	#E69F00	chr1
contig-0000035	#E69F00	chr1
contig-0000036	#E6C47F	chr22
contig-0000037	#E69F00	chr1
contig-0000038	#D57533	chr13
contig-0000039	#D57533	chr13
contig-0000040	#D57533	chr13
contig-0000041	#D57533	chr13
contig-0000042	#D57533	chr13
contig-0000043	#E6C47F	chr22
contig-0000044	#D57533	chr13
contig-0000045	#D57533	chr13
contig-0000046	#D57533	chr13
contig-0000047	#D57533	chr13
contig-0000048	#D57533	chr13
contig-0000049	#D57533	chr13
contig-0000050	#D57533	chr13
contig-0000051	#D57533	chr13
contig-0000052	#D57533	chr13
contig-0000053	#D57533	chr13
contig-0000054	#D57533	chr13
contig-0000055	#D57533	chr13
contig-0000056	#D57533	chr13
contig-0000057	#D57533	chr13
contig-0000058	#737373	chr14
contig-0000059	#D57533	chr13
contig-0000060	#D57533	chr13
contig-0000061	#E69F00	chr1
contig-0000062	#E69F00	chr1
contig-0000063	#E69F00	chr1
contig-0000064	#E69F00	chr1
contig-0000065	#808080	chr21
contig-0000066	#E6C47F	chr22
contig-0000067	#808080	chr21
contig-0000068	#808080	chr21
contig-0000069	#808080	chr21
contig-0000070	#E69F00	chr1
contig-0000072	#D57533	chr13
contig-0000073	#737373	chr14
contig-0000074	#5699E9	chr9
contig-0000075	#737373	chr14
contig-0000076	#808080	chr21
contig-0000077	#E6B847	chr15
contig-0000078	#D57533	chr13
contig-0000079	#D57533	chr13
contig-0000081	#808080	chr21
contig-0000082	#808080	chr21
contig-0000083	#808080	chr21
contig-0000084	#E6C47F	chr22
contig-0000086	#E6B847	chr15
contig-0000087	#E6C47F	chr22
contig-0000088	#E6C47F	chr22
contig-0000089	#808080	chr21
contig-0000090	#00B28C	chr17
contig-0000091	#00B28C	chr17
contig-0000092	#00B28C	chr17
contig-0000093	#00B28C	chr17
contig-0000094	#00B28C	chr17
contig-0000095	#5699E9	chr9
contig-0000096	#8C564B	chrY
contig-0000097	#5699E9	chr9
contig-0000098	#5699E9	chr9
contig-0000099	#5699E9	chr9
contig-0000100	#5699E9	chr9
contig-0000101	#808080	chr21
contig-0000102	#00B28C	chr17
contig-0000103	#00B28C	chr17
contig-0000105	#8C564B	chrY
contig-0000106	#E69F00	chr1
contig-0000107	#D57533	chr13
contig-0000108	#E6B847	chr15
contig-0000109	#E6C47F	chr22
contig-0000110	#E6C47F	chr22
contig-0000111	#8C564B	chrY
contig-0000112	#567DE9	chr16
contig-0000113	#567DE9	chr16
contig-0000114	#567DE9	chr16
contig-0000115	#567DE9	chr16
contig-0000116	#567DE9	chr16
contig-0000117	#00A880	chr10
contig-0000118	#8C564B	chrY
contig-0000122	#8C564B	chrY
contig-0000123	#808080	chr21
contig-0000124	#737373	chr14
contig-0000125	#5699E9	chr9
contig-0000128	#E6B847	chr15
contig-0000129	#56B4E9	chr2
contig-0000130	#56B4E9	chr2
contig-0000131	#56B4E9	chr2
contig-0000132	#56B4E9	chr2
contig-0000133	#56B4E9	chr2
contig-0000134	#808080	chr21
contig-0000135	#808080	chr21
contig-0000136	#808080	chr21
contig-0000138	#808080	chr21
contig-0000139	#808080	chr21
contig-0000140	#808080	chr21
contig-0000141	#808080	chr21
contig-0000142	#808080	chr21
contig-0000143	#808080	chr21
contig-0000144	#808080	chr21
contig-0000145	#808080	chr21
contig-0000146	#808080	chr21
contig-0000147	#808080	chr21
contig-0000149	#808080	chr21
contig-0000150	#808080	chr21
contig-0000151	#808080	chr21
contig-0000152	#E6C47F	chr22
contig-0000153	#808080	chr21
contig-0000154	#808080	chr21
contig-0000155	#808080	chr21
contig-0000156	#808080	chr21
contig-0000157	#808080	chr21
contig-0000158	#5699E9	chr9
contig-0000159	#808080	chr21
contig-0000160	#808080	chr21
contig-0000161	#808080	chr21
contig-0000162	#808080	chr21
contig-0000163	#E6C47F	chr22
contig-0000164	#808080	chr21
contig-0000165	#E6C47F	chr22
contig-0000166	#808080	chr21
contig-0000167	#808080	chr21
contig-0000168	#E6C47F	chr22
contig-0000169	#808080	chr21
contig-0000170	#808080	chr21
contig-0000171	#808080	chr21
contig-0000172	#808080	chr21
contig-0000173	#808080	chr21
contig-0000174	#808080	chr21
contig-0000175	#E6B847	chr15
contig-0000176	#E6B847	chr15
contig-0000177	#808080	chr21
contig-0000178	#808080	chr21
contig-0000179	#E6B847	chr15
contig-0000180	#808080	chr21
contig-0000181	#808080	chr21
contig-0000182	#808080	chr21
contig-0000183	#808080	chr21
contig-0000184	#808080	chr21
contig-0000185	#808080	chr21
contig-0000186	#1A7FBA	chr12
contig-0000187	#808080	chr21
contig-0000188	#808080	chr21
contig-0000189	#808080	chr21
contig-0000190	#D57533	chr13
contig-0000191	#808080	chr21
contig-0000193	#1A7FBA	chr12
contig-0000194	#D57533	chr13
contig-0000195	#737373	chr14
contig-0000196	#E6C47F	chr22
contig-0000197	#808080	chr21
contig-0000198	#00A880	chr10
contig-0000199	#0072B2	chr5
contig-0000200	#1A7FBA	chr12
contig-0000201	#0072B2	chr5
contig-0000202	#0072B2	chr5
contig-0000203	#737373	chr14
contig-0000204	#737373	chr14
contig-0000205	#737373	chr14
contig-0000206	#808080	chr21
contig-0000207	#737373	chr14
contig-0000209	#D57533	chr13
contig-0000210	#D57533	chr13
contig-0000211	#1A7FBA	chr12
contig-0000212	#D57533	chr13
contig-0000213	#D57533	chr13
contig-0000214	#D57533	chr13
contig-0000216	#E69F00	chr1
contig-0000217	#E69F00	chr1
contig-0000218	#E69F00	chr1
contig-0000219	#E69F00	chr1
contig-0000220	#1A7FBA	chr12
contig-0000221	#E69F00	chr1
contig-0000222	#E69F00	chr1
contig-0000223	#E69F00	chr1
contig-0000224	#E69F00	chr1
contig-0000225	#E69F00	chr1
contig-0000226	#E69F00	chr1
contig-0000227	#E69F00	chr1
contig-0000228	#E69F00	chr1
contig-0000229	#E69F00	chr1
contig-0000230	#1A7FBA	chr12
contig-0000231	#E69F00	chr1
contig-0000232	#E69F00	chr1
contig-0000233	#E69F00	chr1
contig-0000234	#D57533	chr13
contig-0000235	#D57533	chr13
contig-0000236	#D57533	chr13
contig-0000237	#D57533	chr13
contig-0000238	#D57533	chr13
contig-0000239	#808080	chr21
contig-0000240	#737373	chr14
contig-0000241	#1A7FBA	chr12
contig-0000242	#737373	chr14
contig-0000243	#D57533	chr13
contig-0000244	#D57533	chr13
contig-0000245	#D57533	chr13
contig-0000246	#5699E9	chr9
contig-0000247	#D57533	chr13
contig-0000248	#D57533	chr13
contig-0000249	#D57533	chr13
contig-0000250	#D57533	chr13
contig-0000251	#E6B847	chr15
contig-0000252	#D57533	chr13
contig-0000253	#E6C47F	chr22
contig-0000254	#D57533	chr13
contig-0000255	#E6C47F	chr22
contig-0000256	#E6C47F	chr22
contig-0000257	#D57533	chr13
contig-0000258	#808080	chr21
contig-0000259	#D57533	chr13
contig-0000260	#D57533	chr13
contig-0000262	#D57533	chr13
contig-0000263	#D57533	chr13
contig-0000264	#D57533	chr13
contig-0000265	#E6C47F	chr22
contig-0000266	#D57533	chr13
contig-0000267	#D57533	chr13
contig-0000268	#D57533	chr13
contig-0000269	#D57533	chr13
contig-0000270	#D57533	chr13
contig-0000271	#D57533	chr13
contig-0000272	#D57533	chr13
contig-0000273	#D57533	chr13
contig-0000274	#808080	chr21
contig-0000275	#E6B847	chr15
contig-0000276	#808080	chr21
contig-0000277	#D57533	chr13
contig-0000278	#D57533	chr13
contig-0000279	#D57533	chr13
contig-0000280	#D57533	chr13
contig-0000281	#D57533	chr13
contig-0000282	#D57533	chr13
contig-0000283	#D57533	chr13
contig-0000284	#D57533	chr13
contig-0000285	#D57533	chr13
contig-0000286	#D57533	chr13
contig-0000287	#D57533	chr13
contig-0000288	#D57533	chr13
contig-0000289	#567DE9	chr16
contig-0000290	#567DE9	chr16
contig-0000291	#567DE9	chr16
contig-0000292	#D57533	chr13
contig-0000293	#E6C47F	chr22
contig-0000294	#737373	chr14
contig-0000295	#737373	chr14
contig-0000296	#737373	chr14
contig-0000297	#808080	chr21
contig-0000298	#D57533	chr13
contig-0000299	#CC79A7	chr4
contig-0000300	#737373	chr14
contig-0000301	#737373	chr14
contig-0000302	#D57533	chr13
contig-0000303	#D57533	chr13
contig-0000304	#737373	chr14
contig-0000305	#D57533	chr13
contig-0000306	#808080	chr21
contig-0000307	#CC79A7	chr4
contig-0000308	#808080	chr21
contig-0000309	#E6C47F	chr22
contig-0000310	#E6C47F	chr22
contig-0000311	#E6C47F	chr22
contig-0000312	#E6C47F	chr22
contig-0000313	#E6C47F	chr22
contig-0000314	#E6C47F	chr22
contig-0000315	#E6C47F	chr22
contig-0000316	#E6C47F	chr22
contig-0000317	#CC79A7	chr4
contig-0000318	#D57533	chr13
contig-0000319	#808080	chr21
contig-0000320	#737373	chr14
contig-0000321	#E6C47F	chr22
contig-0000322	#E6B847	chr15
contig-0000323	#808080	chr21
contig-0000324	#5699E9	chr9
contig-0000325	#CC79A7	chr4
contig-0000326	#808080	chr21
contig-0000327	#808080	chr21
contig-0000328	#808080	chr21
contig-0000329	#E6B847	chr15
contig-0000330	#808080	chr21
contig-0000332	#CC79A7	chr4
contig-0000333	#D57533	chr13
contig-0000334	#D57533	chr13
contig-0000335	#737373	chr14
contig-0000336	#808080	chr21
contig-0000337	#808080	chr21
contig-0000338	#8C564B	chrY
contig-0000339	#E6C47F	chr22
contig-0000340	#E6C47F	chr22
contig-0000342	#D57533	chr13
contig-0000343	#808080	chr21
contig-0000344	#E6C47F	chr22
contig-0000345	#E6C47F	chr22
contig-0000346	#808080	chr21
contig-0000348	#808080	chr21
contig-0000349	#737373	chr14
contig-0000350	#808080	chr21
contig-0000351	#737373	chr14
contig-0000352	#808080	chr21
contig-0000353	#808080	chr21
contig-0000354	#E6C47F	chr22
contig-0000355	#808080	chr21
contig-0000356	#E6C47F	chr22
contig-0000357	#E6C47F	chr22
contig-0000358	#E6B847	chr15
contig-0000359	#E6B847	chr15
contig-0000360	#D57533	chr13
contig-0000361	#E6B847	chr15
contig-0000362	#E6B847	chr15
contig-0000363	#808080	chr21
contig-0000364	#666666	chr7
contig-0000365	#666666	chr7
contig-0000366	#666666	chr7
contig-0000367	#666666	chr7
contig-0000369	#D57533	chr13
contig-0000370	#CC8DB3	chr11
contig-0000371	#D57533	chr13
contig-0000372	#D57533	chr13
contig-0000373	#D57533	chr13
contig-0000374	#D57533	chr13
contig-0000375	#D57533	chr13
contig-0000376	#808080	chr21
contig-0000377	#D57533	chr13
contig-0000378	#D57533	chr13
contig-0000379	#D57533	chr13
contig-0000380	#D57533	chr13
contig-0000381	#D57533	chr13
contig-0000382	#E6C47F	chr22
contig-0000383	#D57533	chr13
contig-0000384	#E6C47F	chr22
contig-0000385	#D57533	chr13
contig-0000386	#D57533	chr13
contig-0000387	#D57533	chr13
contig-0000388	#D57533	chr13
contig-0000389	#D57533	chr13
contig-0000390	#E69F00	chr1
contig-0000391	#737373	chr14
contig-0000392	#737373	chr14
contig-0000393	#D57533	chr13
contig-0000394	#D57533	chr13
contig-0000395	#E6C47F	chr22
contig-0000396	#D57533	chr13
contig-0000397	#D57533	chr13
contig-0000398	#737373	chr14
contig-0000399	#737373	chr14
contig-0000400	#D57533	chr13
contig-0000401	#D57533	chr13
contig-0000402	#D55E00	chr6
contig-0000403	#E6C47F	chr22
contig-0000404	#D55E00	chr6
contig-0000405	#D55E00	chr6
contig-0000406	#D55E00	chr6
contig-0000407	#D55E00	chr6
contig-0000408	#E6B847	chr15
contig-0000409	#E6B847	chr15
contig-0000410	#E6B847	chr15
