sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
TUE_02_06UL_02DX	haplotype2-0000172	chr1	246925790	15000	248387328	246925790	2	15000	7500.0	7500	7500	0.01	scaffold
TUE_02_06UL_02DX	haplotype2-0000173	chr11	136612455	7500	135127769	136612455	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_06UL_02DX	haplotype2-0000187	chr12	133652205	0	133324548	133652205	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000183	chr13	107130993	109000	113566686	107130993	3	109000	36333.3	100000	1500	0.03	scaffold
TUE_02_06UL_02DX	haplotype2-0000176	chr16	92228059	7500	96330374	92228059	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_06UL_02DX	haplotype2-0000175	chr17	82871778	91230	84276897	82871778	3	91230	30410.0	82230	1500	0.04	scaffold
TUE_02_06UL_02DX	haplotype2-0000174	chr18	79952849	0	80542538	79952849	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000167	chr19	61710830	0	61707364	61710830	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000170	chr2	242844904	0	242696752	242844904	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000178	chr20	65609107	0	66210255	65609107	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000192	chr3	200481883	7500	201105948	200481883	1	7500	7500.0	7500	7500	0.0	scaffold
TUE_02_06UL_02DX	haplotype2-0000191	chr4	191222625	7500	193574945	191222625	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_06UL_02DX	haplotype2-0000177	chr6	172628947	7500	172126628	172628947	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_06UL_02DX	haplotype2-0000179	chr7	159957240	0	160567428	159957240	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000181	chr8	145735886	0	146259331	145735886	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000182	chr9	136369211	0	150617247	136369211	0	0	0.0	0	0	0.0	contig
TUE_02_06UL_02DX	haplotype2-0000186	chrX	154300383	7500	154259566	154300383	1	7500	7500.0	7500	7500	0.01	scaffold
