sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG02155	HG02155#2#CM091927.1	chr10	135769341	0	134758134	135769341	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091928.1	chr11	135378190	0	135127769	135378190	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091929.1	chr14	100554056	0	101161492	100554056	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091930.1	chr19	61912954	0	61707364	61912954	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091921.1	chr2	241677795	0	242696752	241677795	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091931.1	chr20	66806609	2221689	66210255	66806609	2	2221689	1110844.5	1269437	952252	0.03	scaffold
HG02155	HG02155#2#CM091922.1	chr4	192254156	1265349	193574945	192254156	2	1265349	632674.5	1090672	174677	0.01	scaffold
HG02155	HG02155#2#CM091923.1	chr5	182521066	200	182045439	182521066	2	200	100.0	100	100	0.01	scaffold
HG02155	HG02155#2#CM091924.1	chr6	171847637	0	172126628	171847637	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091925.1	chr8	145966585	0	146259331	145966585	0	0	0.0	0	0	0.0	contig
HG02155	HG02155#2#CM091926.1	chr9	133305225	951379	150617247	133305225	1	951379	951379.0	951379	951379	0.01	scaffold
