#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	371033	228379	1274	0	1	228379	228379.0	228379	228379	228379	248380973	248380973.0	248380973	248380973	248380973	229653	189860	188690	0.9944525000762019	0.9938375645212262	248380973
syndip	chr2	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	348029	209966	556	0	1	209966	209966.0	209966	209966	209966	242677602	242677602.0	242677602	242677602	242677602	210522	172691	172191	0.9973589458583901	0.9971046551354732	242677602
syndip	chr3	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	319484	197545	5	0	1	197545	197545.0	197545	197545	197545	201084267	201084267.0	201084267	201084267	201084267	197550	165572	165567	0.9999746899519109	0.999969801657285	201084267
syndip	chr4	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	324579	201210	2744	0	1	201210	201210.0	201210	201210	201210	193569229	193569229.0	193569229	193569229	193569229	203954	170673	168092	0.9865459858595566	0.9848775143109924	193569229
syndip	chr5	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	291444	187756	597	0	1	187756	187756.0	187756	187756	187756	182041078	182041078.0	182041078	182041078	182041078	188353	156821	156302	0.99683041947832	0.9966904942577843	182041078
syndip	chr6	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	306333	199488	0	0	1	199488	199488.0	199488	199488	199488	172119079	172119079.0	172119079	172119079	172119079	199488	168009	168009	1.0	1.0	172119079
syndip	chr7	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	292956	182643	0	0	1	182643	182643.0	182643	182643	182643	160547278	160547278.0	160547278	160547278	160547278	182643	152310	152310	1.0	1.0	160547278
syndip	chrX	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	197041	130209	1	0	1	130209	130209.0	130209	130209	130209	154154947	154154947.0	154154947	154154947	154154947	130210	109590	109589	0.9999923200983027	0.9999908750798431	154154947
syndip	chr9	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	232632	144148	1621	0	1	144148	144148.0	144148	144148	144148	150583736	150583736.0	150583736	150583736	150583736	145769	122858	121432	0.9888796657725579	0.9883931042341565	150583736
syndip	chr8	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	247601	150474	0	0	1	150474	150474.0	150474	150474	150474	146245864	146245864.0	146245864	146245864	146245864	150474	126255	126255	1.0	1.0	146245864
syndip	chr11	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	280371	182163	103	0	1	182163	182163.0	182163	182163	182163	134863518	134863518.0	134863518	134863518	134863518	182266	159126	159027	0.9994348918613455	0.9993778515138947	134863518
syndip	chr10	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	226039	146264	0	0	1	146264	146264.0	146264	146264	146264	134643021	134643021.0	134643021	134643021	134643021	146264	119928	119928	1.0	1.0	134643021
syndip	chr12	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	214975	132586	0	0	1	132586	132586.0	132586	132586	132586	133312415	133312415.0	133312415	133312415	133312415	132586	108356	108356	1.0	1.0	133312415
syndip	chr13	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	166333	105251	0	0	1	105251	105251.0	105251	105251	105251	108158819	108158819.0	108158819	108158819	108158819	105251	86754	86754	1.0	1.0	108158819
syndip	chr14	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	201282	133907	5012	0	1	133907	133907.0	133907	133907	133907	101114167	101114167.0	101114167	101114167	101114167	138919	119349	114779	0.963921421835746	0.9617089376534366	101114167
syndip	chr15	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	237788	149777	20449	0	1	149777	149777.0	149777	149777	149777	99744738	99744738.0	99744738	99744738	99744738	170226	146103	127938	0.8798714649935967	0.8756699041087452	99744738
syndip	chr16	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	170148	110112	22	0	1	110112	110112.0	110112	110112	110112	96325060	96325060.0	96325060	96325060	96325060	110134	93810	93790	0.9998002433399313	0.9997868031126745	96325060
syndip	chr17	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	147053	91650	5	0	1	91650	91650.0	91650	91650	91650	84270002	84270002.0	84270002	84270002	84270002	91655	75351	75348	0.9999454476024221	0.999960186327985	84270002
syndip	chr18	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	138735	89514	590	0	1	89514	89514.0	89514	89514	89514	80323970	80323970.0	80323970	80323970	80323970	90104	76635	76073	0.9934520110095001	0.9926665361779866	80323970
syndip	chr20	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	129880	84071	0	0	1	84071	84071.0	84071	84071	84071	66204084	66204084.0	66204084	66204084	66204084	84071	72330	72330	1.0	1.0	66204084
syndip	chr19	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	128784	87268	0	0	1	87268	87268.0	87268	87268	87268	61702095	61702095.0	61702095	61702095	61702095	87268	72364	72364	1.0	1.0	61702095
syndip	chr22	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	167257	124712	4334	0	1	124712	124712.0	124712	124712	124712	51317364	51317364.0	51317364	51317364	51317364	129046	115545	111601	0.9664150767943214	0.9658661127699165	51317364
syndip	chr21	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	105107	73818	5633	0	1	73818	73818.0	73818	73818	73818	45082450	45082450.0	45082450	45082450	45082450	79451	68077	62939	0.929100955305786	0.9245266389529503	45082450
syndip	ALL	assembly/variants/HG02155/phased_hprc/small_variants.dip.vcf.gz	5244884	3342911	42946	0	23	144148	145343.95652173914	73818	228379	3342911	134643021	132541989.39130434	45082450	248380973	3048465756	3385857	2848367	2809664	0.9873160620782272	0.9864122144372548	154154947
