#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3196	248384169	228379
syndip	chr2	0	16391	242693993	209966
syndip	chr3	0	2645	201086912	197545
syndip	chr4	0	2763	193571992	201210
syndip	chr5	0	2112	182043190	187756
syndip	chr6	0	3186	172122265	199488
syndip	chr7	0	16462	160563740	182643
syndip	chrX	0	102037	154256984	130209
syndip	chr9	0	29491	150613227	144148
syndip	chr8	0	6213	146252077	150474
syndip	chr11	0	261714	135125232	182163
syndip	chr10	0	3785	134646806	146264
syndip	chr12	0	10377	133322792	132586
syndip	chr13	0	5404678	113563497	105251
syndip	chr14	0	5718	101119885	133907
syndip	chr15	0	6091	99750829	149777
syndip	chr16	0	2565	96327625	110112
syndip	chr17	0	2852	84272854	91650
syndip	chr18	0	208957	80532927	89514
syndip	chr20	0	2549	66206633	84071
syndip	chr19	0	2197	61704292	87268
syndip	chr22	0	4614	51321978	124712
syndip	chr21	0	3033	45085483	73818
