[1] "input_matrix_matrix"
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/keras/initializers.py:119: calling RandomUniform.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
Loss: 0.0016915947198867798
Loss: 0.0016921047354117036
Loss: 0.0016896831803023815
Loss: 0.0016833775443956256
Loss: 0.0016799077857285738
Loss: 0.0016805196646600962
Loss: 0.0016831433167681098
Loss: 0.0016864523058757186
Loss: 0.0016874514985829592
Loss: 0.0016876281006261706
Loss: 0.0016834756825119257
Loss: 0.001679721986874938
Loss: 0.001677149091847241
Loss: 0.0016759412828832865
Loss: 0.0016762673621997237
Loss: 0.0016776267439126968
Loss: 0.0016801214078441262
Loss: 0.0016829338856041431
Loss: 0.001688993419520557
Loss: 0.0016949266428127885
Loss: 0.0017049985472112894
Loss: 0.0017045295098796487
Loss: 0.0016936484025791287
Loss: 0.001679062726907432
Loss: 0.0016736778197810054
Loss: 0.0016788346692919731
Loss: 0.0016883965581655502
Loss: 0.001695025828666985
Loss: 0.0016931392019614577
Loss: 0.0016898972680792212
Loss: 0.0016810446977615356
Loss: 0.001673419843427837
Loss: 0.001670034253038466
Loss: 0.0016704845475032926
Loss: 0.0016735069220885634
Loss: 0.001678791712038219
Loss: 0.0016851207474246621
Loss: 0.0016897449968382716
Loss: 0.001695482642389834
Loss: 0.001695476588793099
Training model using conversion value 0.2.
Loss: 0.07224304229021072
Loss: 0.06964606046676636
Loss: 0.06654555350542068
Loss: 0.06211646646261215
Loss: 0.057173505425453186
Loss: 0.050918493419885635
Loss: 0.04320373013615608
Loss: 0.03455527126789093
Loss: 0.0255964957177639
Loss: 0.017569055780768394
Loss: 0.013384279794991016
Loss: 0.013848255388438702
Loss: 0.012291787192225456
Loss: 0.012650281190872192
Loss: 0.014064764603972435
Loss: 0.014914503321051598
Loss: 0.015065699815750122
Loss: 0.01445719227194786
Loss: 0.013742418959736824
Loss: 0.013170803897082806
Loss: 0.012474136427044868
Loss: 0.011804438196122646
Loss: 0.011567608453333378
Loss: 0.011676839552819729
Loss: 0.01140358205884695
Loss: 0.011360302567481995
Loss: 0.011508236639201641
Loss: 0.011123384349048138
Loss: 0.010710588656365871
Loss: 0.010502059012651443
Loss: 0.01011451706290245
Loss: 0.009710817597806454
Loss: 0.009388292208313942
Loss: 0.009030493907630444
Loss: 0.008594424463808537
Loss: 0.008098314516246319
Loss: 0.007507396396249533
Loss: 0.006918648257851601
Loss: 0.0065274969674646854
Loss: 0.006400663405656815
Loss: 0.0065059480257332325
Loss: 0.006703075021505356
Loss: 0.006752928253263235
Loss: 0.006591924000531435
Loss: 0.006326081231236458
Loss: 0.005987917073071003
Loss: 0.005663386080414057
Loss: 0.005477231461554766
Loss: 0.005430259741842747
Loss: 0.005404295399785042
Loss: 0.005385883618146181
Loss: 0.005341765936464071
Loss: 0.005247868597507477
Loss: 0.005150911398231983
Loss: 0.005087325815111399
Loss: 0.005022212862968445
Loss: 0.00496840663254261
Loss: 0.004947426728904247
Loss: 0.00492982380092144
Loss: 0.00489983893930912
Loss: 0.004878277890384197
Loss: 0.004856238607317209
Loss: 0.004827096592634916
Loss: 0.004812423139810562
Loss: 0.00480425963178277
Loss: 0.004796869587153196
Loss: 0.004796784371137619
Loss: 0.004791796673089266
Loss: 0.004778505302965641
Loss: 0.004765309393405914
Loss: 0.0047491914592683315
Loss: 0.004728680010885
Loss: 0.004709139000624418
Loss: 0.004688288550823927
Loss: 0.004664796404540539
Loss: 0.004645021166652441
Loss: 0.004623123444616795
Loss: 0.004596964921802282
Loss: 0.004569486249238253
Loss: 0.004539682995527983
Loss: 0.0045104846358299255
Loss: 0.00448369886726141
Loss: 0.004456553608179092
Loss: 0.004426618106663227
Loss: 0.004394284915179014
Loss: 0.004358870442956686
Loss: 0.004323499742895365
Loss: 0.0042884391732513905
Loss: 0.004249016288667917
Loss: 0.004204967059195042
Loss: 0.004158169496804476
Loss: 0.004108681343495846
Loss: 0.004058090038597584
Loss: 0.004005553666502237
Loss: 0.003951679915189743
Loss: 0.0039002951234579086
Loss: 0.0038503631949424744
Loss: 0.0038045120891183615
Loss: 0.0037594137247651815
Loss: 0.0037188439164310694
Loss: 0.0036857181694358587
Loss: 0.0036572020035237074
Loss: 0.0036345389671623707
Loss: 0.003613723674789071
Loss: 0.0035953365731984377
Loss: 0.0035798547323793173
Loss: 0.0035650322679430246
Loss: 0.0035550210159271955
Loss: 0.0035452619194984436
Loss: 0.0035360450856387615
Loss: 0.0035268091596663
Loss: 0.003516834694892168
Loss: 0.003508872352540493
Loss: 0.0035003561060875654
Loss: 0.003492404008284211
Loss: 0.0034855154808610678
Loss: 0.0034786539617925882
Loss: 0.0034721645060926676
Loss: 0.0034659819211810827
Loss: 0.0034605017863214016
Loss: 0.0034549960400909185
Loss: 0.0034485389478504658
Loss: 0.003443129127845168
Loss: 0.0034373505041003227
Loss: 0.0034322848077863455
Loss: 0.003427160205319524
Loss: 0.0034223312977701426
Loss: 0.0034175522159785032
Loss: 0.00341268558986485
Loss: 0.0034076981246471405
Loss: 0.0034029334783554077
Loss: 0.0033979681320488453
Loss: 0.003393045859411359
Loss: 0.003388170152902603
Loss: 0.003382998751476407
Loss: 0.0033777887001633644
Loss: 0.0033727462869137526
Loss: 0.0033684680238366127
Loss: 0.0033633029088377953
Loss: 0.003358871443197131
Loss: 0.003354229498654604
Loss: 0.003350381273776293
Loss: 0.003345886943861842
Loss: 0.0033415621146559715
Loss: 0.00333690969273448
Loss: 0.003332213032990694
Loss: 0.003327734302729368
Loss: 0.003323265817016363
Loss: 0.003318721428513527
Loss: 0.003314174013212323
Loss: 0.0033097306732088327
Loss: 0.0033053173683583736
Loss: 0.003300860058516264
Loss: 0.003296441864222288
Loss: 0.0032919368240982294
Loss: 0.003287262050434947
Loss: 0.0032829749397933483
Loss: 0.00327862030826509
Loss: 0.0032742181792855263
Loss: 0.0032699487637728453
Loss: 0.00326535664498806
Loss: 0.003260258585214615
Loss: 0.0032561810221523046
Loss: 0.0032517663203179836
Loss: 0.00324691878631711
Loss: 0.003241823986172676
Loss: 0.003237892873585224
Loss: 0.003234045347198844
Loss: 0.003228332381695509
Loss: 0.0032244320027530193
Loss: 0.0032201113644987345
Loss: 0.003214872907847166
Loss: 0.0032107611186802387
Loss: 0.003206089837476611
Loss: 0.003200837643817067
Loss: 0.0031966099049896
Loss: 0.003191836876794696
Loss: 0.0031868910882622004
Loss: 0.0031823853496462107
Loss: 0.0031780065037310123
Loss: 0.003173099597916007
Loss: 0.0031684546265751123
Loss: 0.0031638469081372023
Loss: 0.0031589160207659006
Loss: 0.003153871977701783
Loss: 0.0031490253750234842
Loss: 0.003144053742289543
Loss: 0.0031385410111397505
Loss: 0.003133706282824278
Loss: 0.003128619631752372
Loss: 0.0031233651097863913
Loss: 0.003117628861218691
Loss: 0.0031123340595513582
Loss: 0.003106574760749936
Loss: 0.0031007614452391863
Loss: 0.00309463101439178
Loss: 0.003088327357545495
Loss: 0.003081937087699771
Loss: 0.003075504442676902
Loss: 0.0030690855346620083
Loss: 0.003062563482671976
Loss: 0.0030559238512068987
Loss: 0.0030495114624500275
Loss: 0.003042687429115176
Loss: 0.0030360554810613394
Loss: 0.0030296924524009228
Loss: 0.003022888908162713
Loss: 0.0030156944412738085
Loss: 0.003008866449818015
Loss: 0.003003278747200966
Loss: 0.003000736702233553
Loss: 0.0030009576585143805
Loss: 0.002995237475261092
Loss: 0.0029781635385006666
Loss: 0.0029659608844667673
Loss: 0.002965830033645034
Loss: 0.0029616919346153736
Loss: 0.0029481551609933376
Loss: 0.0029376051388680935
Loss: 0.002935291500762105
Loss: 0.002929969923570752
Loss: 0.0029173505026847124
Loss: 0.0029084947891533375
Loss: 0.0029056710191071033
Loss: 0.0028993263840675354
Loss: 0.002888183342292905
Loss: 0.002879122970625758
Loss: 0.0028735646046698093
Loss: 0.0028666327707469463
Loss: 0.002857594285160303
Loss: 0.002849017269909382
Loss: 0.0028434298001229763
Loss: 0.002837306587025523
Loss: 0.0028291703201830387
Loss: 0.0028203800320625305
Loss: 0.0028131227008998394
Loss: 0.0028063151985406876
Loss: 0.0027974420227110386
Loss: 0.002788087585940957
Loss: 0.0027800430543720722
Loss: 0.0027725391555577517
Loss: 0.00276530091650784
Loss: 0.0027584771160036325
Loss: 0.0027506169863045216
Loss: 0.002741116564720869
Loss: 0.0027328412979841232
Loss: 0.0027250589337199926
Loss: 0.0027176737785339355
Loss: 0.0027101750019937754
Loss: 0.0027026121970266104
Loss: 0.0026944144628942013
Loss: 0.002686520805582404
Loss: 0.0026778753381222486
Loss: 0.0026705770287662745
Loss: 0.0026627059560269117
Loss: 0.002655389253050089
Loss: 0.0026475456543266773
Loss: 0.002639847109094262
Loss: 0.002632240764796734
Loss: 0.0026244441978633404
Loss: 0.0026167191099375486
Loss: 0.002610135357826948
Loss: 0.0026058563962578773
Loss: 0.0026096655055880547
Loss: 0.002629626076668501
Loss: 0.002687520580366254
Loss: 0.002653033472597599
Loss: 0.0025972528383135796
Loss: 0.0025694454088807106
Loss: 0.002600820269435644
Loss: 0.0025944882072508335
Loss: 0.0025492992717772722
Loss: 0.0025787989143282175
Loss: 0.002574177226051688
Loss: 0.0025295973755419254
Loss: 0.002563262591138482
Loss: 0.002550016390159726
Loss: 0.0025067664682865143
Loss: 0.0025425166822969913
Loss: 0.002521310467272997
Loss: 0.002491067396476865
Loss: 0.002525478368625045
Loss: 0.002489234786480665
Loss: 0.002473576460033655
Loss: 0.0024916830006986856
Loss: 0.0024554086849093437
Loss: 0.0024547551292926073
Loss: 0.0024570543318986893
Loss: 0.0024315277114510536
Loss: 0.002443261444568634
Loss: 0.0024559234734624624
Loss: 0.002516019158065319
Loss: 0.0025804301258176565
Loss: 0.0027124229818582535
Loss: 0.0024346886202692986
Loss: 0.0025690062902867794
Loss: 0.0027973030228167772
Loss: 0.002523857168853283
Loss: 0.002904015826061368
Loss: 0.0028855924028903246
Loss: 0.0028928222600370646
Loss: 0.0024805490393191576
Loss: 0.0027352403849363327
Loss: 0.002479047514498234
Loss: 0.002689984394237399
Loss: 0.002387492684647441
Loss: 0.0025200294330716133
Loss: 0.0024666734971106052
Loss: 0.0023749100510030985
Loss: 0.002461458556354046
Loss: 0.002322025364264846
Loss: 0.0023954652715474367
Loss: 0.0023437237832695246
Loss: 0.0023047910071909428
Loss: 0.0023082331754267216
Loss: 0.0022860043682157993
Loss: 0.002284881891682744
Loss: 0.002235728781670332
Loss: 0.0022636072244495153
Loss: 0.0022137011401355267
Loss: 0.002229649107903242
Loss: 0.0022041541524231434
Loss: 0.0021892087534070015
Loss: 0.002195849549025297
Loss: 0.002164925681427121
Loss: 0.0021741283126175404
Loss: 0.00214466848410666
Loss: 0.002154943300411105
Loss: 0.002131741028279066
Loss: 0.00213936367072165
Loss: 0.0021146712824702263
Loss: 0.002121138386428356
Loss: 0.0021035780664533377
Loss: 0.0021059364080429077
Loss: 0.002091587521135807
Loss: 0.002092603826895356
Loss: 0.0020781857892870903
Loss: 0.0020787662360817194
Loss: 0.0020665766205638647
Loss: 0.0020645949989557266
Loss: 0.0020551939960569143
Loss: 0.0020536279771476984
Loss: 0.0020430826116353273
Loss: 0.002041913801804185
Loss: 0.0020334050059318542
Loss: 0.0020299197640269995
Loss: 0.002023096429184079
Loss: 0.002019678009673953
Loss: 0.002012622309848666
Loss: 0.0020081056281924248
Loss: 0.002002650173380971
Loss: 0.0019980892539024353
Loss: 0.001993610057979822
Loss: 0.0019875557627528906
Loss: 0.00198304932564497
Loss: 0.0019772564992308617
Loss: 0.0019736241083592176
Loss: 0.001969532109797001
Loss: 0.001967311603948474
Loss: 0.0019680464174598455
Loss: 0.001979382708668709
Loss: 0.0020210344810038805
Loss: 0.0021455460228025913
Loss: 0.002277991734445095
Loss: 0.002293727593496442
Loss: 0.0020097815431654453
Loss: 0.0021129183005541563
Loss: 0.0021411876659840345
Loss: 0.0020492738112807274
Loss: 0.002109451685100794
Loss: 0.002059218008071184
Loss: 0.0020502698607742786
Loss: 0.002025904366746545
Loss: 0.0019967309199273586
Loss: 0.0019802895840257406
Loss: 0.0019823950715363026
Loss: 0.001953390659764409
Loss: 0.0019706611055880785
Loss: 0.0019806805066764355
Loss: 0.0019315159879624844
Loss: 0.002001182409003377
Loss: 0.0019522871589288116
Loss: 0.0019425551872700453
Loss: 0.001960155088454485
Loss: 0.0019280799897387624
Loss: 0.0019249405013397336
Loss: 0.0019128959393128753
Loss: 0.0019250469049438834
Loss: 0.001895160530693829
Loss: 0.0019142325036227703
Loss: 0.0019038303289562464
Loss: 0.0018956977874040604
Loss: 0.0018976657884195447
Loss: 0.0018899404676631093
Loss: 0.0018936583073809743
Loss: 0.0018787579610943794
Loss: 0.0018849337939172983
Loss: 0.0018796913791447878
Loss: 0.001875215326435864
Loss: 0.001873731380328536
Loss: 0.0018676449544727802
Loss: 0.0018701939843595028
Loss: 0.0018643166404217482
Loss: 0.0018635165179148316
Loss: 0.001861899858340621
Loss: 0.0018593763234093785
Loss: 0.0018592756241559982
Loss: 0.0018543590558692813
Loss: 0.0018544772174209356
Loss: 0.0018522731261327863
Loss: 0.001850105938501656
Loss: 0.0018485592445358634
Loss: 0.0018446370959281921
Loss: 0.0018445266177877784
Loss: 0.0018424643203616142
Loss: 0.0018405742011964321
Loss: 0.0018398102838546038
Loss: 0.0018369646277278662
Loss: 0.0018356565851718187
Loss: 0.001834424794651568
Loss: 0.0018316196510568261
Loss: 0.001829814282245934
Loss: 0.001827833941206336
Loss: 0.0018260201904922724
Loss: 0.0018251503352075815
Loss: 0.0018234788440167904
Loss: 0.0018217774340882897
Loss: 0.0018210496054962277
Loss: 0.0018209150293841958
Loss: 0.0018223223742097616
Loss: 0.0018258061027154326
Loss: 0.0018307487480342388
Loss: 0.0018370038596913218
Loss: 0.0018425623420625925
Loss: 0.0018443561857566237
Loss: 0.001834701281040907
Loss: 0.001820006174966693
Loss: 0.0018081628950312734
Loss: 0.0018050787039101124
Loss: 0.0018092240206897259
Loss: 0.001816259347833693
Loss: 0.0018203476211056113
Loss: 0.001820625620894134
Loss: 0.0018176392186433077
Loss: 0.001813093782402575
Loss: 0.0018067390192300081
Loss: 0.001801055739633739
Loss: 0.0017957270611077547
Loss: 0.0017927660373970866
Loss: 0.0017913694027811289
Loss: 0.0017919891979545355
Loss: 0.0017953470814973116
Loss: 0.0018017449183389544
Loss: 0.0018131056567654014
Loss: 0.0018307090504094958
Loss: 0.0018481138395145535
Loss: 0.001857368042692542
Loss: 0.0018345629796385765
Loss: 0.001800736878067255
Loss: 0.0017841114895418286
Loss: 0.0018015257082879543
Loss: 0.0018243038794025779
Loss: 0.0018236527685075998
Loss: 0.0017984755104407668
Loss: 0.0017800378846004605
Loss: 0.0017796765314415097
Loss: 0.0017935085343196988
Loss: 0.001807535532861948
Loss: 0.0018064426258206367
Loss: 0.001794353942386806
Loss: 0.0017763470532372594
Loss: 0.0017713665729388595
Loss: 0.0017786867683753371
Loss: 0.0017851867014542222
Loss: 0.0017860467778518796
Loss: 0.0017787121469154954
Loss: 0.0017704484052956104
Loss: 0.001765296095982194
Loss: 0.0017654735129326582
Loss: 0.0017690198728814721
Loss: 0.0017722595948725939
Loss: 0.0017753243446350098
Loss: 0.0017733495915308595
Loss: 0.001768356654793024
Loss: 0.001762178959324956
Loss: 0.0017586152534931898
Loss: 0.0017586665926501155
Loss: 0.0017612010706216097
Loss: 0.001764848711900413
Loss: 0.0017670256784185767
Loss: 0.0017696345457807183
Loss: 0.001769187394529581
Loss: 0.0017669887747615576
Loss: 0.0017620505532249808
Loss: 0.0017565373564139009
Loss: 0.0017516651423648
Loss: 0.001750499359332025
Loss: 0.0017522202106192708
Loss: 0.0017552817007526755
Loss: 0.0017585548339411616
Loss: 0.0017594428500160575
Loss: 0.0017591845244169235
Loss: 0.0017580343410372734
Loss: 0.0017526590963825583
Loss: 0.0017472200561314821
Loss: 0.001743727596476674
Loss: 0.0017435726476833224
Loss: 0.0017454872140660882
Loss: 0.0017479751259088516
Loss: 0.001749731251038611
Loss: 0.001751722302287817
Loss: 0.0017523126443848014
Loss: 0.0017554069636389613
Loss: 0.0017556922975927591
Loss: 0.0017547414172440767
Loss: 0.001749071991071105
Loss: 0.0017422414384782314
Loss: 0.001736943842843175
Loss: 0.0017350335838273168
Loss: 0.0017359891207888722
Loss: 0.0017387501429766417
Loss: 0.001742062740959227
Loss: 0.0017465444980189204
Loss: 0.0017529039178043604
Loss: 0.0017599917482584715
Loss: 0.0017686900682747364
Loss: 0.001769945491105318
Loss: 0.0017642814200371504
Loss: 0.0017461220268160105
Loss: 0.0017319029429927468
Loss: 0.0017331973649561405
Loss: 0.0017440770752727985
Loss: 0.001755731413140893
Loss: 0.0017630227375775576
Loss: 0.0017660646699368954
Loss: 0.0017620627768337727
Loss: 0.001747599570080638
Loss: 0.0017324069049209356
Loss: 0.0017250280361622572
Loss: 0.001730351708829403
Loss: 0.0017411389853805304
Loss: 0.0017531992634758353
Loss: 0.0017572271171957254
Loss: 0.0017582669388502836
Loss: 0.0017404321115463972
Loss: 0.0017234416445717216
Loss: 0.0017234324477612972
Training model using conversion value 0.30000000000000004.
Loss: 0.07214004546403885
Loss: 0.06878332793712616
Loss: 0.06477726995944977
Loss: 0.05992218106985092
Loss: 0.05344359576702118
Loss: 0.045273732393980026
Loss: 0.036107342690229416
Loss: 0.026619885116815567
Loss: 0.018384208902716637
Loss: 0.013911166228353977
Loss: 0.016032420098781586
Loss: 0.015599330887198448
Loss: 0.012297211214900017
Loss: 0.01335633173584938
Loss: 0.014060012996196747
Loss: 0.014215487986803055
Loss: 0.014320631511509418
Loss: 0.01430793758481741
Loss: 0.014066030271351337
Loss: 0.013740687631070614
Loss: 0.013490447774529457
Loss: 0.013319465331733227
Loss: 0.013142011128365993
Loss: 0.012938663363456726
Loss: 0.012800362892448902
Loss: 0.012717721983790398
Loss: 0.01260670181363821
Loss: 0.01248221006244421
Loss: 0.012369138188660145
Loss: 0.012257607653737068
Loss: 0.01214299350976944
Loss: 0.012058991938829422
Loss: 0.011987934820353985
Loss: 0.011920749209821224
Loss: 0.0118787856772542
Loss: 0.011853870935738087
Loss: 0.011821468360722065
Loss: 0.01179128885269165
Loss: 0.011754048988223076
Loss: 0.011705518700182438
Loss: 0.01165796909481287
Loss: 0.011601063422858715
Loss: 0.011530823074281216
Loss: 0.01145015750080347
Loss: 0.011349313892424107
Loss: 0.01123807206749916
Loss: 0.011112441308796406
Loss: 0.010967821814119816
Loss: 0.010810039937496185
Loss: 0.01062688883394003
Loss: 0.010410849936306477
Loss: 0.010170092806220055
Loss: 0.00989356730133295
Loss: 0.00957668200135231
Loss: 0.009238841012120247
Loss: 0.008881215006113052
Loss: 0.00848389696329832
Loss: 0.00806539785116911
Loss: 0.007650021463632584
Loss: 0.007274363189935684
Loss: 0.006955253425985575
Loss: 0.006740041077136993
Loss: 0.006664575543254614
Loss: 0.006667139939963818
Loss: 0.006657465361058712
Loss: 0.00650511821731925
Loss: 0.0062938956543803215
Loss: 0.006207279860973358
Loss: 0.006076952442526817
Loss: 0.005893478635698557
Loss: 0.005672620143741369
Loss: 0.005445364397019148
Loss: 0.005250528920441866
Loss: 0.005114419851452112
Loss: 0.00499882735311985
Loss: 0.004936826415359974
Loss: 0.00489455834031105
Loss: 0.004855327308177948
Loss: 0.004815930966287851
Loss: 0.004771005362272263
Loss: 0.00474523613229394
Loss: 0.004703436978161335
Loss: 0.004648808855563402
Loss: 0.004579985048621893
Loss: 0.004490397870540619
Loss: 0.0043952311389148235
Loss: 0.004288720898330212
Loss: 0.004196275491267443
Loss: 0.00410466780886054
Loss: 0.004018323961645365
Loss: 0.003913989756256342
Loss: 0.0038178032264113426
Loss: 0.003735392587259412
Loss: 0.0036720570642501116
Loss: 0.0036217800807207823
Loss: 0.003601716598495841
Loss: 0.0036009650211781263
Loss: 0.0036006607115268707
Loss: 0.003583435667678714
Loss: 0.0035564035642892122
Loss: 0.003534522606059909
Loss: 0.0035218221601098776
Loss: 0.003512325929477811
Loss: 0.0035014101304113865
Loss: 0.0034897050354629755
Loss: 0.0034784297458827496
Loss: 0.003470810130238533
Loss: 0.0034690832253545523
Loss: 0.003466533264145255
Loss: 0.0034563879016786814
Loss: 0.003440956585109234
Loss: 0.0034295241348445415
Loss: 0.003425245638936758
Loss: 0.0034229950979351997
Loss: 0.003419597167521715
Loss: 0.003415365470573306
Loss: 0.0034110865090042353
Loss: 0.003406561678275466
Loss: 0.0034014545381069183
Loss: 0.0033959420397877693
Loss: 0.0033896020613610744
Loss: 0.0033842383418232203
Loss: 0.003381180576980114
Loss: 0.0033789488952606916
Loss: 0.003375348402187228
Loss: 0.0033703383523970842
Loss: 0.003365385578945279
Loss: 0.003361039562150836
Loss: 0.0033568846993148327
Loss: 0.0033529300708323717
Loss: 0.0033489333000034094
Loss: 0.00334475701674819
Loss: 0.003340628696605563
Loss: 0.003336892928928137
Loss: 0.003333119675517082
Loss: 0.0033292872831225395
Loss: 0.0033255366142839193
Loss: 0.0033219028264284134
Loss: 0.0033181365579366684
Loss: 0.003314095549285412
Loss: 0.003309795632958412
Loss: 0.0033053462393581867
Loss: 0.0033010763581842184
Loss: 0.0032970155589282513
Loss: 0.003293038113042712
Loss: 0.0032890215516090393
Loss: 0.0032850501593202353
Loss: 0.003281091107055545
Loss: 0.003277164651080966
Loss: 0.00327328615821898
Loss: 0.0032693161629140377
Loss: 0.0032655384857207537
Loss: 0.0032617663964629173
Loss: 0.0032580054830759764
Loss: 0.0032541921827942133
Loss: 0.003250294830650091
Loss: 0.0032463863026350737
Loss: 0.0032425259705632925
Loss: 0.003238684730604291
Loss: 0.0032347149681299925
Loss: 0.0032305875793099403
Loss: 0.003226411994546652
Loss: 0.0032221549190580845
Loss: 0.0032178673427551985
Loss: 0.0032134682405740023
Loss: 0.0032091725151985884
Loss: 0.0032049845904111862
Loss: 0.0032005810644477606
Loss: 0.003196125850081444
Loss: 0.003191780997440219
Loss: 0.0031872910913079977
Loss: 0.003182775340974331
Loss: 0.0031783704180270433
Loss: 0.0031742004211992025
Loss: 0.0031704683788120747
Loss: 0.0031668602023273706
Loss: 0.003164042718708515
Loss: 0.003160154912620783
Loss: 0.0031544857192784548
Loss: 0.003147285198792815
Loss: 0.003140971763059497
Loss: 0.003135992679744959
Loss: 0.0031320075504481792
Loss: 0.0031279167160391808
Loss: 0.003122566966339946
Loss: 0.0031165024265646935
Loss: 0.0031097973696887493
Loss: 0.0031035952270030975
Loss: 0.0030969029758125544
Loss: 0.003090127371251583
Loss: 0.0030837866943329573
Loss: 0.003077689791098237
Loss: 0.0030714012682437897
Loss: 0.0030650042463093996
Loss: 0.0030586710199713707
Loss: 0.0030525142792612314
Loss: 0.0030463761650025845
Loss: 0.003040035953745246
Loss: 0.0030336184427142143
Loss: 0.003027910366654396
Loss: 0.0030231790151447058
Loss: 0.003020420903339982
Loss: 0.0030247175600379705
Loss: 0.0030247585382312536
Loss: 0.0030206642113626003
Loss: 0.003002150682732463
Loss: 0.0029912705067545176
Loss: 0.002985218772664666
Loss: 0.0029771241825073957
Loss: 0.002974104369059205
Loss: 0.0029787381645292044
Loss: 0.002977794734761119
Loss: 0.0029743793420493603
Loss: 0.0029707737267017365
Loss: 0.0029578139074146748
Loss: 0.0029432824812829494
Loss: 0.00292850355617702
Loss: 0.002924395725131035
Loss: 0.0029238977003842592
Loss: 0.002922208048403263
Loss: 0.0029285969212651253
Loss: 0.0029349850956350565
Loss: 0.002931706141680479
Loss: 0.002921335631981492
Loss: 0.002918760757893324
Loss: 0.0028989859856665134
Loss: 0.0028832985553890467
Loss: 0.002875960897654295
Loss: 0.002872876124456525
Loss: 0.002872380195185542
Loss: 0.0028774577658623457
Loss: 0.0028873332776129246
Loss: 0.002895187819376588
Loss: 0.0029271412640810013
Loss: 0.00290995417162776
Loss: 0.0029095341451466084
Loss: 0.002865216229110956
Loss: 0.0028403615579009056
Loss: 0.0028404260519891977
Loss: 0.002857198938727379
Loss: 0.0028680574614554644
Loss: 0.002847124822437763
Loss: 0.002831523073837161
Loss: 0.0028180896770209074
Loss: 0.0028143487870693207
Loss: 0.002823932096362114
Loss: 0.002827462274581194
Loss: 0.0028287293389439583
Loss: 0.0028169385623186827
Loss: 0.0028026083018630743
Loss: 0.0027932145167142153
Loss: 0.0027919323183596134
Loss: 0.0027918594423681498
Loss: 0.002792969113215804
Loss: 0.002798605477437377
Loss: 0.0028003507759422064
Loss: 0.0028186989948153496
Loss: 0.0028219232335686684
Loss: 0.002849182114005089
Loss: 0.002819244982674718
Loss: 0.0028102840296924114
Loss: 0.00277342670597136
Loss: 0.002756597241386771
Loss: 0.0027585476636886597
Loss: 0.002771013882011175
Loss: 0.002794190077111125
Loss: 0.0027884042356163263
Loss: 0.0027942205779254436
Loss: 0.002761072712019086
Loss: 0.0027416676748543978
Loss: 0.0027319975197315216
Loss: 0.0027357074432075024
Loss: 0.002748936414718628
Loss: 0.00275198882445693
Loss: 0.0027632080018520355
Loss: 0.0027460360433906317
Loss: 0.0027389454189687967
Loss: 0.0027198742609471083
Loss: 0.002708462765440345
Loss: 0.002705109305679798
Loss: 0.0027072785887867212
Loss: 0.0027199233882129192
Loss: 0.0027428290341049433
Loss: 0.002795856213197112
Loss: 0.002762226387858391
Loss: 0.002745428355410695
Loss: 0.0026929997839033604
Loss: 0.0026822835206985474
Loss: 0.0027010724879801273
Loss: 0.0027136211283504963
Loss: 0.002730335108935833
Loss: 0.002699594246223569
Loss: 0.0026756497099995613
Loss: 0.0026606160681694746
Loss: 0.002660700585693121
Loss: 0.0026770750992000103
Loss: 0.002688562497496605
Loss: 0.002704005455598235
Loss: 0.0026776755694299936
Loss: 0.0026597639080137014
Loss: 0.0026381441857665777
Loss: 0.002629725495353341
Loss: 0.0026315448340028524
Loss: 0.002642331412062049
Loss: 0.002667168155312538
Loss: 0.002673331182450056
Loss: 0.002709215972572565
Loss: 0.0026604686863720417
Loss: 0.0026285683270543814
Loss: 0.002604478970170021
Loss: 0.0026092357002198696
Loss: 0.00263366405852139
Loss: 0.0026350105181336403
Loss: 0.0026465128175914288
Loss: 0.002611749339848757
Loss: 0.002589924493804574
Loss: 0.002580911386758089
Loss: 0.0025853205006569624
Loss: 0.0025983727537095547
Loss: 0.002597246551886201
Loss: 0.002599755534902215
Loss: 0.00258170859888196
Loss: 0.0025698167737573385
Loss: 0.0025585945695638657
Loss: 0.0025557526387274265
Loss: 0.0025588099379092455
Loss: 0.0025607652496546507
Loss: 0.0025672500487416983
Loss: 0.0025609272997826338
Loss: 0.002561778761446476
Loss: 0.002553106751292944
Loss: 0.002549608238041401
Loss: 0.002533808583393693
Loss: 0.0025238508824259043
Loss: 0.002517576329410076
Loss: 0.0025148848071694374
Loss: 0.002513842424377799
Loss: 0.002513277344405651
Loss: 0.0025164668913930655
Loss: 0.002517504384741187
Loss: 0.0025303710717707872
Loss: 0.0025253903586417437
Loss: 0.0025354104582220316
Loss: 0.00251343147829175
Loss: 0.0025000094901770353
Loss: 0.0024732493329793215
Loss: 0.0024583772756159306
Loss: 0.002456693910062313
Loss: 0.002461095340549946
Loss: 0.0024691391736268997
Loss: 0.0024634869769215584
Loss: 0.0024642099160701036
Loss: 0.002446364611387253
Loss: 0.002433351706713438
