[1] "input_matrix_matrix"
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/keras/initializers.py:119: calling RandomUniform.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
Loss: 0.005865359213203192
Loss: 0.005826001986861229
Loss: 0.005816331598907709
Loss: 0.005830773618072271
Loss: 0.005854748655110598
Loss: 0.005875337403267622
Loss: 0.00589147862046957
Loss: 0.005892281886190176
Loss: 0.005896079819649458
Loss: 0.005870677065104246
Loss: 0.005837864708155394
Loss: 0.00580601254478097
Loss: 0.0057851579040288925
Loss: 0.005781765561550856
Loss: 0.005788126494735479
Loss: 0.005796113051474094
Loss: 0.005808900110423565
Loss: 0.005821208469569683
Loss: 0.0058300127275288105
Loss: 0.0058425716124475
Loss: 0.005840858444571495
Loss: 0.005843798629939556
Loss: 0.005825685802847147
Loss: 0.005801598075777292
Loss: 0.005774223245680332
Loss: 0.005752096883952618
Loss: 0.005743743386119604
Loss: 0.005745421629399061
Loss: 0.0057541136629879475
Loss: 0.005763116758316755
Loss: 0.005778452847152948
Loss: 0.005788339301943779
Loss: 0.005800026934593916
Loss: 0.005795347038656473
Loss: 0.005798386875540018
Loss: 0.005787310190498829
Loss: 0.005781456828117371
Loss: 0.005762417800724506
Loss: 0.0057458700612187386
Loss: 0.00572921521961689
Loss: 0.005714375991374254
Loss: 0.005704935174435377
Loss: 0.00570101710036397
Loss: 0.005703207571059465
Loss: 0.005708908196538687
Loss: 0.0057191383093595505
Loss: 0.00573689304292202
Loss: 0.005772262345999479
Loss: 0.00580806378275156
Loss: 0.005870284046977758
Loss: 0.005903712008148432
Loss: 0.005945017095655203
Loss: 0.005829639732837677
Loss: 0.005727315321564674
Loss: 0.005678247194737196
Loss: 0.005705459043383598
Loss: 0.005762787535786629
Loss: 0.005782639142125845
Loss: 0.00577806169167161
Loss: 0.005712294019758701
Loss: 0.005670878104865551
Loss: 0.005663581192493439
Loss: 0.005687212571501732
Loss: 0.005721496418118477
Loss: 0.005726578179746866
Loss: 0.005711508449167013
Loss: 0.005675501190125942
Loss: 0.005651102401316166
Loss: 0.005644414573907852
Loss: 0.005653103347867727
Loss: 0.005668679717928171
Loss: 0.005681627430021763
Loss: 0.005692839622497559
Loss: 0.005693094339221716
Loss: 0.005690162070095539
Loss: 0.005674644839018583
Loss: 0.005667672958225012
Loss: 0.005651502870023251
Loss: 0.005637341178953648
Loss: 0.005626698490232229
Loss: 0.0056199245154857635
Loss: 0.005620382260531187
Loss: 0.00562466261908412
Loss: 0.00563068175688386
Loss: 0.0056390478275716305
Loss: 0.005658539477735758
Loss: 0.0056740823201835155
Loss: 0.005715157836675644
Loss: 0.005742102861404419
Loss: 0.005786536727100611
Loss: 0.005785560701042414
Loss: 0.0057758004404604435
Loss: 0.005691625643521547
Loss: 0.005629923660308123
Loss: 0.005601446609944105
Loss: 0.005618797615170479
Loss: 0.005658324807882309
Loss: 0.005678442306816578
Loss: 0.005681112874299288
Loss: 0.005646625068038702
Loss: 0.005614641588181257
Loss: 0.005593123380094767
Loss: 0.005590313579887152
Loss: 0.005601806566119194
Loss: 0.005615307949483395
Loss: 0.00562970619648695
Loss: 0.005630956031382084
Loss: 0.0056345295161008835
Loss: 0.005625114776194096
Loss: 0.005615642294287682
Loss: 0.005602727644145489
Loss: 0.005590253043919802
Loss: 0.0055794427171349525
Loss: 0.005573474336415529
Loss: 0.005573870148509741
Loss: 0.00557682802900672
Loss: 0.005584055557847023
Loss: 0.005590597167611122
Loss: 0.005605170037597418
Loss: 0.0056244609877467155
Loss: 0.0056677996180951595
Loss: 0.005716270767152309
Loss: 0.0057770442217588425
Loss: 0.0057775410823524
Loss: 0.005762538872659206
Loss: 0.005663659889250994
Loss: 0.005591453518718481
Loss: 0.0055646938271820545
Loss: 0.005585209000855684
Loss: 0.005622901022434235
Loss: 0.005634855013340712
Loss: 0.005622209049761295
Loss: 0.00558549864217639
Loss: 0.005561084486544132
Loss: 0.005563515704125166
Loss: 0.005582202225923538
Loss: 0.005598518066108227
Loss: 0.00559784984216094
Loss: 0.0055867573246359825
Loss: 0.0055687339045107365
Loss: 0.00555686978623271
Loss: 0.005552319809794426
Loss: 0.005555402021855116
Loss: 0.005562980193644762
Loss: 0.005572455003857613
Loss: 0.005582447629421949
Loss: 0.005586158484220505
Loss: 0.005582526791840792
Loss: 0.005574646405875683
Loss: 0.005564630962908268
Loss: 0.005554728209972382
Loss: 0.005547347944229841
Loss: 0.005543801002204418
Loss: 0.0055443174205720425
Loss: 0.005547729786485434
Loss: 0.005552817136049271
Loss: 0.005561156198382378
Loss: 0.005574315320700407
Loss: 0.0055933729745447636
Loss: 0.005615931935608387
Loss: 0.005658440291881561
Loss: 0.005682025104761124
Loss: 0.0057044364511966705
Loss: 0.0056808036752045155
Loss: 0.005639261566102505
Loss: 0.005581538192927837
Loss: 0.005543640814721584
Loss: 0.005538847763091326
Loss: 0.005561318248510361
Loss: 0.0055860066786408424
Loss: 0.005593953188508749
Loss: 0.005582525860518217
Loss: 0.005558696575462818
Loss: 0.005536933429539204
Loss: 0.005531377624720335
Loss: 0.005540906917303801
Loss: 0.005557328928261995
Loss: 0.005569600500166416
Loss: 0.0055730147287249565
Loss: 0.0055609033443033695
Loss: 0.0055454447865486145
Loss: 0.005532795563340187
Loss: 0.005524941720068455
Loss: 0.005523175001144409
Loss: 0.0055267224088311195
Loss: 0.005532517563551664
Loss: 0.0055380165576934814
Loss: 0.00554235652089119
Loss: 0.005547183565795422
Loss: 0.0055504171177744865
Loss: 0.005553973838686943
Loss: 0.0055579920299351215
Loss: 0.005560317542403936
Loss: 0.005564729683101177
Loss: 0.005565582308918238
Loss: 0.00556869525462389
Loss: 0.0055700321681797504
Loss: 0.005566239356994629
Loss: 0.005557477939873934
Loss: 0.005545323248952627
Loss: 0.0055313995108008385
Loss: 0.0055188680998981
Loss: 0.005513082258403301
Loss: 0.005514135584235191
Loss: 0.00551776634529233
Loss: 0.005522628780454397
Loss: 0.0055297305807471275
Loss: 0.005539099220186472
Loss: 0.005545858293771744
Loss: 0.005553726106882095
Loss: 0.005569172091782093
Loss: 0.005580463446676731
Loss: 0.005609771236777306
Loss: 0.005627518054097891
Loss: 0.005652625113725662
Loss: 0.005667042452841997
Loss: 0.005664875265210867
Loss: 0.005615775473415852
Loss: 0.005567298736423254
Loss: 0.005523531697690487
Loss: 0.005507675930857658
Loss: 0.005522317253053188
Loss: 0.005548249930143356
Loss: 0.005563999991863966
Loss: 0.005557069554924965
Loss: 0.0055381981655955315
Loss: 0.00551803782582283
Loss: 0.005504455417394638
Loss: 0.005504452623426914
Training model using conversion value 0.30000000000000004.
Loss: 0.2676153779029846
Loss: 0.26365455985069275
Loss: 0.25644156336784363
Loss: 0.24607312679290771
Loss: 0.23357442021369934
Loss: 0.21818402409553528
Loss: 0.1980368196964264
Loss: 0.17540422081947327
Loss: 0.14856280386447906
Loss: 0.11979109048843384
Loss: 0.08972922712564468
Loss: 0.06276524811983109
Loss: 0.04907115176320076
Loss: 0.05818963050842285
Loss: 0.06938385963439941
Loss: 0.05838232487440109
Loss: 0.04863762483000755
Loss: 0.049397192895412445
Loss: 0.05077953636646271
Loss: 0.051491446793079376
Loss: 0.05173181742429733
Loss: 0.05129798501729965
Loss: 0.050356850028038025
Loss: 0.04944205284118652
Loss: 0.04892957583069801
Loss: 0.04877640679478645
Loss: 0.04853402450680733
Loss: 0.04795227572321892
Loss: 0.04723512381315231
Loss: 0.046709831804037094
Loss: 0.0464198961853981
Loss: 0.04617341607809067
Loss: 0.04573555290699005
Loss: 0.04517915099859238
Loss: 0.04474260285496712
Loss: 0.04458528757095337
Loss: 0.04455677047371864
Loss: 0.044448696076869965
Loss: 0.04425462335348129
Loss: 0.044099610298871994
Loss: 0.04405811056494713
Loss: 0.04405459389090538
Loss: 0.04396558552980423
Loss: 0.0437963493168354
Loss: 0.04364478215575218
Loss: 0.043549638241529465
Loss: 0.04346125200390816
Loss: 0.04332950338721275
Loss: 0.043193746358156204
Loss: 0.04311465471982956
Loss: 0.043076563626527786
Loss: 0.04302431643009186
Loss: 0.04294409230351448
Loss: 0.04285424202680588
Loss: 0.04277806729078293
Loss: 0.04270568862557411
Loss: 0.042624980211257935
Loss: 0.04253198206424713
Loss: 0.0424535758793354
Loss: 0.04239498823881149
Loss: 0.04233737662434578
Loss: 0.04227190837264061
Loss: 0.04220954328775406
Loss: 0.0421583354473114
Loss: 0.04211009293794632
Loss: 0.04206047207117081
Loss: 0.04201450198888779
Loss: 0.04197832569479942
Loss: 0.041946835815906525
Loss: 0.04191575571894646
Loss: 0.041887372732162476
Loss: 0.041864290833473206
Loss: 0.04184339568018913
Loss: 0.04182019084692001
Loss: 0.04179537668824196
Loss: 0.04177270084619522
Loss: 0.0417524017393589
Loss: 0.04173018038272858
Loss: 0.04170738905668259
Loss: 0.0416872613132
Loss: 0.04166662320494652
Loss: 0.04164491966366768
Loss: 0.04162212461233139
Loss: 0.041598450392484665
Loss: 0.041573259979486465
Loss: 0.041545040905475616
Loss: 0.04151580482721329
Loss: 0.04148659482598305
Loss: 0.04145541414618492
Loss: 0.041421812027692795
Loss: 0.0413857065141201
Loss: 0.041347842663526535
Loss: 0.04130292311310768
Loss: 0.04125029966235161
Loss: 0.041187312453985214
Loss: 0.041108716279268265
Loss: 0.04102381691336632
Loss: 0.040923409163951874
Loss: 0.040792956948280334
Loss: 0.04062952846288681
Loss: 0.040421925485134125
Loss: 0.04018370062112808
Loss: 0.039899520576000214
Loss: 0.0396207794547081
Loss: 0.03925466164946556
Loss: 0.03880356252193451
Loss: 0.0382072776556015
Loss: 0.037457264959812164
Loss: 0.0365440808236599
Loss: 0.035418905317783356
Loss: 0.03407542407512665
Loss: 0.03249821066856384
Loss: 0.030648138374090195
Loss: 0.02862521819770336
Loss: 0.026582036167383194
Loss: 0.02484970912337303
Loss: 0.023809701204299927
Loss: 0.023759931325912476
Loss: 0.02443966269493103
Loss: 0.02496477961540222
Loss: 0.024742145091295242
Loss: 0.023937609046697617
Loss: 0.023237787187099457
Loss: 0.023003321141004562
Loss: 0.022959841415286064
Loss: 0.022841457277536392
Loss: 0.022616341710090637
Loss: 0.022382624447345734
Loss: 0.0221620574593544
Loss: 0.021957963705062866
Loss: 0.021720604971051216
Loss: 0.021437380462884903
Loss: 0.021260123699903488
Loss: 0.021099044010043144
Loss: 0.02082788571715355
Loss: 0.020439978688955307
Loss: 0.020051486790180206
Loss: 0.019701646640896797
Loss: 0.01934828795492649
Loss: 0.019022181630134583
Loss: 0.01867097243666649
Loss: 0.018311308696866035
Loss: 0.01789693348109722
Loss: 0.017611008137464523
Loss: 0.017422128468751907
Loss: 0.01737053692340851
Loss: 0.017338547855615616
Loss: 0.01726379245519638
Loss: 0.01719246618449688
Loss: 0.017057428136467934
Loss: 0.016937250271439552
Loss: 0.0167695265263319
Loss: 0.01660747639834881
Loss: 0.016400177031755447
Loss: 0.016183244064450264
Loss: 0.015917453914880753
Loss: 0.015659337863326073
Loss: 0.015387017279863358
Loss: 0.015127018094062805
Loss: 0.014844699762761593
Loss: 0.014555755071341991
Loss: 0.014261556789278984
Loss: 0.013978969305753708
Loss: 0.013702276162803173
Loss: 0.013448922894895077
Loss: 0.013213243335485458
Loss: 0.013002593070268631
Loss: 0.012820521369576454
Loss: 0.012673471122980118
Loss: 0.01255660317838192
Loss: 0.012463534250855446
Loss: 0.012391302734613419
Loss: 0.012329848483204842
Loss: 0.01227570977061987
Loss: 0.012223477475345135
Loss: 0.012172792106866837
Loss: 0.01212697196751833
Loss: 0.01208142377436161
Loss: 0.012034237384796143
Loss: 0.011992675252258778
Loss: 0.011959805153310299
Loss: 0.011935984715819359
Loss: 0.011914989911019802
Loss: 0.01189154852181673
Loss: 0.011863753199577332
Loss: 0.011834019795060158
Loss: 0.011802522465586662
Loss: 0.01177235972136259
Loss: 0.011744032613933086
Loss: 0.011715487577021122
Loss: 0.011686287820339203
Loss: 0.01165731344372034
Loss: 0.011630307883024216
Loss: 0.011602984741330147
Loss: 0.011574679985642433
Loss: 0.011544759385287762
Loss: 0.011515671387314796
Loss: 0.01148665975779295
Loss: 0.011460360139608383
Loss: 0.011433585546910763
Loss: 0.011407140642404556
Loss: 0.011382320895791054
Loss: 0.01135843526571989
Loss: 0.011333820410072803
Loss: 0.011310105212032795
Loss: 0.01128553505986929
Loss: 0.011260394006967545
Loss: 0.011235637590289116
Loss: 0.011212279088795185
Loss: 0.011189284734427929
Loss: 0.01116612832993269
Loss: 0.011143035255372524
Loss: 0.011119462549686432
Loss: 0.011096842586994171
Loss: 0.011074447073042393
Loss: 0.011050786823034286
Loss: 0.011027439497411251
Loss: 0.01100456714630127
Loss: 0.010981169529259205
Loss: 0.010957961902022362
Loss: 0.010933331213891506
Loss: 0.010909069329500198
Loss: 0.010885660536587238
Loss: 0.010863597504794598
Loss: 0.01084121037274599
Loss: 0.010818065144121647
Loss: 0.01079404167830944
Loss: 0.010770129039883614
Loss: 0.010746028274297714
Loss: 0.01072144228965044
Loss: 0.010698211379349232
Loss: 0.01067505031824112
Loss: 0.010650779120624065
Loss: 0.010626901872456074
Loss: 0.010605326853692532
Loss: 0.010584156028926373
Loss: 0.01056248601526022
Loss: 0.010539008304476738
Loss: 0.010516166687011719
Loss: 0.010493465699255466
Loss: 0.010471764020621777
Loss: 0.010451046749949455
Loss: 0.010430609807372093
Loss: 0.01041056402027607
Loss: 0.010391349904239178
Loss: 0.010373611003160477
Loss: 0.01036063302308321
Loss: 0.010364308953285217
Loss: 0.010402442887425423
Loss: 0.010431207716464996
Loss: 0.010382132604718208
Loss: 0.010296591557562351
Loss: 0.010263186879456043
Loss: 0.010287522338330746
Loss: 0.010290463455021381
Loss: 0.010241899639368057
Loss: 0.010202830657362938
Loss: 0.010206533595919609
Loss: 0.010206842795014381
Loss: 0.010179644450545311
Loss: 0.010148495435714722
Loss: 0.010144556872546673
Loss: 0.01014286931604147
Loss: 0.01012394018471241
Loss: 0.010101297870278358
Loss: 0.010091765783727169
Loss: 0.010091531090438366
Loss: 0.010093706659972668
Loss: 0.010073291137814522
Loss: 0.010050592012703419
Loss: 0.010036823339760303
Loss: 0.0100303515791893
Loss: 0.010026112198829651
Loss: 0.010012829676270485
Loss: 0.010001538321375847
Loss: 0.009989311918616295
Loss: 0.009979616850614548
Loss: 0.009970731101930141
Loss: 0.009962376207113266
Loss: 0.0099526047706604
Loss: 0.009944853372871876
Loss: 0.009939603507518768
Loss: 0.009937911294400692
Loss: 0.00993957556784153
Loss: 0.009938003495335579
Loss: 0.009929181076586246
Loss: 0.0099093709141016
Loss: 0.00988753791898489
Loss: 0.009871596470475197
Loss: 0.009865755215287209
Loss: 0.00986509956419468
Loss: 0.009858102537691593
Loss: 0.009847822599112988
Loss: 0.009838484227657318
Loss: 0.009829501621425152
Loss: 0.009819022379815578
Loss: 0.009808645583689213
Loss: 0.009798659011721611
Loss: 0.009789693169295788
Loss: 0.00978134572505951
Loss: 0.00977359153330326
Loss: 0.009766118600964546
Loss: 0.0097589660435915
Loss: 0.009751987643539906
Loss: 0.009748188778758049
Loss: 0.009755363687872887
Loss: 0.009780017659068108
Loss: 0.009816229343414307
Loss: 0.009848926216363907
Loss: 0.009818723425269127
Loss: 0.009772197343409061
Loss: 0.009712150320410728
Loss: 0.009698684327304363
Loss: 0.009721720591187477
Loss: 0.009744462557137012
Loss: 0.009744961746037006
Loss: 0.00970080029219389
Loss: 0.009666725993156433
Loss: 0.009663626551628113
Loss: 0.00967983528971672
Loss: 0.009688181802630424
Loss: 0.009670589119195938
Loss: 0.009644527919590473
Loss: 0.009624437429010868
Loss: 0.009623730555176735
Loss: 0.00963086262345314
Loss: 0.009631019085645676
Loss: 0.00963155459612608
Loss: 0.009626902639865875
Loss: 0.009619764052331448
Loss: 0.009608365595340729
Loss: 0.009593353606760502
Loss: 0.009570457972586155
Loss: 0.009555008262395859
Loss: 0.009545606561005116
Loss: 0.009540503844618797
Loss: 0.009543688967823982
Loss: 0.009564834646880627
Loss: 0.009621976874768734
Loss: 0.009688911028206348
Loss: 0.009774936363101006
Loss: 0.009727701544761658
Loss: 0.00962587259709835
Loss: 0.009504605084657669
Loss: 0.009514439851045609
Loss: 0.009610617533326149
Loss: 0.00962917972356081
Loss: 0.009573153220117092
Loss: 0.009474500082433224
Loss: 0.009464154951274395
Loss: 0.009519355371594429
Loss: 0.009551879949867725
Loss: 0.00953192263841629
Loss: 0.009462529793381691
Loss: 0.009422346018254757
Loss: 0.009427850134670734
Loss: 0.009450998157262802
Loss: 0.009470812045037746
Loss: 0.00945434719324112
Loss: 0.009421189315617085
Loss: 0.00938971247524023
Loss: 0.009374700486660004
Loss: 0.009378060698509216
Loss: 0.009390278719365597
Loss: 0.009399368427693844
Loss: 0.009400800801813602
Loss: 0.009399469941854477
Loss: 0.009388946928083897
Loss: 0.009372944012284279
Loss: 0.009349524974822998
Loss: 0.009329034015536308
Loss: 0.009307636879384518
Loss: 0.009293515235185623
Loss: 0.009284221567213535
Loss: 0.009280546568334103
Loss: 0.0092840027064085
Loss: 0.009303643368184566
Loss: 0.009357740171253681
Loss: 0.009447719901800156
Loss: 0.009580641984939575
Loss: 0.009546100161969662
Loss: 0.00942126102745533
Loss: 0.009257970377802849
Loss: 0.00920800305902958
Loss: 0.009263142012059689
Loss: 0.009363925084471703
Loss: 0.009428225457668304
Loss: 0.009347284212708473
Loss: 0.009222702123224735
Loss: 0.009160214103758335
Loss: 0.009175571613013744
Loss: 0.009217529557645321
Loss: 0.009239139966666698
Loss: 0.009227415546774864
Loss: 0.00918241124600172
Loss: 0.009126406162977219
Loss: 0.009099575690925121
Loss: 0.00909703504294157
Loss: 0.00911747943609953
Loss: 0.009165428578853607
Loss: 0.009223740547895432
Loss: 0.009212958626449108
Loss: 0.009161758236587048
Loss: 0.009091106243431568
Loss: 0.00904729962348938
Loss: 0.009032000787556171
Loss: 0.009035793133080006
Loss: 0.009059104137122631
Loss: 0.00909377634525299
Loss: 0.009149903431534767
Loss: 0.00912987720221281
Loss: 0.009082099422812462
Loss: 0.009008041583001614
Loss: 0.00897702295333147
Loss: 0.008973835967481136
Loss: 0.008985736407339573
Loss: 0.00900680385529995
Loss: 0.00900988932698965
Loss: 0.009002774022519588
Loss: 0.008962073363363743
Loss: 0.008930499665439129
Loss: 0.00891226064413786
Loss: 0.008908248506486416
Loss: 0.008911744691431522
Loss: 0.00892559066414833
Loss: 0.008931973949074745
Loss: 0.008924746885895729
Loss: 0.008898187428712845
Loss: 0.008871210739016533
Loss: 0.00884860660880804
Loss: 0.008838167414069176
Loss: 0.00883772037923336
Loss: 0.008844764903187752
Loss: 0.008855615742504597
Loss: 0.008871329948306084
Loss: 0.008865028619766235
Loss: 0.008853868581354618
Loss: 0.008813952095806599
Loss: 0.008785082027316093
Loss: 0.00876324251294136
Loss: 0.00875623244792223
Loss: 0.008759805001318455
Loss: 0.008759889751672745
Loss: 0.008761347271502018
Loss: 0.008756430819630623
Loss: 0.008750936016440392
Loss: 0.008735251612961292
Loss: 0.008711117319762707
Loss: 0.008686159737408161
Loss: 0.008670984767377377
Loss: 0.008664841763675213
Loss: 0.008662528358399868
Loss: 0.008666950277984142
Loss: 0.008692784234881401
Loss: 0.008755840361118317
Loss: 0.008822465315461159
Loss: 0.0088194003328681
Loss: 0.008723285980522633
Loss: 0.008619117550551891
Loss: 0.008584381081163883
Loss: 0.008616380393505096
Loss: 0.008651135489344597
Loss: 0.008632602170109749
Loss: 0.008581572212278843
Loss: 0.008535049855709076
Loss: 0.00852917693555355
Loss: 0.008554943837225437
Loss: 0.008573255501687527
Loss: 0.00858226791024208
Loss: 0.008551315404474735
Loss: 0.008511167950928211
Loss: 0.008472409099340439
Loss: 0.008456128649413586
Loss: 0.008455904200673103
Loss: 0.008458158001303673
Loss: 0.008469389751553535
Loss: 0.008466438390314579
Loss: 0.008453568443655968
Loss: 0.008432922884821892
Loss: 0.008412831462919712
Loss: 0.008385945111513138
Loss: 0.008374136872589588
Loss: 0.008372710086405277
Loss: 0.008368934504687786
Loss: 0.00837195385247469
Loss: 0.008375019766390324
Loss: 0.008374213241040707
Loss: 0.00836439710110426
Loss: 0.008364169858396053
Loss: 0.008344056084752083
Loss: 0.008333664387464523
Loss: 0.008311407640576363
Loss: 0.008286871947348118
Loss: 0.008263012394309044
Loss: 0.00825236365199089
Loss: 0.00825192779302597
Loss: 0.00825610663741827
Loss: 0.008274910040199757
Loss: 0.008293447084724903
Loss: 0.008326246403157711
Loss: 0.00829467736184597
Loss: 0.00826300960034132
Loss: 0.008211643435060978
Loss: 0.008172033354640007
Loss: 0.008154118433594704
Loss: 0.00815203320235014
Loss: 0.00815668236464262
Loss: 0.008163590915501118
Loss: 0.00818172749131918
Loss: 0.008179113268852234
Loss: 0.008159265853464603
Loss: 0.008118510246276855
Loss: 0.008084270171821117
Loss: 0.008060285821557045
Loss: 0.008050081320106983
Loss: 0.008054240606725216
Loss: 0.008059120737016201
Loss: 0.008067716844379902
Loss: 0.008067808113992214
Loss: 0.00806540809571743
Loss: 0.008037475869059563
Loss: 0.008007927797734737
Loss: 0.007965768687427044
Loss: 0.007942447438836098
Loss: 0.00793159194290638
Loss: 0.007929651066660881
Loss: 0.007941341027617455
Loss: 0.007949539460241795
Loss: 0.007964183576405048
Loss: 0.007937602698802948
Loss: 0.007909392938017845
Loss: 0.007864437066018581
Loss: 0.007836258970201015
Loss: 0.00782028492540121
Loss: 0.007809377275407314
Loss: 0.007802009116858244
Loss: 0.007795917801558971
Loss: 0.0077979532070457935
Loss: 0.0077978274784982204
Loss: 0.007797788828611374
Loss: 0.007802214939147234
Loss: 0.0077950130216777325
Loss: 0.007773288991302252
Loss: 0.007737073581665754
Loss: 0.007703693117946386
Loss: 0.007690808270126581
Loss: 0.007670797407627106
Loss: 0.007652339991182089
Loss: 0.0076284888200461864
Loss: 0.0076154363341629505
Loss: 0.007624982390552759
Loss: 0.007619758602231741
Loss: 0.007615253329277039
Loss: 0.007575272582471371
Loss: 0.0075471894815564156
Loss: 0.0075279404409229755
Loss: 0.00751672126352787
Loss: 0.007507244125008583
Loss: 0.007487762253731489
Loss: 0.007469335105270147
Loss: 0.007448854390531778
Loss: 0.007439166307449341
Loss: 0.007439172361046076
Training model using conversion value 0.4.
Loss: 0.2678758203983307
Loss: 0.261447012424469
Loss: 0.2554799020290375
Loss: 0.2466316670179367
Loss: 0.23440922796726227
Loss: 0.2215874195098877
Loss: 0.20659157633781433
Loss: 0.1875196397304535
Loss: 0.1647050380706787
Loss: 0.13798731565475464
Loss: 0.10795159637928009
Loss: 0.07745537906885147
Loss: 0.055028337985277176
Loss: 0.05214621126651764
Loss: 0.06551714986562729
Loss: 0.06250227987766266
Loss: 0.05152525752782822
Loss: 0.050595544278621674
Loss: 0.05144485458731651
Loss: 0.05190659314393997
Loss: 0.052154961973428726
Loss: 0.051827870309352875
Loss: 0.05096730589866638
Loss: 0.050033312290906906
Loss: 0.04947814345359802
Loss: 0.04930401220917702
Loss: 0.04908957704901695
Loss: 0.04850151017308235
Loss: 0.04769711196422577
Loss: 0.04706137627363205
Loss: 0.046718496829271317
Loss: 0.04649650678038597
Loss: 0.046163879334926605
Loss: 0.04570869728922844
Loss: 0.04530870541930199
Loss: 0.0451158732175827
Loss: 0.04506061598658562
Loss: 0.04495944827795029
Loss: 0.044745899736881256
Loss: 0.04453394189476967
Loss: 0.04443056136369705
Loss: 0.04439419507980347
Loss: 0.04431135952472687
Loss: 0.04415461793541908
Loss: 0.04399804398417473
Loss: 0.04393208026885986
Loss: 0.04387466236948967
Loss: 0.04376029223203659
Loss: 0.04360169544816017
Loss: 0.04347846284508705
Loss: 0.0433780662715435
Loss: 0.0432560071349144
Loss: 0.043111007660627365
Loss: 0.042985811829566956
Loss: 0.04290555790066719
Loss: 0.042818255722522736
Loss: 0.04270146042108536
Loss: 0.04259321466088295
Loss: 0.04250725731253624
Loss: 0.04242831841111183
Loss: 0.04234035685658455
Loss: 0.04225723072886467
Loss: 0.04219420999288559
Loss: 0.042138226330280304
Loss: 0.04207867756485939
Loss: 0.04202568531036377
Loss: 0.041987016797065735
Loss: 0.041951827704906464
Loss: 0.041911423206329346
Loss: 0.041875578463077545
Loss: 0.0418497659265995
Loss: 0.041826050728559494
Loss: 0.0418006107211113
Loss: 0.04178033769130707
Loss: 0.04176361858844757
Loss: 0.04174468293786049
Loss: 0.04172712191939354
Loss: 0.04171088710427284
Loss: 0.04169357195496559
Loss: 0.04167881980538368
Loss: 0.04166607931256294
Loss: 0.0416523739695549
Loss: 0.04164022579789162
Loss: 0.04162798449397087
Loss: 0.04161541908979416
Loss: 0.041605181992053986
Loss: 0.04159211367368698
Loss: 0.041580334305763245
Loss: 0.04156935587525368
Loss: 0.041557326912879944
Loss: 0.041544359177351
Loss: 0.04153001680970192
Loss: 0.04151507467031479
Loss: 0.04149923101067543
Loss: 0.04148129001259804
Loss: 0.041461873799562454
Loss: 0.04144125431776047
Loss: 0.041418980807065964
Loss: 0.04139699786901474
Loss: 0.041372150182724
Loss: 0.041344694793224335
Loss: 0.04131441190838814
Loss: 0.041281942278146744
Loss: 0.04124750941991806
Loss: 0.04120953381061554
Loss: 0.0411687009036541
Loss: 0.041127149015665054
Loss: 0.04108327999711037
Loss: 0.041033267974853516
Loss: 0.04097835347056389
Loss: 0.04091513529419899
Loss: 0.04083662107586861
Loss: 0.040741775184869766
Loss: 0.04062649980187416
Loss: 0.04048949480056763
Loss: 0.04032374918460846
Loss: 0.040119048207998276
Loss: 0.03986223414540291
Loss: 0.03953486680984497
Loss: 0.03912902995944023
Loss: 0.038594815880060196
Loss: 0.03790200501680374
Loss: 0.03701641410589218
Loss: 0.035825710743665695
Loss: 0.03425087779760361
Loss: 0.03218136727809906
Loss: 0.029824132099747658
Loss: 0.02725045010447502
Loss: 0.024689573794603348
Loss: 0.02233128808438778
Loss: 0.020810693502426147
Loss: 0.020688284188508987
Loss: 0.02141469530761242
Loss: 0.02137506566941738
Loss: 0.02018253691494465
Loss: 0.01902296207845211
Loss: 0.01862325519323349
Loss: 0.01894407346844673
Loss: 0.018922535702586174
Loss: 0.018556933850049973
Loss: 0.018099434673786163
Loss: 0.01768994890153408
Loss: 0.017561109736561775
Loss: 0.017497548833489418
Loss: 0.01737057790160179
Loss: 0.017218444496393204
Loss: 0.017075637355446815
Loss: 0.01704198122024536
Loss: 0.01706874556839466
Loss: 0.01700829528272152
Loss: 0.016909228637814522
Loss: 0.016840068623423576
Loss: 0.016781862825155258
Loss: 0.01677708700299263
Loss: 0.016793357208371162
Loss: 0.016760680824518204
Loss: 0.01673092693090439
Loss: 0.01671292446553707
Loss: 0.016688186675310135
Loss: 0.01667706109583378
Loss: 0.01665600761771202
Loss: 0.0166165754199028
Loss: 0.016607161611318588
Loss: 0.016600145027041435
Loss: 0.016584014520049095
Loss: 0.01657193899154663
Loss: 0.016541464254260063
Loss: 0.016514908522367477
Loss: 0.01649872027337551
Loss: 0.016484303399920464
Loss: 0.01647082343697548
Loss: 0.016452731564641
Loss: 0.016440480947494507
Loss: 0.01643292047083378
Loss: 0.016421156004071236
Loss: 0.01640903763473034
Loss: 0.016392625868320465
Loss: 0.016379060223698616
Loss: 0.016371555626392365
Loss: 0.016359584406018257
Loss: 0.016344010829925537
