[1] "input_matrix_matrix"
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/keras/initializers.py:119: calling RandomUniform.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
Loss: 0.0016176766948774457
Loss: 0.0016153703909367323
Loss: 0.0016161527018994093
Loss: 0.0016151739982888103
Loss: 0.0016144078690558672
Loss: 0.001615695538930595
Loss: 0.0016152841271832585
Loss: 0.0016161859966814518
Loss: 0.0016163901891559362
Loss: 0.0016152412863448262
Loss: 0.0016158169601112604
Loss: 0.0016161671373993158
Loss: 0.0016179380472749472
Loss: 0.0016224738210439682
Loss: 0.0016261190176010132
Loss: 0.001631831401027739
Loss: 0.0016383309848606586
Loss: 0.0016426893416792154
Loss: 0.001642447430640459
Loss: 0.0016387703362852335
Loss: 0.0016275935340672731
Loss: 0.0016196018550544977
Loss: 0.0016172640025615692
Loss: 0.001621405128389597
Loss: 0.001628094702027738
Loss: 0.0016338921850547194
Loss: 0.0016378542641177773
Loss: 0.0016367037314921618
Loss: 0.00163269171025604
Loss: 0.0016226748703047633
Loss: 0.0016168972942978144
Loss: 0.0016198299126699567
Loss: 0.0016274957451969385
Loss: 0.0016354209510609508
Loss: 0.0016383219044655561
Loss: 0.0016332968370988965
Loss: 0.0016255072550848126
Loss: 0.001619210815988481
Loss: 0.0016178212827071548
Loss: 0.0016204238636419177
Loss: 0.0016271764179691672
Loss: 0.0016272341599687934
Loss: 0.001624452881515026
Loss: 0.0016183246625587344
Loss: 0.0016136810882017016
Loss: 0.0016156149795278907
Loss: 0.0016190565656870604
Loss: 0.0016213374910876155
Loss: 0.0016195271164178848
Loss: 0.0016179324593394995
Loss: 0.0016136469785124063
Loss: 0.0016123125096783042
Loss: 0.0016134977340698242
Loss: 0.0016154480399563909
Loss: 0.0016179661033675075
Loss: 0.0016181119717657566
Loss: 0.0016171890310943127
Loss: 0.0016162090469151735
Loss: 0.0016151540912687778
Loss: 0.001615006010979414
Loss: 0.001618176931515336
Loss: 0.0016218284144997597
Loss: 0.0016284242738038301
Loss: 0.0016337160486727953
Loss: 0.0016380761517211795
Loss: 0.0016340892761945724
Loss: 0.0016288526821881533
Loss: 0.0016212346963584423
Loss: 0.0016176567878574133
Loss: 0.001618694281205535
Loss: 0.0016268434701487422
Loss: 0.0016260948032140732
Loss: 0.0016256722155958414
Loss: 0.0016244094585999846
Loss: 0.001626393641345203
Loss: 0.0016338855493813753
Loss: 0.0016414516139775515
Loss: 0.0016448379028588533
Loss: 0.0016340294387191534
Loss: 0.0016244091093540192
Loss: 0.001614104607142508
Loss: 0.0016217944212257862
Loss: 0.001635397900827229
Loss: 0.0016410432290285826
Loss: 0.0016345573822036386
Loss: 0.0016303431475535035
Loss: 0.0016337154665961862
Loss: 0.0016408439259976149
Loss: 0.001637330511584878
Loss: 0.0016452380223199725
Loss: 0.0016290092607960105
Loss: 0.0016309000784531236
Loss: 0.0016458388417959213
Loss: 0.0016401674365624785
Loss: 0.001628980739042163
Loss: 0.0016220200341194868
Loss: 0.0016192062757909298
Loss: 0.0016227798769250512
Loss: 0.0016174516640603542
Loss: 0.0016157501377165318
Loss: 0.0016226954758167267
Loss: 0.0016249311156570911
Loss: 0.001623943098820746
Loss: 0.001620192197151482
Loss: 0.0016122267115861177
Loss: 0.0016118427738547325
Loss: 0.0016152460593730211
Loss: 0.0016163281397894025
Loss: 0.0016179033555090427
Loss: 0.001616368885152042
Loss: 0.0016126212431117892
Loss: 0.001616467721760273
Loss: 0.0016175280325114727
Loss: 0.0016191446920856833
Loss: 0.0016245793085545301
Loss: 0.0016232681227847934
Loss: 0.0016201050020754337
Loss: 0.0016180878737941384
Loss: 0.0016155567718669772
Loss: 0.001617397298105061
Loss: 0.00162072095554322
Loss: 0.0016171213937923312
Loss: 0.001612886437214911
Loss: 0.0016107320552691817
Loss: 0.0016083500813692808
Loss: 0.0016095440369099379
Loss: 0.0016125140246003866
Loss: 0.0016133756143972278
Loss: 0.0016150427982211113
Loss: 0.0016128092538565397
Loss: 0.0016095362370833755
Loss: 0.0016085495008155704
Loss: 0.0016099316999316216
Loss: 0.0016119476640596986
Loss: 0.0016136544290930033
Loss: 0.0016149715520441532
Loss: 0.0016148150898516178
Loss: 0.0016162674874067307
Loss: 0.0016233075875788927
Loss: 0.0016333021922037005
Loss: 0.001654480118304491
Loss: 0.0016713023651391268
Loss: 0.0016812030225992203
Loss: 0.001651180675253272
Loss: 0.0016190551687031984
Loss: 0.0016124645480886102
Loss: 0.0016364076873287559
Loss: 0.0016765894833952188
Loss: 0.001682465081103146
Loss: 0.0016656630905345082
Loss: 0.0016219955869019032
Loss: 0.0016226922161877155
Loss: 0.001655006199143827
Loss: 0.0016562105156481266
Loss: 0.0016342387534677982
Loss: 0.0016142106615006924
Loss: 0.0016329308273270726
Loss: 0.0016511010471731424
Loss: 0.0016474858857691288
Loss: 0.0016236737137660384
Loss: 0.0016191231552511454
Loss: 0.0016338081331923604
Loss: 0.0016431754920631647
Loss: 0.0016216612420976162
Loss: 0.0016104853712022305
Loss: 0.0016224513528868556
Loss: 0.0016298379050567746
Loss: 0.0016225608997046947
Loss: 0.0016098706983029842
Loss: 0.0016111837467178702
Loss: 0.001619783346541226
Loss: 0.0016212787013500929
Loss: 0.0016152749303728342
Loss: 0.0016083659138530493
Loss: 0.0016091621946543455
Loss: 0.0016136812046170235
Loss: 0.001614013104699552
Loss: 0.0016090675489977002
Loss: 0.0016066581010818481
Loss: 0.0016090667340904474
Loss: 0.0016115596517920494
Loss: 0.001610965933650732
Loss: 0.0016075896564871073
Loss: 0.0016060734633356333
Loss: 0.0016067494871094823
Loss: 0.0016085430979728699
Loss: 0.001610001316294074
Loss: 0.001608906895853579
Loss: 0.0016066490206867456
Loss: 0.0016055091982707381
Loss: 0.0016058393521234393
Loss: 0.0016066868556663394
Loss: 0.0016074561281129718
Loss: 0.0016072398284450173
Loss: 0.0016060738125815988
Loss: 0.0016053233994171023
Loss: 0.0016050463309511542
Loss: 0.001605218043550849
Loss: 0.0016064554220065475
Loss: 0.0016075832536444068
Loss: 0.0016106570838019252
Loss: 0.0016130178701132536
Loss: 0.0016182541148737073
Loss: 0.001618630951270461
Loss: 0.0016173766925930977
Loss: 0.001616537687368691
Loss: 0.0016182375838980079
Loss: 0.0016186782158911228
Loss: 0.0016170991584658623
Loss: 0.0016126739792525768
Loss: 0.0016088205156847835
Loss: 0.0016103049274533987
Loss: 0.0016145732952281833
Loss: 0.0016214549541473389
Loss: 0.0016278233379125595
Loss: 0.0016313960077241063
Loss: 0.0016281167045235634
Loss: 0.0016213995404541492
Loss: 0.0016105532413348556
Loss: 0.0016047048848122358
Loss: 0.0016082969959825277
Loss: 0.001615959801711142
Loss: 0.0016214183997362852
Loss: 0.001621339237317443
Loss: 0.0016175903147086501
Loss: 0.0016131313750520349
Loss: 0.0016105296090245247
Loss: 0.0016107993433251977
Loss: 0.001614656182937324
Loss: 0.0016186089487746358
Loss: 0.001619232352823019
Loss: 0.0016166453715413809
Loss: 0.0016116183251142502
Loss: 0.0016091690631583333
Loss: 0.001609652885235846
Loss: 0.0016168064903467894
Loss: 0.0016258624382317066
Loss: 0.0016509293345734477
Loss: 0.0016354857943952084
Loss: 0.001617050264030695
Loss: 0.0016127150738611817
Loss: 0.0016189367743209004
Loss: 0.0016292246291413903
Loss: 0.0016229893080890179
Loss: 0.0016069081611931324
Loss: 0.0016127224080264568
Loss: 0.0016213258495554328
Loss: 0.0016178200021386147
Loss: 0.00161834922619164
Loss: 0.001617111382074654
Loss: 0.001606166479177773
Loss: 0.0016071380814537406
Loss: 0.0016092678997665644
Loss: 0.0016063170041888952
Loss: 0.001611062791198492
Loss: 0.0016090023564174771
Loss: 0.001603703130967915
Loss: 0.0016065456438809633
Loss: 0.0016055199084803462
Loss: 0.001604305929504335
Loss: 0.0016088186530396342
Loss: 0.001610092236660421
Loss: 0.0016110121505334973
Loss: 0.0016168276779353619
Loss: 0.0016239973483607173
Loss: 0.0016356580890715122
Loss: 0.0016523776575922966
Loss: 0.0016785921761766076
Loss: 0.0016726620960980654
Loss: 0.0016568016726523638
Loss: 0.0016196650685742497
Loss: 0.001616425346583128
Loss: 0.0016497907927259803
Loss: 0.0016716126119717956
Loss: 0.0016585630364716053
Loss: 0.0016202951082959771
Loss: 0.001609065686352551
Loss: 0.0016262705903500319
Loss: 0.0016400663880631328
Loss: 0.0016285100718960166
Loss: 0.001607020734809339
Loss: 0.0016057323664426804
Loss: 0.0016194719355553389
Loss: 0.0016242393758147955
Loss: 0.001617753179743886
Loss: 0.0016103371744975448
Loss: 0.00161017756909132
Loss: 0.00161497772205621
Loss: 0.001616433379240334
Loss: 0.0016096552135422826
Loss: 0.0016038381727412343
Loss: 0.0016044967342168093
Loss: 0.0016092996811494231
Loss: 0.0016130898147821426
Loss: 0.0016134174074977636
Loss: 0.001608469639904797
Loss: 0.0016037265304476023
Loss: 0.0016029367689043283
Loss: 0.001604988006874919
Loss: 0.0016072115395218134
Loss: 0.0016067798715084791
Loss: 0.0016037413151934743
Loss: 0.001601643511094153
Loss: 0.0016016396693885326
Training model using conversion value 0.2.
Loss: 0.07209762930870056
Loss: 0.0684158205986023
Loss: 0.06445247679948807
Loss: 0.05860750004649162
Loss: 0.050762761384248734
Loss: 0.04199044033885002
Loss: 0.03176823630928993
Loss: 0.021748768165707588
Loss: 0.014977429062128067
Loss: 0.015896089375019073
Loss: 0.020561739802360535
Loss: 0.01820475608110428
Loss: 0.014693747274577618
Loss: 0.013842436484992504
Loss: 0.01436843816190958
Loss: 0.014974169433116913
Loss: 0.014978420920670033
Loss: 0.014339941553771496
Loss: 0.013394290581345558
Loss: 0.012618893757462502
Loss: 0.012424350716173649
Loss: 0.01267441175878048
Loss: 0.012758946977555752
Loss: 0.012394792400300503
Loss: 0.011974665336310863
Loss: 0.011870348826050758
Loss: 0.01197983417659998
Loss: 0.012012324295938015
Loss: 0.011885838583111763
Loss: 0.011760406196117401
Loss: 0.011771846562623978
Loss: 0.011834286153316498
Loss: 0.011788826435804367
Loss: 0.011655585840344429
Loss: 0.011571147479116917
Loss: 0.011577125638723373
Loss: 0.011532582342624664
Loss: 0.011403733864426613
Loss: 0.011343009769916534
Loss: 0.011344857513904572
Loss: 0.011280599981546402
Loss: 0.01117047667503357
Loss: 0.011110366322100163
Loss: 0.011047887615859509
Loss: 0.010919526219367981
Loss: 0.010791013017296791
Loss: 0.01068034302443266
Loss: 0.010519029572606087
Loss: 0.010304026305675507
Loss: 0.010076920501887798
Loss: 0.009813522920012474
Loss: 0.009476076811552048
Loss: 0.009095396846532822
Loss: 0.008665128611028194
Loss: 0.008186610415577888
Loss: 0.007691082078963518
Loss: 0.007232470437884331
Loss: 0.006891653407365084
Loss: 0.006777075119316578
Loss: 0.00688388803973794
Loss: 0.007075475994497538
Loss: 0.007153931073844433
Loss: 0.007026087958365679
Loss: 0.006792805157601833
Loss: 0.006603069603443146
Loss: 0.00655023381114006
Loss: 0.006576323416084051
Loss: 0.006599637679755688
Loss: 0.006571628153324127
Loss: 0.006490887608379126
Loss: 0.006365653593093157
Loss: 0.006237402558326721
Loss: 0.00617882190272212
Loss: 0.006127362605184317
Loss: 0.006050662137567997
Loss: 0.005946384742856026
Loss: 0.0058376966044306755
Loss: 0.0057245343923568726
Loss: 0.005629607941955328
Loss: 0.0055472953245043755
Loss: 0.005459662526845932
Loss: 0.005360517185181379
Loss: 0.005255505442619324
Loss: 0.005154440179467201
Loss: 0.0050639198161661625
Loss: 0.004994966555386782
Loss: 0.004945820197463036
Loss: 0.004907340742647648
Loss: 0.004870224744081497
Loss: 0.004841810092329979
Loss: 0.004821679089218378
Loss: 0.004810337442904711
Loss: 0.004803592339158058
Loss: 0.004798456560820341
Loss: 0.004790279548615217
Loss: 0.004778025671839714
Loss: 0.0047651189379394054
Loss: 0.004755780100822449
Loss: 0.004743828903883696
Loss: 0.004727042280137539
Loss: 0.004711885470896959
Loss: 0.004699233453720808
Loss: 0.004686801228672266
Loss: 0.004676318261772394
Loss: 0.004667028319090605
Loss: 0.00466034235432744
Loss: 0.004654204472899437
Loss: 0.004647717345505953
Loss: 0.0046427310444414616
Loss: 0.004637472331523895
Loss: 0.0046330401673913
Loss: 0.004628583788871765
Loss: 0.0046239327639341354
Loss: 0.004619692452251911
Loss: 0.004614934790879488
Loss: 0.004610375501215458
Loss: 0.0046059684827923775
Loss: 0.004601888824254274
Loss: 0.004597930237650871
Loss: 0.00459388829767704
Loss: 0.004590108059346676
Loss: 0.004586421884596348
Loss: 0.004583006724715233
Loss: 0.004579240921884775
Loss: 0.00457553518936038
Loss: 0.0045718057081103325
Loss: 0.0045679169707000256
Loss: 0.0045641446486115456
Loss: 0.0045601194724440575
Loss: 0.004556072875857353
Loss: 0.004551468417048454
Loss: 0.004546668380498886
Loss: 0.0045415060594677925
Loss: 0.004535903222858906
Loss: 0.004531419835984707
Loss: 0.004525528755038977
Loss: 0.004518063273280859
Loss: 0.004509177524596453
Loss: 0.004500867798924446
Loss: 0.004491842817515135
Loss: 0.004481680225580931
Loss: 0.00446981331333518
Loss: 0.004456249065697193
Loss: 0.0044418685138225555
Loss: 0.004424719139933586
Loss: 0.004406882915645838
Loss: 0.0043861293233931065
Loss: 0.004363938234746456
Loss: 0.004340020008385181
Loss: 0.004312643315643072
Loss: 0.0042838905937969685
Loss: 0.004252683371305466
Loss: 0.004216340370476246
Loss: 0.004172966815531254
Loss: 0.0041232299990952015
Loss: 0.004067025147378445
Loss: 0.004001723136752844
Loss: 0.003931394778192043
Loss: 0.0038547974545508623
Loss: 0.0037818748969584703
Loss: 0.0037136187311261892
Loss: 0.003648749552667141
Loss: 0.0035866410471498966
Loss: 0.003541941288858652
Loss: 0.003518671728670597
Loss: 0.003508971771225333
Loss: 0.003502794075757265
Loss: 0.0034866156056523323
Loss: 0.0034577075857669115
Loss: 0.0034252763725817204
Loss: 0.0034045802894979715
Loss: 0.0033963911700993776
Loss: 0.0033891722559928894
Loss: 0.003379375906661153
Loss: 0.003366943681612611
Loss: 0.0033509014174342155
Loss: 0.0033334866166114807
Loss: 0.003316999413073063
Loss: 0.0033023131545633078
Loss: 0.003290539840236306
Loss: 0.003278676187619567
Loss: 0.003264418337494135
Loss: 0.0032486431300640106
Loss: 0.0032321754842996597
Loss: 0.0032167790923267603
Loss: 0.0032028118148446083
Loss: 0.0031885793432593346
Loss: 0.003173801815137267
Loss: 0.003157906699925661
Loss: 0.0031412597745656967
Loss: 0.0031243267003446817
Loss: 0.0031066155061125755
Loss: 0.0030900374986231327
Loss: 0.0030735679902136326
Loss: 0.0030562093015760183
Loss: 0.0030387600418180227
Loss: 0.003021947806701064
Loss: 0.0030048268381506205
Loss: 0.0029886963311582804
Loss: 0.002973774680867791
Loss: 0.002958785044029355
Loss: 0.00294396560639143
Loss: 0.0029297536239027977
Loss: 0.002915742574259639
Loss: 0.002902404172345996
Loss: 0.0028904343489557505
Loss: 0.0028832086827605963
Loss: 0.002882426604628563
Loss: 0.0028806012123823166
Loss: 0.0028772021178156137
Loss: 0.0028465616051107645
Loss: 0.002824837574735284
Loss: 0.0028186191339045763
Loss: 0.0028186021372675896
Loss: 0.0028175467159599066
Loss: 0.0028005784843117
Loss: 0.002786484779790044
Loss: 0.002780152717605233
Loss: 0.002780602313578129
Loss: 0.0027846714947372675
Loss: 0.002779071917757392
Loss: 0.0027723300736397505
Loss: 0.002757410751655698
Loss: 0.002747489605098963
Loss: 0.0027413463685661554
Loss: 0.002738020848482847
Loss: 0.0027370403986424208
Loss: 0.002734998008236289
Loss: 0.002730783773586154
Loss: 0.0027239322662353516
Loss: 0.002717124531045556
Loss: 0.0027118679136037827
Loss: 0.0027092937380075455
Loss: 0.002707156352698803
Loss: 0.002703190315514803
Loss: 0.002696675481274724
Loss: 0.0026912044268101454
Loss: 0.002686805324628949
Loss: 0.0026834614109247923
Loss: 0.0026811552233994007
Loss: 0.002679928205907345
Loss: 0.0026815354358404875
Loss: 0.0026851629372686148
Loss: 0.0026875014882534742
Loss: 0.0026922638062387705
Loss: 0.002679981291294098
Loss: 0.002663968363776803
Loss: 0.0026473402976989746
Loss: 0.00264263735152781
Loss: 0.002648682100698352
Loss: 0.0026512504555284977
Loss: 0.0026487738359719515
Loss: 0.0026363786309957504
Loss: 0.0026385451201349497
Loss: 0.0026596456300467253
Loss: 0.0026741819456219673
Loss: 0.002650422742590308
Loss: 0.0026120615657418966
Loss: 0.0026198008563369513
Loss: 0.00263144145719707
Loss: 0.00260457256808877
Loss: 0.0025886090006679296
Loss: 0.0026033781468868256
Loss: 0.0026001110672950745
Loss: 0.0025790336076170206
Loss: 0.002576026599854231
Loss: 0.0025831821840256453
Loss: 0.0025737672112882137
Loss: 0.0025607298593968153
Loss: 0.002564541529864073
Loss: 0.002575486432760954
Loss: 0.0025762084405869246
Loss: 0.0025731786154210567
Loss: 0.0025729951448738575
Loss: 0.0025566567201167345
Loss: 0.002535806503146887
Loss: 0.0025281300768256187
Loss: 0.0025327876210212708
Loss: 0.002531960140913725
Loss: 0.0025200399104505777
Loss: 0.002504586009308696
Loss: 0.002502020914107561
Loss: 0.0025040346663445234
Loss: 0.002501637442037463
Loss: 0.002503323834389448
Loss: 0.0025002581533044577
Loss: 0.002507592784240842
Loss: 0.002514580963179469
Loss: 0.0025370523799210787
Loss: 0.0025157341733574867
Loss: 0.0024812878109514713
Loss: 0.0024631174746900797
Loss: 0.0024667324032634497
Loss: 0.0024773459881544113
Loss: 0.00245582009665668
Loss: 0.002438351744785905
Loss: 0.002427024068310857
Loss: 0.0024231011047959328
Loss: 0.0024228268302977085
Loss: 0.002421246375888586
Loss: 0.002404856961220503
Loss: 0.0023677546996623278
Loss: 0.002362040337175131
Loss: 0.0023746704682707787
Loss: 0.0023694555275142193
Loss: 0.0023740315809845924
Loss: 0.002371050650253892
Loss: 0.0023601455613970757
Loss: 0.00235095270909369
Loss: 0.002339520025998354
Loss: 0.0023218393325805664
Loss: 0.002318690763786435
Loss: 0.0023098266683518887
Loss: 0.0022988717537373304
Loss: 0.002298178384080529
Loss: 0.0022904924117028713
Loss: 0.002281981986016035
Loss: 0.0022800115402787924
Loss: 0.0022737733088433743
Loss: 0.002268616110086441
Loss: 0.0022750941570848227
Loss: 0.0023092140909284353
Loss: 0.0024549937807023525
Loss: 0.0029484035912901163
Loss: 0.0025613962206989527
Loss: 0.0023776008747518063
Loss: 0.0024524994660168886
Loss: 0.002415152732282877
Loss: 0.0024476763792335987
Loss: 0.0023604067973792553
Loss: 0.0024452623911201954
Loss: 0.0023334650322794914
Loss: 0.002360782353207469
Loss: 0.0023091647308319807
Loss: 0.0023414657916873693
Loss: 0.002260166220366955
Loss: 0.0022996452171355486
Loss: 0.0022724454756826162
Loss: 0.0022391306702047586
Loss: 0.0022544334642589092
Loss: 0.002239267574623227
Loss: 0.0022229852620512247
Loss: 0.002213552827015519
Loss: 0.0022222718689590693
Loss: 0.002188247861340642
Loss: 0.002190914936363697
Loss: 0.002170247957110405
Loss: 0.0021700276993215084
Loss: 0.002156643895432353
Loss: 0.0021529439836740494
Loss: 0.0021264126989990473
Loss: 0.0021358649246394634
Loss: 0.00213317247107625
Loss: 0.002108572283759713
Loss: 0.0020927772857248783
Loss: 0.0020882051903754473
Loss: 0.0020841772202402353
Loss: 0.0020621404983103275
Loss: 0.002055790275335312
Loss: 0.0020404369570314884
Loss: 0.0020288180094212294
Loss: 0.002023260109126568
Loss: 0.0020137052051723003
Loss: 0.0020039111841470003
Loss: 0.001996208680793643
Loss: 0.001993661280721426
Loss: 0.0019918601028621197
Loss: 0.0020017269998788834
Loss: 0.0020262300968170166
Loss: 0.002037754049524665
Loss: 0.002082979306578636
Loss: 0.0020353500731289387
Loss: 0.00199818960390985
Loss: 0.001932080602273345
Loss: 0.0019156041089445353
Loss: 0.001950127654708922
Loss: 0.001976601080968976
Loss: 0.001979151042178273
Loss: 0.0019232748309150338
Loss: 0.0018886217148974538
Loss: 0.001903666416183114
Loss: 0.0019338363781571388
Loss: 0.0019643083214759827
Loss: 0.001933507970534265
Loss: 0.0018899793503805995
Loss: 0.0018695497419685125
Loss: 0.0018995623104274273
Loss: 0.0019397680880501866
Loss: 0.0019425303908064961
Loss: 0.0019156171474605799
Loss: 0.0018640414346009493
Loss: 0.0018888526828959584
Loss: 0.0019535748288035393
Loss: 0.00193602975923568
Loss: 0.001883991528302431
Loss: 0.0018648523837327957
Loss: 0.0019013389246538281
Loss: 0.0019128831336274743
Loss: 0.001859727082774043
Loss: 0.0018515541451051831
Loss: 0.0018775725038722157
Loss: 0.0018693552119657397
Loss: 0.0018400457920506597
Loss: 0.001847674255259335
Loss: 0.0018623858923092484
Loss: 0.0018512647366151214
Loss: 0.0018344343407079577
Loss: 0.0018371385522186756
Loss: 0.0018505044281482697
Loss: 0.0018438888946548104
Loss: 0.0018292709719389677
Loss: 0.0018231627764180303
Loss: 0.0018310629529878497
Loss: 0.0018313949694857001
Loss: 0.0018263596575707197
Loss: 0.0018173252465203404
Loss: 0.0018150191754102707
Loss: 0.0018181510968133807
Loss: 0.0018184446962550282
Loss: 0.0018154808785766363
Loss: 0.001809663139283657
Loss: 0.0018070793012157083
Loss: 0.0018073031678795815
Loss: 0.0018081022426486015
Loss: 0.0018065380863845348
Loss: 0.0018035628600046039
Loss: 0.0018006109166890383
Loss: 0.0017980480333790183
Loss: 0.00179677689447999
Loss: 0.001795839169062674
Loss: 0.0017952960915863514
Loss: 0.0017953821225091815
Loss: 0.0017952752532437444
Loss: 0.0017969092587009072
Loss: 0.001798115554265678
Loss: 0.0018004581797868013
Loss: 0.001801881822757423
Loss: 0.0018015049863606691
Loss: 0.001800670986995101
Loss: 0.001799641060642898
Loss: 0.0017985792364925146
Loss: 0.0017970256740227342
Loss: 0.0017933343769982457
Loss: 0.0017835880862548947
Loss: 0.0017764830263331532
Loss: 0.0017730145482346416
Loss: 0.001772342948243022
Loss: 0.0017742316704243422
Loss: 0.001777610625140369
Loss: 0.0017825209069997072
Loss: 0.0017882233951240778
Loss: 0.0017945504514500499
Loss: 0.0017985958838835359
Loss: 0.0017974532674998045
Loss: 0.0017877116333693266
Loss: 0.00177416589576751
Loss: 0.0017608482157811522
Loss: 0.001758168451488018
Loss: 0.0017634687246754766
Loss: 0.0017723722849041224
Loss: 0.0017856513150036335
Loss: 0.0017971069319173694
Loss: 0.0017994254594668746
Loss: 0.001783024868927896
Loss: 0.0017594866221770644
Loss: 0.0017486406723037362
Loss: 0.0017541757551953197
Loss: 0.0017708991654217243
Loss: 0.0017763767391443253
Loss: 0.0017665841151028872
Loss: 0.0017509522149339318
Loss: 0.0017418893985450268
Loss: 0.0017428942956030369
Loss: 0.0017475178465247154
Loss: 0.001753292977809906
Loss: 0.0017550888005644083
Loss: 0.0017530998447909951
Loss: 0.0017486729193478823
Loss: 0.001741576474159956
Loss: 0.001735323341563344
Loss: 0.001731861149892211
Loss: 0.0017345311352983117
Loss: 0.0017369232373312116
Loss: 0.0017387015977874398
Loss: 0.001737948739901185
Loss: 0.0017370922723785043
Loss: 0.0017359033226966858
Loss: 0.0017325221560895443
Loss: 0.0017298745224252343
Loss: 0.0017249386291950941
Loss: 0.0017228529322892427
Loss: 0.0017209608340635896
Loss: 0.0017209009965881705
Loss: 0.0017215097323060036
Loss: 0.0017218781867995858
Loss: 0.0017248805379495025
Loss: 0.0017287577502429485
Loss: 0.001739199971780181
Loss: 0.001745920511893928
Loss: 0.0017558529507368803
Loss: 0.001746829366311431
Loss: 0.00173379632178694
Loss: 0.001718781073577702
Loss: 0.0017115561058744788
Loss: 0.0017124591395258904
Loss: 0.0017188527854159474
Loss: 0.0017293236451223493
Loss: 0.0017366415122523904
Loss: 0.0017376013565808535
Loss: 0.0017273714765906334
Loss: 0.0017148738261312246
Loss: 0.0017063411651179194
Loss: 0.0017057587392628193
Loss: 0.0017119904514402151
Loss: 0.0017215987900272012
Loss: 0.0017329772235825658
Loss: 0.0017368430271744728
Loss: 0.001737166428938508
Loss: 0.0017202692106366158
Loss: 0.0017043768893927336
Loss: 0.0017017914215102792
Loss: 0.0017098577227443457
Loss: 0.0017224333714693785
Loss: 0.001724337344057858
Loss: 0.0017177477711811662
Loss: 0.0017061366233974695
Loss: 0.0016988872084766626
Loss: 0.001696068444289267
Loss: 0.0016975244507193565
Loss: 0.00170124729629606
Loss: 0.0017041044775396585
Loss: 0.0017083758721128106
Loss: 0.0017083027632907033
Loss: 0.0017080331454053521
Loss: 0.0017046215943992138
Loss: 0.0017004269175231457
Loss: 0.0016947395633906126
Loss: 0.0016908752731978893
Loss: 0.0016892804997041821
Loss: 0.0016899668844416738
Loss: 0.0016922402428463101
Loss: 0.0016955789178609848
Loss: 0.0017005871050059795
Loss: 0.0017041744431480765
Loss: 0.0017097083618864417
Loss: 0.001707704272121191
Loss: 0.0017088443273678422
Loss: 0.001703917165286839
Loss: 0.0016999567160382867
Loss: 0.0016913069412112236
Loss: 0.0016856442671269178
Loss: 0.0016831789398565888
Loss: 0.001684606191702187
Loss: 0.0016887547681108117
Loss: 0.0016951275756582618
Loss: 0.0017077134689316154
Loss: 0.0017144602024927735
Loss: 0.0017250877572223544
Loss: 0.0017157355323433876
Loss: 0.0017058959929272532
Loss: 0.0016885086661204696
Loss: 0.001679613720625639
Loss: 0.0016806618077680469
Loss: 0.0016896430170163512
Loss: 0.0017009901348501444
Loss: 0.0017094340873882174
Loss: 0.0017154038650915027
Loss: 0.0017014938639476895
Loss: 0.0016855428693816066
Loss: 0.0016771670198068023
Loss: 0.001678176806308329
Loss: 0.001686170930042863
Loss: 0.001695729442872107
Loss: 0.0017093810020014644
Loss: 0.0017124060541391373
Loss: 0.0017183527816087008
Loss: 0.0017009308794513345
Loss: 0.001681038411334157
Loss: 0.0016745413886383176
Loss: 0.0016795196570456028
Loss: 0.0016912537394091487
Loss: 0.001697559142485261
Loss: 0.0016955469036474824
Loss: 0.0016859021270647645
Loss: 0.0016789819346740842
Loss: 0.00167277327273041
Loss: 0.0016704058507457376
Loss: 0.0016712713986635208
Loss: 0.0016749618807807565
Loss: 0.001680927467532456
Loss: 0.0016853836132213473
Loss: 0.0016922762151807547
Loss: 0.0016931671416386962
Loss: 0.0016975955804809928
Loss: 0.0016895090229809284
Loss: 0.0016812756657600403
Loss: 0.0016717960825189948
Loss: 0.0016672782367095351
Loss: 0.0016670619370415807
Loss: 0.0016699563711881638
Loss: 0.001675299135968089
Loss: 0.0016809728695079684
Loss: 0.0016895217122510076
Loss: 0.001690479926764965
Loss: 0.0016915936721488833
Loss: 0.0016844561323523521
Loss: 0.0016769262729212642
Loss: 0.001668766257353127
Loss: 0.0016646117437630892
Loss: 0.001663503237068653
Loss: 0.0016648825258016586
Loss: 0.0016677073435857892
Loss: 0.0016717653488740325
Loss: 0.0016783186001703143
Loss: 0.0016821501776576042
Loss: 0.001690641394816339
Loss: 0.001691105542704463
Loss: 0.001690222998149693
Loss: 0.0016798155847936869
Loss: 0.001670899335294962
Loss: 0.0016639380482956767
Loss: 0.0016609409358352423
Loss: 0.0016616778448224068
Loss: 0.0016652345657348633
Loss: 0.0016704496229067445
Loss: 0.0016762918094173074
Loss: 0.0016829612432047725
Loss: 0.0016844049096107483
Loss: 0.0016875071451067924
Loss: 0.0016825831262394786
Loss: 0.001677864114753902
