[1] "input_matrix_matrix"
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/keras/initializers.py:119: calling RandomUniform.__init__ (from tensorflow.python.ops.init_ops) with dtype is deprecated and will be removed in a future version.
Instructions for updating:
Call initializer instance with the dtype argument instead of passing it to the constructor
WARNING:tensorflow:From /opt/venv/lib/python3.7/site-packages/tensorflow_core/python/ops/resource_variable_ops.py:1630: calling BaseResourceVariable.__init__ (from tensorflow.python.ops.resource_variable_ops) with constraint is deprecated and will be removed in a future version.
Instructions for updating:
If using Keras pass *_constraint arguments to layers.
1048/1060 [============================>.] - ETA: 0s - loss: 0.3738
1055/1060 [============================>.] - ETA: 0s - loss: 0.3736
1060/1060 [==============================] - 7s 6ms/step - loss: 0.3738
Created embeddings corresponding to /workdir/input_matrix.txt as Data/input_matrix_embeddings.txt
Training model using conversion value 0.1.
Loss: 0.11989204585552216
Loss: 0.11241553723812103
Loss: 0.10382159799337387
Loss: 0.09326466917991638
Loss: 0.08061052858829498
Loss: 0.06490219384431839
Loss: 0.048005033284425735
Loss: 0.034111831337213516
Loss: 0.03268185630440712
Loss: 0.03930172324180603
Loss: 0.035294368863105774
Loss: 0.02985468879342079
Loss: 0.030182644724845886
Loss: 0.03168531507253647
Loss: 0.032073408365249634
Loss: 0.0311282891780138
Loss: 0.029801782220602036
Loss: 0.029270963743329048
Loss: 0.02968585677444935
Loss: 0.029857808724045753
Loss: 0.029235797002911568
Loss: 0.02864118665456772
Loss: 0.028732961043715477
Loss: 0.029071711003780365
Loss: 0.02908707968890667
Loss: 0.028799884021282196
Loss: 0.02856678143143654
Loss: 0.0285688154399395
Loss: 0.028547033667564392
Loss: 0.028279367834329605
Loss: 0.027950869873166084
Loss: 0.0278091412037611
Loss: 0.027776505798101425
Loss: 0.027638187631964684
Loss: 0.027450377121567726
Loss: 0.027409711852669716
Loss: 0.027450522407889366
Loss: 0.027394667267799377
Loss: 0.027316726744174957
Loss: 0.027345938608050346
Loss: 0.0273907408118248
Loss: 0.02734498679637909
Loss: 0.027289053425192833
Loss: 0.027280529960989952
Loss: 0.027224930003285408
Loss: 0.0271347314119339
Loss: 0.027076231315732002
Loss: 0.02702174335718155
Loss: 0.026940718293190002
Loss: 0.026855381205677986
Loss: 0.0267623383551836
Loss: 0.026615308597683907
Loss: 0.02645093761384487
Loss: 0.026257682591676712
Loss: 0.026008784770965576
Loss: 0.02567783184349537
Loss: 0.025246424600481987
Loss: 0.024654094129800797
Loss: 0.023886211216449738
Loss: 0.02300461009144783
Loss: 0.021934423595666885
Loss: 0.02075018361210823
Loss: 0.019787846133112907
Loss: 0.019237492233514786
Loss: 0.019131142646074295
Loss: 0.019349830225110054
Loss: 0.019414784386754036
Loss: 0.019160090014338493
Loss: 0.01878451183438301
Loss: 0.018500423058867455
Loss: 0.018356289714574814
Loss: 0.01831790991127491
Loss: 0.018288439139723778
Loss: 0.01817961223423481
Loss: 0.01801435463130474
Loss: 0.01784120872616768
Loss: 0.017724551260471344
Loss: 0.01768316514790058
Loss: 0.01764782890677452
Loss: 0.01759311370551586
Loss: 0.01750841923058033
Loss: 0.017444700002670288
Loss: 0.017415132373571396
Loss: 0.017397956922650337
Loss: 0.01739288680255413
Loss: 0.017378732562065125
Loss: 0.0173413697630167
Loss: 0.017299078404903412
Loss: 0.017264239490032196
Loss: 0.017243489623069763
Loss: 0.017236599698662758
Loss: 0.017233673483133316
Loss: 0.017222370952367783
Loss: 0.017199760302901268
Loss: 0.017174316570162773
Loss: 0.017152929678559303
Loss: 0.01713954098522663
Loss: 0.01712971180677414
Loss: 0.0171215683221817
Loss: 0.017111245542764664
Loss: 0.017099672928452492
Loss: 0.017089521512389183
Loss: 0.01708070933818817
Loss: 0.017071658745408058
Loss: 0.017063021659851074
Loss: 0.017054585739970207
Loss: 0.01704603061079979
Loss: 0.01703881099820137
Loss: 0.017031395807862282
Loss: 0.017023427411913872
Loss: 0.017013952136039734
Loss: 0.017004260793328285
Loss: 0.01700005680322647
Loss: 0.016993016004562378
Loss: 0.01698334328830242
Loss: 0.01697487011551857
Loss: 0.016966572031378746
Loss: 0.016957983374595642
Loss: 0.01695106364786625
Loss: 0.01694357953965664
Loss: 0.016935458406805992
Loss: 0.01692693866789341
Loss: 0.016918864101171494
Loss: 0.016910668462514877
Loss: 0.016902416944503784
Loss: 0.016893263906240463
Loss: 0.01688406802713871
Loss: 0.016873853281140327
Loss: 0.016864396631717682
Loss: 0.016853777691721916
Loss: 0.01684228889644146
Loss: 0.016830166801810265
Loss: 0.0168166384100914
Loss: 0.016802268102765083
Loss: 0.01678692363202572
Loss: 0.01677059195935726
Loss: 0.0167524516582489
Loss: 0.01673351414501667
Loss: 0.016712525859475136
Loss: 0.01668967679142952
Loss: 0.016664663329720497
Loss: 0.016636403277516365
Loss: 0.016604876145720482
Loss: 0.01657082699239254
Loss: 0.016531841829419136
Loss: 0.01648586615920067
Loss: 0.01643279567360878
Loss: 0.016378842294216156
Loss: 0.016321416944265366
Loss: 0.016259320080280304
Loss: 0.016197144985198975
Loss: 0.0161356832832098
Loss: 0.016075152903795242
Loss: 0.016019562259316444
Loss: 0.01596934348344803
Loss: 0.01591302454471588
Loss: 0.015864424407482147
Loss: 0.015808500349521637
Loss: 0.015740586444735527
Loss: 0.015676427632570267
Loss: 0.015607870183885098
Loss: 0.015524273738265038
Loss: 0.01543084904551506
Loss: 0.01534432452172041
Loss: 0.015263180248439312
Loss: 0.015194511041045189
Loss: 0.015128965489566326
Loss: 0.01507657766342163
Loss: 0.015033524483442307
Loss: 0.014980667270720005
Loss: 0.014951975084841251
Loss: 0.014928698539733887
Loss: 0.014914329163730145
Loss: 0.014884164556860924
Loss: 0.014853119850158691
Loss: 0.014820452779531479
Loss: 0.014789589680731297
Loss: 0.014765270985662937
Loss: 0.014740170910954475
Loss: 0.01471735443919897
Loss: 0.014694463461637497
Loss: 0.014673184603452682
Loss: 0.014650817960500717
Loss: 0.014627732336521149
Loss: 0.014609324745833874
Loss: 0.014590172097086906
Loss: 0.014574361965060234
Loss: 0.01455746777355671
Loss: 0.014541723765432835
Loss: 0.014524527825415134
Loss: 0.014509840868413448
Loss: 0.014492010697722435
Loss: 0.014474157243967056
Loss: 0.014454659074544907
Loss: 0.014432774856686592
Loss: 0.014413434080779552
Loss: 0.014397889375686646
Loss: 0.014381060376763344
Loss: 0.014362175948917866
Loss: 0.014345972798764706
Loss: 0.014330537989735603
Loss: 0.01431569829583168
Loss: 0.014298409223556519
Loss: 0.014280449599027634
Loss: 0.014265507459640503
Loss: 0.014250648207962513
Loss: 0.014235524460673332
Loss: 0.01422156859189272
Loss: 0.014208883978426456
Loss: 0.014198197983205318
Loss: 0.014187958091497421
Loss: 0.01417438592761755
Loss: 0.014162987470626831
Loss: 0.014150161296129227
Loss: 0.014136132784187794
Loss: 0.01412292942404747
Loss: 0.014112928882241249
Loss: 0.014102325774729252
Loss: 0.014091952703893185
Loss: 0.014079870656132698
Loss: 0.014070467092096806
Loss: 0.014064423739910126
Loss: 0.014064768329262733
Loss: 0.014070012606680393
Loss: 0.014084854163229465
Loss: 0.014070441015064716
Loss: 0.014037742279469967
Loss: 0.013990910723805428
Loss: 0.013976681977510452
Loss: 0.013995151966810226
Loss: 0.013991333544254303
Loss: 0.013967840932309628
Loss: 0.013934548944234848
Loss: 0.013929879292845726
Loss: 0.013936540111899376
Loss: 0.013920784927904606
Loss: 0.013898983597755432
Loss: 0.013886513188481331
Loss: 0.013878388330340385
Loss: 0.013870518654584885
Loss: 0.013863624073565006
Loss: 0.013856867328286171
Loss: 0.013851453550159931
Loss: 0.013838286511600018
Loss: 0.013825450092554092
Loss: 0.013815494254231453
Loss: 0.013802194967865944
Loss: 0.013789738528430462
Loss: 0.013782923109829426
Loss: 0.013780247420072556
Loss: 0.013776888139545918
Loss: 0.01377936266362667
Loss: 0.0137940663844347
Loss: 0.013835988938808441
Loss: 0.013841676525771618
Loss: 0.013819695450365543
Loss: 0.013735681772232056
Loss: 0.01371688675135374
Loss: 0.013762755319476128
Loss: 0.013769349083304405
Loss: 0.013734430074691772
Loss: 0.013692914508283138
Loss: 0.01368393562734127
Loss: 0.013708487153053284
Loss: 0.01371285691857338
Loss: 0.013670109212398529
Loss: 0.01364121027290821
Loss: 0.013644961640238762
Loss: 0.013655208982527256
Loss: 0.013641688041388988
Loss: 0.013614271767437458
Loss: 0.013604155741631985
Loss: 0.013611146248877048
Loss: 0.01360600721091032
Loss: 0.013588370755314827
Loss: 0.013575196266174316
Loss: 0.013566941022872925
Loss: 0.013560904189944267
Loss: 0.013549857772886753
Loss: 0.013543406501412392
Loss: 0.013547705486416817
Loss: 0.013545291498303413
Loss: 0.013536735437810421
Loss: 0.013513623736798763
Loss: 0.013498854823410511
Loss: 0.013495946303009987
Loss: 0.013491567224264145
Loss: 0.01347483042627573
Loss: 0.013468041084706783
Loss: 0.0134704215452075
Loss: 0.013490407727658749
Loss: 0.013518833555281162
Loss: 0.013596728444099426
Loss: 0.013634838163852692
Loss: 0.013628538697957993
Loss: 0.013433869928121567
Loss: 0.013401876203715801
Loss: 0.013529161922633648
Loss: 0.013520077802240849
Loss: 0.013411909341812134
Loss: 0.013353914022445679
Loss: 0.01343691349029541
Loss: 0.0134812630712986
Loss: 0.013367337174713612
Loss: 0.013339659199118614
Loss: 0.013400211930274963
Loss: 0.013373233377933502
Loss: 0.013307388871908188
Loss: 0.013298485428094864
Loss: 0.013334625400602818
Loss: 0.01332337036728859
Loss: 0.013271071948111057
Loss: 0.013266272842884064
Loss: 0.013293537311255932
Loss: 0.013315961696207523
Loss: 0.013383937068283558
Loss: 0.013405929319560528
Loss: 0.013456138782203197
Loss: 0.013288217596709728
Loss: 0.013224747963249683
Loss: 0.013273367658257484
Loss: 0.013302714563906193
Loss: 0.013296539895236492
Loss: 0.013215244747698307
Loss: 0.013201752677559853
Loss: 0.013235239312052727
Loss: 0.013235223479568958
Loss: 0.013223857618868351
Loss: 0.013185474090278149
Loss: 0.013176880776882172
Loss: 0.01319887861609459
Loss: 0.013206008821725845
Loss: 0.013200048357248306
Loss: 0.013169102370738983
Loss: 0.013154151849448681
Loss: 0.013163801282644272
Loss: 0.01317167840898037
Loss: 0.01317262090742588
Loss: 0.013156346045434475
Loss: 0.013138876296579838
Loss: 0.013134351000189781
Loss: 0.013133007101714611
Loss: 0.013137486763298512
Loss: 0.013144559226930141
Loss: 0.013148495927453041
Loss: 0.013176251202821732
Loss: 0.01323031447827816
Loss: 0.013404696248471737
Loss: 0.013555671088397503
Loss: 0.013698901049792767
Loss: 0.01329858135432005
Loss: 0.013164326548576355
Loss: 0.013398794457316399
Loss: 0.013243613764643669
Loss: 0.013202924281358719
Loss: 0.01331018004566431
Loss: 0.013168105855584145
Loss: 0.013129032216966152
Loss: 0.013226424343883991
Loss: 0.013139644637703896
Loss: 0.013151619583368301
Loss: 0.013172868639230728
Loss: 0.013093516230583191
Loss: 0.013129622675478458
Loss: 0.013155831024050713
Loss: 0.013094412162899971
Loss: 0.013129692524671555
Loss: 0.013131250627338886
Loss: 0.013071402907371521
Loss: 0.013118424452841282
Loss: 0.013117457740008831
Loss: 0.013075841590762138
Loss: 0.013100757263600826
Loss: 0.013094110414385796
Loss: 0.01305647287517786
Loss: 0.013091277331113815
Loss: 0.013093160465359688
Loss: 0.013057585805654526
Loss: 0.013074273243546486
Loss: 0.013071260415017605
Loss: 0.013041054829955101
Loss: 0.01305774599313736
Loss: 0.013065041042864323
Loss: 0.013036898337304592
Loss: 0.013043766841292381
Loss: 0.013051122426986694
Loss: 0.013029467314481735
Loss: 0.013034846633672714
Loss: 0.013048380613327026
Loss: 0.01303770113736391
Loss: 0.013033782131969929
Loss: 0.01303747110068798
Loss: 0.01302103791385889
Loss: 0.013012372888624668
Loss: 0.013015544973313808
Loss: 0.013016012497246265
Loss: 0.013010841794312
Loss: 0.013013005256652832
Loss: 0.013018871657550335
Loss: 0.01301898155361414
Loss: 0.013013782911002636
Loss: 0.0130106620490551
Loss: 0.013006784953176975
Loss: 0.012997552752494812
Loss: 0.012992236763238907
Loss: 0.01298926118761301
Loss: 0.012987491674721241
Loss: 0.012983971275389194
Loss: 0.012980501167476177
Loss: 0.012979479506611824
Loss: 0.012977802194654942
Loss: 0.012975743040442467
Loss: 0.012973498553037643
Loss: 0.012972983531653881
Loss: 0.012975781224668026
Loss: 0.012981261126697063
Loss: 0.012990275397896767
Loss: 0.013001362793147564
Loss: 0.013007495552301407
Loss: 0.01300853118300438
Loss: 0.012992266565561295
Loss: 0.012974661774933338
Loss: 0.012958018109202385
Loss: 0.012953205965459347
Loss: 0.012956565245985985
Loss: 0.012967812828719616
Loss: 0.012982471846044064
Loss: 0.012987909838557243
Loss: 0.012988574802875519
Loss: 0.012968568131327629
Loss: 0.012949736788868904
Loss: 0.012938082218170166
Loss: 0.012935378588736057
Loss: 0.012937790714204311
Loss: 0.012937964871525764
Loss: 0.01293953601270914
Loss: 0.012943915091454983
Loss: 0.012951178476214409
Loss: 0.01295729074627161
Loss: 0.012953845784068108
Loss: 0.012946797534823418
Loss: 0.012936127372086048
Loss: 0.012926648370921612
Loss: 0.012920388020575047
Loss: 0.012915556319057941
Loss: 0.01291122566908598
Loss: 0.012908059172332287
Loss: 0.012907261960208416
Loss: 0.012909687124192715
Loss: 0.012915811501443386
Loss: 0.012925723567605019
Loss: 0.012939313426613808
Loss: 0.012967747636139393
Loss: 0.012989984825253487
Loss: 0.013032367452979088
Loss: 0.013012981973588467
Loss: 0.012972529977560043
Loss: 0.012912754900753498
Loss: 0.01289285160601139
Loss: 0.012918849475681782
Loss: 0.012945790775120258
Loss: 0.012944190762937069
Loss: 0.012913878075778484
Loss: 0.012888816185295582
Loss: 0.012888055294752121
Loss: 0.01290841307491064
Loss: 0.012924328446388245
Loss: 0.012925037182867527
Loss: 0.012908516451716423
Loss: 0.01288644503802061
Loss: 0.012873888947069645
Loss: 0.01287736278027296
Loss: 0.012889903038740158
Loss: 0.012895729392766953
Loss: 0.0128965824842453
Loss: 0.01288717519491911
Loss: 0.012875955551862717
Loss: 0.012866574339568615
Loss: 0.012864631600677967
Loss: 0.012870516628026962
Loss: 0.012877820990979671
Loss: 0.012887311168015003
Loss: 0.01288801059126854
Loss: 0.012890994548797607
Loss: 0.012878699228167534
Loss: 0.01286759227514267
Loss: 0.012854018248617649
Loss: 0.012847202830016613
Loss: 0.012847857549786568
Loss: 0.012852409854531288
Loss: 0.012860467657446861
Loss: 0.012866372242569923
Loss: 0.012874106876552105
Loss: 0.01287334505468607
Loss: 0.012875604443252087
Loss: 0.012886689975857735
Loss: 0.012928662821650505
Loss: 0.01309292484074831
Loss: 0.013224877417087555
Loss: 0.013405147939920425
Loss: 0.013076191768050194
Loss: 0.012969564646482468
Loss: 0.01314534991979599
Loss: 0.013026447035372257
Loss: 0.012878111563622952
Loss: 0.012988989241421223
Loss: 0.012979748658835888
Loss: 0.012877690605819225
Loss: 0.012918218970298767
Loss: 0.012907343916594982
Loss: 0.012867273762822151
Loss: 0.012921366840600967
Loss: 0.012876843102276325
Loss: 0.012838505208492279
Loss: 0.012886341661214828
Loss: 0.012867468409240246
Loss: 0.012852383777499199
Loss: 0.012864341028034687
Loss: 0.012857968918979168
Loss: 0.012831589207053185
Loss: 0.012835011817514896
Loss: 0.012854406610131264
Loss: 0.012833202257752419
Loss: 0.012822168879210949
Loss: 0.012828812003135681
Loss: 0.01283031515777111
Loss: 0.012819322757422924
Loss: 0.012818032875657082
Loss: 0.012826573103666306
Loss: 0.012814962305128574
Loss: 0.012809605337679386
Loss: 0.012816250324249268
Loss: 0.012817345559597015
Loss: 0.01280900090932846
Loss: 0.012801754288375378
Loss: 0.012806231155991554
Loss: 0.012808620929718018
Loss: 0.012804458849132061
Loss: 0.012798355892300606
Loss: 0.01279864925891161
Loss: 0.012802675366401672
Loss: 0.012801136821508408
Loss: 0.012798375450074673
Loss: 0.012794519774615765
Loss: 0.01279265433549881
Loss: 0.012793298810720444
Loss: 0.012791899032890797
Loss: 0.012789790518581867
Loss: 0.012787798419594765
Loss: 0.0127885602414608
Loss: 0.012791826389729977
Loss: 0.012798026204109192
Loss: 0.012806465849280357
Loss: 0.012821557931602001
Loss: 0.012827908620238304
Loss: 0.012827913276851177
Training model using conversion value 0.2.
Loss: 0.11993923783302307
Loss: 0.11236768960952759
Loss: 0.10429615527391434
Loss: 0.0951511338353157
Loss: 0.08349751681089401
Loss: 0.07012268900871277
Loss: 0.05445299297571182
Loss: 0.03961234167218208
Loss: 0.03050103969871998
Loss: 0.03272583335638046
Loss: 0.03656025975942612
Loss: 0.03231190890073776
Loss: 0.029550179839134216
Loss: 0.030536610633134842
Loss: 0.03114381618797779
Loss: 0.0310760959982872
Loss: 0.030546581372618675
Loss: 0.02992941625416279
Loss: 0.029530756175518036
Loss: 0.029363874346017838
Loss: 0.029157256707549095
Loss: 0.028838444501161575
Loss: 0.028572581708431244
Loss: 0.02852497808635235
Loss: 0.028596678748726845
Loss: 0.028611110523343086
Loss: 0.0285456832498312
Loss: 0.028508340939879417
Loss: 0.02854439988732338
Loss: 0.02855830080807209
Loss: 0.028436612337827682
Loss: 0.028299419209361076
Loss: 0.02821655385196209
Loss: 0.028148621320724487
Loss: 0.028035620227456093
Loss: 0.027907351031899452
Loss: 0.027829553931951523
Loss: 0.027790771797299385
Loss: 0.027710864320397377
Loss: 0.027576107531785965
Loss: 0.027416672557592392
Loss: 0.027219440788030624
Loss: 0.026890113949775696
Loss: 0.026439346373081207
Loss: 0.025870587676763535
Loss: 0.025176338851451874
Loss: 0.024269185960292816
Loss: 0.0231072586029768
Loss: 0.0218125618994236
Loss: 0.02070458233356476
Loss: 0.019995031878352165
Loss: 0.019866280257701874
Loss: 0.020133227109909058
Loss: 0.020414339378476143
Loss: 0.02007298730313778
Loss: 0.019435683265328407
Loss: 0.018917487934231758
Loss: 0.01865631714463234
Loss: 0.018689805641770363
Loss: 0.0187615305185318
Loss: 0.018704576417803764
Loss: 0.018561992794275284
Loss: 0.01836121641099453
Loss: 0.01822485774755478
Loss: 0.018195120617747307
Loss: 0.01823260635137558
Loss: 0.01818789355456829
Loss: 0.018054509535431862
Loss: 0.017911173403263092
Loss: 0.017832176759839058
Loss: 0.017814163118600845
Loss: 0.017801666632294655
Loss: 0.017756350338459015
Loss: 0.017686093226075172
Loss: 0.017621703445911407
Loss: 0.017576802521944046
Loss: 0.01755329594016075
Loss: 0.017534857615828514
Loss: 0.017501043155789375
Loss: 0.01746406964957714
Loss: 0.017435267567634583
Loss: 0.01741376332938671
Loss: 0.017395883798599243
Loss: 0.017376787960529327
Loss: 0.01735222153365612
Loss: 0.017325811088085175
Loss: 0.017306240275502205
Loss: 0.01729409024119377
Loss: 0.017284812405705452
Loss: 0.017272792756557465
Loss: 0.017260141670703888
Loss: 0.017248187214136124
Loss: 0.017238525673747063
Loss: 0.017231255769729614
Loss: 0.017223477363586426
Loss: 0.017213735729455948
Loss: 0.01720312424004078
Loss: 0.017195967957377434
Loss: 0.017191307619214058
Loss: 0.01718536950647831
Loss: 0.017176702618598938
Loss: 0.017167268320918083
Loss: 0.0171597208827734
Loss: 0.01715303584933281
Loss: 0.017145907506346703
Loss: 0.017138062044978142
Loss: 0.017130477353930473
Loss: 0.01712392084300518
Loss: 0.017118137329816818
Loss: 0.017112011089920998
Loss: 0.01710553839802742
Loss: 0.017098981887102127
Loss: 0.017092598602175713
Loss: 0.017086565494537354
Loss: 0.01708093285560608
Loss: 0.01707608439028263
Loss: 0.01707104593515396
Loss: 0.017066020518541336
Loss: 0.01706136204302311
Loss: 0.017056487500667572
Loss: 0.017051611095666885
Loss: 0.017046699300408363
Loss: 0.017041899263858795
Loss: 0.01703743264079094
Loss: 0.01703302003443241
Loss: 0.01702839694917202
Loss: 0.0170235987752676
Loss: 0.017019227147102356
Loss: 0.01701505109667778
Loss: 0.017010653391480446
Loss: 0.01700640097260475
Loss: 0.017002318054437637
Loss: 0.016998274251818657
Loss: 0.016994090750813484
Loss: 0.01699003577232361
Loss: 0.01698611117899418
Loss: 0.01698208786547184
Loss: 0.01697821170091629
Loss: 0.01697428524494171
Loss: 0.016970541328191757
Loss: 0.01696663722395897
Loss: 0.016962768509984016
Loss: 0.016958894208073616
Loss: 0.01695515587925911
Loss: 0.01695140264928341
Loss: 0.016947578638792038
Loss: 0.01694393716752529
Loss: 0.016940155997872353
Loss: 0.016936305910348892
Loss: 0.01693236082792282
Loss: 0.016928505152463913
Loss: 0.016924770548939705
Loss: 0.01692088134586811
Loss: 0.016916701570153236
Loss: 0.01691245660185814
Loss: 0.016908003017306328
Loss: 0.01690344698727131
Loss: 0.016899673268198967
Loss: 0.016895554959774017
Loss: 0.01689128577709198
Loss: 0.01688709296286106
Loss: 0.016882840543985367
Loss: 0.01687893457710743
Loss: 0.016875309869647026
Loss: 0.016871362924575806
Loss: 0.016866445541381836
Loss: 0.01686154305934906
Loss: 0.016856558620929718
Loss: 0.01685025915503502
Loss: 0.016844213008880615
Loss: 0.016840249300003052
Loss: 0.016836857423186302
Loss: 0.016833201050758362
Loss: 0.0168294720351696
Loss: 0.016824277117848396
Loss: 0.01681937277317047
Loss: 0.016815505921840668
Loss: 0.016809627413749695
Loss: 0.016804620623588562
Loss: 0.01680213212966919
Loss: 0.01679849438369274
Loss: 0.016792910173535347
Loss: 0.016786208376288414
Loss: 0.016781073063611984
Loss: 0.016777412965893745
Loss: 0.016772305592894554
Loss: 0.016765862703323364
Loss: 0.016758987680077553
Loss: 0.01675245352089405
Loss: 0.016748186200857162
Loss: 0.016743013635277748
Loss: 0.016735447570681572
Loss: 0.01673097349703312
Loss: 0.016725046560168266
Loss: 0.01671740412712097
Loss: 0.016711879521608353
Loss: 0.016706380993127823
Loss: 0.016700560227036476
Loss: 0.01669348031282425
Loss: 0.01668563112616539
Loss: 0.016677910462021828
Loss: 0.016670802608132362
Loss: 0.01666087657213211
Loss: 0.016649791970849037
Loss: 0.016641205176711082
Loss: 0.01663404516875744
Loss: 0.016624391078948975
Loss: 0.016613204032182693
Loss: 0.016605451703071594
Loss: 0.016600970178842545
Loss: 0.016615502536296844
Loss: 0.016631728038191795
Loss: 0.01665933057665825
Loss: 0.01659099943935871
Loss: 0.016516374424099922
Loss: 0.016490153968334198
Loss: 0.016505645588040352
Loss: 0.016504477709531784
Loss: 0.016430582851171494
Loss: 0.016376636922359467
Loss: 0.01636669784784317
Loss: 0.016329139471054077
Loss: 0.016256028786301613
Loss: 0.01618889905512333
Loss: 0.0161391943693161
Loss: 0.01606920175254345
Loss: 0.015943177044391632
Loss: 0.015808135271072388
Loss: 0.015665559098124504
Loss: 0.015505163930356503
Loss: 0.015329296700656414
Loss: 0.015114599838852882
Loss: 0.014932519756257534
Loss: 0.014745892956852913
Loss: 0.014726110734045506
Loss: 0.014796060509979725
Loss: 0.014829770661890507
Loss: 0.01482024323195219
Loss: 0.014834721572697163
Loss: 0.01510663516819477
Loss: 0.014653514139354229
Loss: 0.014455211348831654
Loss: 0.01455196924507618
Loss: 0.01460392028093338
Loss: 0.014559411443769932
Loss: 0.014357762411236763
Loss: 0.014417191967368126
Loss: 0.01446488592773676
Loss: 0.014306928031146526
Loss: 0.014403551816940308
Loss: 0.01436506025493145
Loss: 0.014284833334386349
Loss: 0.014347036369144917
Loss: 0.014217900112271309
Loss: 0.014240402728319168
Loss: 0.014208976179361343
Loss: 0.01415260136127472
Loss: 0.014185094274580479
Loss: 0.014114911668002605
Loss: 0.014116236940026283
Loss: 0.014101586304605007
Loss: 0.014056927524507046
Loss: 0.014085602946579456
Loss: 0.014044484123587608
Loss: 0.014049379155039787
Loss: 0.014019782654941082
Loss: 0.01399704534560442
Loss: 0.014006129465997219
Loss: 0.013973510824143887
Loss: 0.013975713402032852
Loss: 0.013945003971457481
Loss: 0.013929950073361397
Loss: 0.013929900713264942
Loss: 0.013905959203839302
Loss: 0.013893866911530495
Loss: 0.013879784382879734
Loss: 0.01386057585477829
Loss: 0.013853049837052822
Loss: 0.013841104693710804
Loss: 0.013821964152157307
Loss: 0.01380990631878376
Loss: 0.013796884566545486
Loss: 0.013781140558421612
Loss: 0.013772470876574516
Loss: 0.013758866116404533
Loss: 0.013745581731200218
Loss: 0.013734250329434872
Loss: 0.013722088187932968
Loss: 0.013708570972084999
Loss: 0.013696914538741112
Loss: 0.013687598519027233
Loss: 0.013674259185791016
Loss: 0.013659915886819363
Loss: 0.013649055734276772
Loss: 0.013635165058076382
Loss: 0.013621905818581581
Loss: 0.013610992580652237
Loss: 0.013596992939710617
Loss: 0.013583743013441563
Loss: 0.013574442826211452
Loss: 0.013563185930252075
Loss: 0.01355113834142685
Loss: 0.013539710082113743
Loss: 0.01352789904922247
Loss: 0.013515107333660126
Loss: 0.013503815047442913
Loss: 0.01349540427327156
Loss: 0.013483226299285889
Loss: 0.013472420163452625
Loss: 0.013462552800774574
Loss: 0.01345141138881445
Loss: 0.013440420851111412
Loss: 0.013431306928396225
Loss: 0.01342009473592043
Loss: 0.013412335887551308
Loss: 0.013402072712779045
Loss: 0.013393430970609188
Loss: 0.013385946862399578
Loss: 0.013379082083702087
Loss: 0.013369484804570675
Loss: 0.013361385092139244
Loss: 0.013354463502764702
Loss: 0.01335025392472744
Loss: 0.013345666229724884
Loss: 0.01333808246999979
Loss: 0.01332761812955141
Loss: 0.01332182064652443
Loss: 0.013317608274519444
Loss: 0.01331536378711462
Loss: 0.013309669680893421
Loss: 0.013302261009812355
Loss: 0.013293501920998096
Loss: 0.013289686292409897
Loss: 0.013285343535244465
Loss: 0.013279694132506847
Loss: 0.013273504562675953
Loss: 0.013271909207105637
Loss: 0.013272006064653397
Loss: 0.01326723676174879
Loss: 0.013257722370326519
Loss: 0.013252739794552326
Loss: 0.013252966105937958
Loss: 0.013250083662569523
Loss: 0.013242858462035656
Loss: 0.01323735062032938
Loss: 0.01323630940169096
Loss: 0.013233951292932034
Loss: 0.013228625990450382
Loss: 0.013224109075963497
Loss: 0.013221047818660736
Loss: 0.013219001702964306
Loss: 0.013216400519013405
Loss: 0.01321284007281065
Loss: 0.013208999298512936
Loss: 0.013206526637077332
Loss: 0.01320465374737978
Loss: 0.013202058151364326
Loss: 0.013199233449995518
Loss: 0.013194804079830647
Loss: 0.013194035738706589
Loss: 0.013192133978009224
Loss: 0.013190082274377346
Loss: 0.013186036609113216
Loss: 0.013182365335524082
Loss: 0.013179930858314037
Loss: 0.01317831501364708
Loss: 0.013175945729017258
Loss: 0.013172587379813194
Loss: 0.013169679790735245
Loss: 0.01316723134368658
Loss: 0.013165097683668137
Loss: 0.013162681832909584
Loss: 0.013160580769181252
Loss: 0.013157948851585388
Loss: 0.013155979104340076
Loss: 0.01315364707261324
Loss: 0.013150982558727264
Loss: 0.013149123638868332
Loss: 0.013146664947271347
Loss: 0.013144359923899174
Loss: 0.013142183423042297
Loss: 0.01314010750502348
Loss: 0.013138326816260815
Loss: 0.013135898858308792
Loss: 0.013134250417351723
Loss: 0.013133011758327484
Loss: 0.013131010346114635
Loss: 0.013129201717674732
Loss: 0.013126732781529427
Loss: 0.01312489714473486
Loss: 0.013123507611453533
Loss: 0.01312162633985281
Loss: 0.013119742274284363
Loss: 0.01311750803142786
Loss: 0.013115864247083664
Loss: 0.01311500184237957
Loss: 0.013113905675709248
Loss: 0.013112884014844894
Loss: 0.01310995314270258
Loss: 0.013107835315167904
Loss: 0.013105791993439198
Loss: 0.013104435987770557
Loss: 0.01310279592871666
Loss: 0.01309993676841259
Loss: 0.013098412193357944
Loss: 0.013097292743623257
Loss: 0.013097108341753483
Loss: 0.013096391223371029
Loss: 0.013094985857605934
Loss: 0.013092375360429287
Loss: 0.013089580461382866
