Chromosome	Origin_HP1	Origin_HP2	PofO_Assignment_Score	NormalizedNum_Differentially_Methylated_CGs_Supported_PofO_Assignment	NormalizedNum_Differentially_Methylated_CGs_Conflicted_PofO_Assignment	Num_Differentially_Methylated_CGs_Supported_PofO_Assignment	Num_Differentially_Methylated_CGs_Conflicted_PofO_Assignment	Num_iDMRs_Supported_PofO_Assignment	Num_iDMRs_Conflicted_PofO_Assignment	Num_All_Differentially_Methylated_CGs_At_Supporting_iDMRs	Num_All_Differentially_Methylated_CGs_At_Conflicting_iDMRs	Num_All_CGs_CouldBeExaminedInBothHaplotypes_At_Supporting_iDMRs	Num_All_CGs_CouldBeExaminedInBothHaplotypes_At_Conflicting_iDMRs
chr1	Paternal	Maternal	1.0	112.63031999999998	0	183	0	3	0	183	0	197	0
chr10	Paternal	Maternal	0.93807	65.3752	4.31584	136	16	2	1	136	16	136	19
chr11	Paternal	Maternal	1.0	474.13129	0	679	0	6	0	679	0	722	0
chr12	Maternal	Paternal	1.0	186.33468000000002	0	282	0	4	0	282	0	283	0
chr13	Paternal	Maternal	1.0	197.80536	0	282	0	4	0	282	0	348	0
chr14	Paternal	Maternal	1.0	295.19133	0	475	0	5	0	475	0	537	0
chr15	Paternal	Maternal	0.99805	527.6598399999999	1.03325	1024	5	31	1	1024	5	1557	17
chr16	Maternal	Paternal	1.0	171.52609999999999	0	381	0	6	0	381	0	540	0
chr17	Paternal	Maternal	1.0	13.601270000000001	0	59	0	1	0	59	0	139	0
chr18	Paternal	Maternal	1.0	144.45576	0	194	0	3	0	194	0	213	0
chr19	Maternal	Paternal	1.0	465.19202	0	656	0	9	0	656	0	721	0
chr2	Paternal	Maternal	1.0	363.13633999999996	0	694	0	7	0	694	0	742	0
chr20	Paternal	Maternal	1.0	935.20641	0	1164	0	7	0	1164	0	1285	0
chr21	Paternal	Maternal	1.0	34.679939999999995	0	58	0	1	0	58	0	59	0
chr22	Maternal	Paternal	1.0	57.3398	0	70	0	1	0	70	0	82	0
chr4	Maternal	Paternal	1.0	143.21204999999998	0	280	0	5	0	280	0	297	0
chr5	Maternal	Paternal	1.0	82.02886	0	131	0	3	0	131	0	143	0
chr6	Paternal	Maternal	1.0	316.96184	0	431	0	4	0	431	0	442	0
chr7	Paternal	Maternal	1.0	599.48752	0	774	0	7	0	774	0	796	0
chr8	Paternal	Maternal	1.0	287.89448999999996	0	433	0	6	0	433	0	475	0
chr9	Maternal	Paternal	0.83807	86.65165999999999	16.74288	162	66	2	1	162	66	176	82
