sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG04228	HG04228#2#CM088505.1	chr1	247272553	100	248387328	247272553	1	100	100.0	100	100	0.0	scaffold
HG04228	HG04228#2#CM088512.1	chr10	135255137	0	134758134	135255137	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088513.1	chr11	134981439	0	135127769	134981439	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088514.1	chr12	133433957	0	133324548	133433957	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088515.1	chr14	98546249	251891	101161492	98546249	1	251891	251891.0	251891	251891	0.01	scaffold
HG04228	HG04228#2#CM088516.1	chr16	88717784	0	96330374	88717784	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088517.1	chr17	85289906	100	84276897	85289906	1	100	100.0	100	100	0.01	scaffold
HG04228	HG04228#2#CM088518.1	chr19	61730881	21345	61707364	61730881	1	21345	21345.0	21345	21345	0.02	scaffold
HG04228	HG04228#2#CM088506.1	chr2	242128779	100	242696752	242128779	1	100	100.0	100	100	0.0	scaffold
HG04228	HG04228#2#CM088519.1	chr20	65849258	0	66210255	65849258	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088507.1	chr5	183368546	21669	182045439	183368546	1	21669	21669.0	21669	21669	0.01	scaffold
HG04228	HG04228#2#CM088508.1	chr6	171550315	21666	172126628	171550315	1	21666	21666.0	21666	21666	0.01	scaffold
HG04228	HG04228#2#CM088509.1	chr7	160959743	23481	160567428	160959743	1	23481	23481.0	23481	23481	0.01	scaffold
HG04228	HG04228#2#CM088510.1	chr8	144600868	0	146259331	144600868	0	0	0.0	0	0	0.0	contig
HG04228	HG04228#2#CM088511.1	chr9	135975564	0	150617247	135975564	0	0	0.0	0	0	0.0	contig
