sample	category	subcategory	sv_type	count	total_length	mean_length
HG04228	total	all_svs	all	61468	60111896	977.9380490661807
HG04228	sv_type	BND	BND	26	0	0.0
HG04228	sv_type	DEL	DEL	31048	29539504	951.4140685390363
HG04228	sv_type	DUP:TANDEM	DUP:TANDEM	19	1049468	55235.15789473684
HG04228	sv_type	INS	INS	30349	29522924	972.7807835513526
HG04228	sv_type	INV	INV	26	0	0.0
HG04228	zygosity	ALT_HOM	all	10268	0	0
HG04228	zygosity	HET	all	51200	0	0
HG04228	zygosity	HET	BND	26	0	0
HG04228	zygosity	ALT_HOM	DEL	5343	0	0
HG04228	zygosity	HET	DEL	25705	0	0
HG04228	zygosity	HET	DUP:TANDEM	19	0	0
HG04228	zygosity	ALT_HOM	INS	4919	0	0
HG04228	zygosity	HET	INS	25430	0	0
HG04228	zygosity	ALT_HOM	INV	6	0	0
HG04228	zygosity	HET	INV	20	0	0
HG04228	size_class	large (500bp-5kb)	all	14276	0	0
HG04228	size_class	massive (>50kb)	all	164	0	0
HG04228	size_class	medium (50-500bp)	all	31116	0	0
HG04228	size_class	small (<50bp)	all	14416	0	0
HG04228	size_class	very_large (5kb-50kb)	all	1496	0	0
HG04228	size_class	small (<50bp)	BND	26	0	0
HG04228	size_class	large (500bp-5kb)	DEL	7455	0	0
HG04228	size_class	massive (>50kb)	DEL	77	0	0
HG04228	size_class	medium (50-500bp)	DEL	15594	0	0
HG04228	size_class	small (<50bp)	DEL	7151	0	0
HG04228	size_class	very_large (5kb-50kb)	DEL	771	0	0
HG04228	size_class	large (500bp-5kb)	DUP:TANDEM	9	0	0
HG04228	size_class	massive (>50kb)	DUP:TANDEM	1	0	0
HG04228	size_class	medium (50-500bp)	DUP:TANDEM	9	0	0
HG04228	size_class	large (500bp-5kb)	INS	6812	0	0
HG04228	size_class	massive (>50kb)	INS	86	0	0
HG04228	size_class	medium (50-500bp)	INS	15513	0	0
HG04228	size_class	small (<50bp)	INS	7213	0	0
HG04228	size_class	very_large (5kb-50kb)	INS	725	0	0
HG04228	size_class	small (<50bp)	INV	26	0	0
HG04228	haplotype	both	all	10268	0	0
HG04228	haplotype	haplotype1	all	25157	0	0
HG04228	haplotype	haplotype2	all	26043	0	0
HG04228	haplotype	haplotype1	BND	14	0	0
HG04228	haplotype	haplotype2	BND	12	0	0
HG04228	haplotype	both	DEL	5343	0	0
HG04228	haplotype	haplotype1	DEL	12607	0	0
HG04228	haplotype	haplotype2	DEL	13098	0	0
HG04228	haplotype	haplotype1	DUP:TANDEM	11	0	0
HG04228	haplotype	haplotype2	DUP:TANDEM	8	0	0
HG04228	haplotype	both	INS	4919	0	0
HG04228	haplotype	haplotype1	INS	12518	0	0
HG04228	haplotype	haplotype2	INS	12912	0	0
HG04228	haplotype	both	INV	6	0	0
HG04228	haplotype	haplotype1	INV	7	0	0
HG04228	haplotype	haplotype2	INV	13	0	0
HG04228	phasing	phased	all	61468	0	0
HG04228	chromosome	chr1	all	6519	0	0
HG04228	chromosome	chr2	all	3341	0	0
HG04228	chromosome	chr3	all	2631	0	0
HG04228	chromosome	chr4	all	3212	0	0
HG04228	chromosome	chr5	all	2769	0	0
HG04228	chromosome	chr6	all	2204	0	0
HG04228	chromosome	chr7	all	2837	0	0
HG04228	chromosome	chr8	all	2336	0	0
HG04228	chromosome	chr9	all	6089	0	0
HG04228	chromosome	chrX	all	990	0	0
HG04228	chromosome	chrY	all	743	0	0
HG04228	chromosome	chr10	all	2568	0	0
HG04228	chromosome	chr11	all	2047	0	0
HG04228	chromosome	chr12	all	2220	0	0
HG04228	chromosome	chr13	all	1932	0	0
HG04228	chromosome	chr14	all	2066	0	0
