sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA19043	NA19043#1#CM087049.1	chr10	135669520	3130940	134758134	135669520	4	3130940	782735.0	1624665	190950	0.03	scaffold
NA19043	NA19043#1#CM087050.1	chr11	135014831	0	135127769	135014831	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087051.1	chr12	132837626	0	133324548	132837626	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087053.1	chr17	83742106	0	84276897	83742106	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087054.1	chr18	78787045	100	80542538	78787045	1	100	100.0	100	100	0.01	scaffold
NA19043	NA19043#1#CM087055.1	chr20	66238735	651097	66210255	66238735	1	651097	651097.0	651097	651097	0.02	scaffold
NA19043	NA19043#1#CM087044.1	chr3	203254972	0	201105948	203254972	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087045.1	chr5	181456393	100	182045439	181456393	1	100	100.0	100	100	0.01	scaffold
NA19043	NA19043#1#CM087046.1	chr6	172109365	0	172126628	172109365	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087047.1	chr7	160698565	0	160567428	160698565	0	0	0.0	0	0	0.0	contig
NA19043	NA19043#1#CM087048.1	chr8	145982116	0	146259331	145982116	0	0	0.0	0	0	0.0	contig
