sample	category	subcategory	var_type	count	percentage
NA19043	total	all_variants	all	6822598	100.0
NA19043	variant_type	DEL	DEL	682927	10.009779265904278
NA19043	variant_type	INS	INS	641876	9.408087652240393
NA19043	variant_type	MNV	MNV	3043	0.044601777797841816
NA19043	variant_type	SNV	SNV	5494752	80.53753130405748
NA19043	ti_tv	transitions	SNV	3483548	1.732070938601952
NA19043	ti_tv	transversions	SNV	2011204	1.732070938601952
NA19043	zygosity	HET	all	4921032	72.1284179428423
NA19043	zygosity	HOM_ALT	all	1901566	27.871582057157703
NA19043	zygosity	HET	DEL	538274	78.81867315247457
NA19043	zygosity	HOM_ALT	DEL	144653	21.18132684752543
NA19043	zygosity	HET	INS	500863	78.0311150440272
NA19043	zygosity	HOM_ALT	INS	141013	21.968884955972804
NA19043	zygosity	HET	MNV	3043	100.0
NA19043	zygosity	HET	SNV	3878852	70.5919393632324
NA19043	zygosity	HOM_ALT	SNV	1615900	29.40806063676759
NA19043	haplotype	both	all	1901566	27.871582057157703
NA19043	haplotype	haplotype1	all	2358092	34.56296267199093
NA19043	haplotype	haplotype2	all	2562940	37.565455270851366
NA19043	haplotype	both	DEL	144653	21.18132684752543
NA19043	haplotype	haplotype1	DEL	258873	37.90639409483005
NA19043	haplotype	haplotype2	DEL	279401	40.912279057644525
NA19043	haplotype	both	INS	141013	21.968884955972804
NA19043	haplotype	haplotype1	INS	241192	37.57610504209536
NA19043	haplotype	haplotype2	INS	259671	40.45501000193183
NA19043	haplotype	haplotype1	MNV	1547	50.83798882681564
NA19043	haplotype	haplotype2	MNV	1496	49.162011173184354
NA19043	haplotype	both	SNV	1615900	29.40806063676759
NA19043	haplotype	haplotype1	SNV	1856480	33.78642020604388
NA19043	haplotype	haplotype2	SNV	2022372	36.805519157188535
NA19043	phasing	phased	all	6822598	100.0
NA19043	phasing	phased	DEL	682927	100.0
NA19043	phasing	phased	INS	641876	100.0
NA19043	phasing	phased	MNV	3043	100.0
NA19043	phasing	phased	SNV	5494752	100.0
NA19043	allelic	biallelic	all	6349735	93.06916514793924
NA19043	allelic	multiallelic	all	472863	6.930834852060755
NA19043	allelic	biallelic	DEL	515680	75.51026683671901
NA19043	allelic	multiallelic	DEL	167247	24.489733163280995
NA19043	allelic	biallelic	INS	493213	76.83929606341412
NA19043	allelic	multiallelic	INS	148663	23.160703936585882
NA19043	allelic	multiallelic	MNV	3043	100.0
NA19043	allelic	biallelic	SNV	5340842	97.19896366569411
NA19043	allelic	multiallelic	SNV	153910	2.8010363343058975
NA19043	filter	PASS	all	6264832	91.82472717870816
NA19043	filter	GAP1	all	351053	5.145444594566468
NA19043	filter	GAP2	all	178383	2.6145905122945834
NA19043	filter	HET1	all	10839	0.15886909942517496
NA19043	filter	HET2	all	17491	0.25636861500560343
NA19043	indel_size	11-20bp	all	81097	1.1886527683442583
NA19043	indel_size	1bp	all	564065	8.267598354761633
NA19043	indel_size	2-5bp	all	473942	6.946649941854995
NA19043	indel_size	21-50bp	all	42680	0.6255681486729835
NA19043	indel_size	6-10bp	all	126213	1.849925790732504
NA19043	indel_size	>50bp	all	36806	0.5394719137782997
NA19043	indel_size	11-20bp	DEL	41735	6.111194900772703
