chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	31913937	31913938	unassigned-0000385	102560	unassigned	left_end	chr1	31764400	31796321	PTP4A2	117617
chr1	31928124	31928125	haplotype2-0000090	179007	haplotype2	left_end	chr1	31764400	31796321	PTP4A2	131804
chr1	31973144	31973145	unassigned-0000386	137146	unassigned	left_end	chr1	31764400	31796321	PTP4A2	176824
chr1	31997149	31997150	unassigned-0000384	127093	unassigned	left_end	chr1	31764400	31796321	PTP4A2	200829
chr1	32016364	32016365	unassigned-0000385	102560	unassigned	right_end	chr1	31764400	31796321	PTP4A2	220044
chr1	32107127	32107128	haplotype2-0000090	179007	haplotype2	right_end	chr1	31764400	31796321	PTP4A2	310807
chr1	32110247	32110248	unassigned-0000386	137146	unassigned	right_end	chr1	31764400	31796321	PTP4A2	313927
chr1	32124183	32124184	unassigned-0000384	127093	unassigned	right_end	chr1	31764400	31796321	PTP4A2	327863
chr1	35718390	35718391	unassigned-0000316	68818	unassigned	left_end	chr1	36070512	36168203	THRAP3	352122
chr1	35787221	35787222	unassigned-0000316	68818	unassigned	right_end	chr1	36070512	36168203	THRAP3	283291
chr1	227766837	227766838	unassigned-0000265	164075	unassigned	left_end	chr1	227766896	227767017	RNA5S3	59
chr1	227933207	227933208	unassigned-0000265	164075	unassigned	right_end	chr1	227932473	227932594	RNA5S1	614
chr10	74995331	74995332	unassigned-0000353	77800	unassigned	left_end	chr10	74991656	75022213	AP3M1	0
chr10	75073097	75073098	unassigned-0000353	77800	unassigned	right_end	chr10	75022605	75580765	ADK	0
chr12	111905723	111905724	unassigned-0000496	71682	unassigned	left_end	chr12	111619067	111662877	BRAP	242847
chr12	111977402	111977403	unassigned-0000496	71682	unassigned	right_end	chr12	111619067	111662877	BRAP	314526
chr13	283415	283416	unassigned-0000551	4586945	unassigned	left_end	chr13	5228525	5291184	LOC105379566	4945110
chr13	1263348	1263349	unassigned-0000551	4586945	unassigned	right_end	chr13	5228525	5291184	LOC105379566	3965177
chr13	5125116	5125117	unassigned-0000349	4265449	unassigned	left_end	chr13	5228525	5291184	LOC105379566	103409
chr13	5747477	5747478	unassigned-0000489	152159	unassigned	left_end	chr13	5727724	5727877	VN1R112P	19601
chr13	5748130	5748131	unassigned-0000491	167808	unassigned	left_end	chr13	5727724	5727877	VN1R112P	20254
chr13	5763083	5763084	unassigned-0000338	132008	unassigned	left_end	chr13	5774302	5787683	RNA45S1	11219
chr13	5770548	5770549	haplotype2-0000100	158587	haplotype2	left_end	chr13	5774302	5787683	RNA45S1	3754
chr13	5835167	5835168	unassigned-0000349	4265449	unassigned	right_end	chr13	5821272	5834653	RNA45S1	515
chr13	5882224	5882225	unassigned-0000338	132008	unassigned	right_end	chr13	5868242	5881623	RNA45S1	602
