chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2103527	2116889	RNA45S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2107165	2109034	RNA18S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2110112	2110269	RNA5-8S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2111437	2116522	RNA28S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2147806	2161161	RNA45S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2151444	2153313	RNA18S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2154384	2154541	RNA5-8S2	0
chr14	2066414	2165063	N_region_windowed	100000	-	chr14	2155709	2160794	RNA28S2	0
chr14	2134635	2143279	N_region	7500	-	chr14	2147806	2161161	RNA45S2	4528
chr15	2332583	2431779	N_region_windowed	100000	-	chr15	2318252	2359159	LOC102724219	0
chr15	2332583	2431779	N_region_windowed	100000	-	chr15	2399092	2400609	LOC100996362	0
chr15	2332583	2431779	N_region_windowed	100000	-	chr15	2409623	2414457	LOC100507395	0
chr15	2348006	2448335	N_region_windowed	100000	-	chr15	2318252	2359159	LOC102724219	0
chr15	2348006	2448335	N_region_windowed	100000	-	chr15	2399092	2400609	LOC100996362	0
chr15	2348006	2448335	N_region_windowed	100000	-	chr15	2409623	2414457	LOC100507395	0
chr15	2348006	2448360	N_region_windowed	100000	-	chr15	2318252	2359159	LOC102724219	0
chr15	2348006	2448360	N_region_windowed	100000	-	chr15	2399092	2400609	LOC100996362	0
chr15	2348006	2448360	N_region_windowed	100000	-	chr15	2409623	2414457	LOC100507395	0
chr15	40495911	40503411	N_region_windowed	7500	+	chr15	40382606	40528130	STARD9	0
chr16	2155457	2162956	N_region_windowed	7500	+	chr16	2108808	2158372	PKD1	0
chr16	2155457	2162956	N_region_windowed	7500	+	chr16	2155592	2155678	MIR4516	0
chr16	2155457	2162956	N_region_windowed	7500	+	chr16	2158450	2158603	MIR3180-5	0
chr2	21184007	21191493	N_region_windowed	7500	+	chr2	23961969	24039606	UBXN2A	2770477
chr3	47602356	47609855	N_region_windowed	7500	+	chr3	48495880	48533775	SHISA5	886026
chr3	101545445	101554717	N_region_windowed	7500	-	chr3	101504221	101610006	DCBLD2	0
chr9	100774167	100781667	N_region	7500	-	chr9	100542546	100632795	SPIN1	141373
chrX	54758123	54771308	N_region_windowed	7500	-	chrX	54774853	54777426	LOC101928692	3546
