contig_name	contig_length_bp	haplotype	primary_chrom	aligned_bp	satellite_bp	satellite_fraction	classification
unassigned-0000555	78642	unassigned	chr4	78510	0	0	non_satellite
unassigned-0000328	57259	unassigned	chr21	113690	56845	0.5	satellite
haplotype2-0000118	134934	haplotype2	chr14	394170	131390	0.333333	non_satellite
unassigned-0000573	125373	unassigned	chr14	251000	125500	0.5	satellite
unassigned-0000349	4265449	unassigned	chr22	10964685	3440476	0.313778	non_satellite
unassigned-0000150	47024	unassigned	chr13	42575	42575	1	satellite
unassigned-0000400	183711	unassigned	chr7	183727	0	0	non_satellite
unassigned-0000153	39287	unassigned	chr13	39204	39204	1	satellite
unassigned-0000401	263230	unassigned	chr7	263216	0	0	non_satellite
unassigned-0000382	203241	unassigned	chr14	406814	203407	0.5	satellite
unassigned-0000156	137892	unassigned	chr13	124390	124390	1	satellite
unassigned-0000383	55621	unassigned	chr13	51102	51102	1	satellite
unassigned-0000384	127093	unassigned	chr1	127035	0	0	non_satellite
unassigned-0000404	60727	unassigned	chr13	56197	56197	1	satellite
unassigned-0000157	55863	unassigned	chr13	61275	61275	1	satellite
unassigned-0000385	102560	unassigned	chr1	102428	0	0	non_satellite
unassigned-0000386	137146	unassigned	chr1	137104	0	0	non_satellite
unassigned-0000407	93487	unassigned	chr13	93486	0	0	non_satellite
unassigned-0000421	230628	unassigned	chr15	539094	230094	0.426816	non_satellite
unassigned-0000175	90046	unassigned	chr21	33988	33988	1	satellite
unassigned-0000389	138325	unassigned	chr21	67947	67947	1	satellite
unassigned-0000409	102809	unassigned	chr2	102789	0	0	non_satellite
unassigned-0000423	117142	unassigned	chr21	1055052	117228	0.111111	non_satellite
unassigned-0000424	96895	unassigned	chr21	320614	100600	0.313773	non_satellite
unassigned-0000425	91497	unassigned	chr21	823770	91530	0.111111	non_satellite
unassigned-0000440	113452	unassigned	chrX	113421	0	0	non_satellite
haplotype1-0000007	1077623	haplotype1	chr5	588835	588835	1	satellite
unassigned-0000237	154380	unassigned	chr13	24620	24620	1	satellite
unassigned-0000467	125880	unassigned	chr22	119712	119712	1	satellite
unassigned-0000255	100063	unassigned	chr22	43742	43742	1	satellite
unassigned-0000520	180624	unassigned	chr13	144371	144371	1	satellite
unassigned-0000521	116512	unassigned	chr13	107550	107550	1	satellite
unassigned-0000489	152159	unassigned	chr13	151845	151845	1	satellite
unassigned-0000523	80389	unassigned	chr13	75867	75867	1	satellite
unassigned-0000310	342173	unassigned	chr13	404839	306355	0.756733	satellite
haplotype2-0000100	158587	haplotype2	chr13	146897	146897	1	satellite
unassigned-0000524	70072	unassigned	chr13	69841	69841	1	satellite
unassigned-0000316	68818	unassigned	chr1	68832	0	0	non_satellite
unassigned-0000318	113361	unassigned	chr7	113361	0	0	non_satellite
unassigned-0000546	181036	unassigned	chr21	16858	16858	1	satellite
unassigned-0000560	2600970	unassigned	chr15	22201665	2755489	0.124112	non_satellite
unassigned-0000561	95246	unassigned	chr14	190882	95441	0.5	satellite
haplotype2-0000125	183091	haplotype2	chr8	163441	163441	1	satellite
unassigned-0000562	77083	unassigned	chr14	150942	75471	0.5	satellite
haplotype2-0000127	200439	haplotype2	chr15	200456	0	0	non_satellite
unassigned-0000338	132008	unassigned	chr13	238284	119142	0.5	satellite
unassigned-0000567	57156	unassigned	chr4	57125	0	0	non_satellite
unassigned-0000353	77800	unassigned	chr10	77767	0	0	non_satellite
unassigned-0000128	64560	unassigned	chr20	64568	0	0	non_satellite
unassigned-0000355	149444	unassigned	chr13	144196	144196	1	satellite
unassigned-0000358	104858	unassigned	chr21	411060	102765	0.25	non_satellite
unassigned-0000144	133948	unassigned	chr14	264562	132281	0.5	satellite
unassigned-0000147	67634	unassigned	chr13	69057	69057	1	satellite
unassigned-0000149	65686	unassigned	chr13	61171	61171	1	satellite
unassigned-0000410	131738	unassigned	chr2	131750	0	0	non_satellite
unassigned-0000391	59811	unassigned	chr5	59733	0	0	non_satellite
unassigned-0000378	80894	unassigned	chr16	80697	0	0	non_satellite
