contig	color	chromosome
haplotype1-0000001	#0072B2	chr5
haplotype1-0000002	#567DE9	chr16
haplotype1-0000003	#CCA0BF	chr18
haplotype1-0000004	#00B28C	chr17
haplotype1-0000005	#56B4E9	chr2
haplotype1-0000006	#666666	chr7
haplotype1-0000007	#5699E9	chr9
haplotype1-0000008	#338CC2	chr19
haplotype1-0000009	#00A880	chr10
haplotype1-0000010	#E6AB23	chr8
haplotype1-0000011	#CC79A7	chr4
haplotype1-0000012	#E69F00	chr1
haplotype1-0000013	#D57533	chr13
haplotype1-0000014	#808080	chr21
haplotype1-0000015	#D57533	chr13
haplotype1-0000016	#CC8DB3	chr11
haplotype1-0000017	#009E73	chr3
haplotype1-0000018	#D55E00	chr6
haplotype1-0000019	#1A7FBA	chr12
haplotype1-0000020	#E6B847	chr15
haplotype1-0000021	#E6B847	chr15
haplotype1-0000022	#737373	chr14
haplotype1-0000023	#E6B847	chr15
haplotype1-0000024	#9467BD	chrX
haplotype1-0000025	#E6C47F	chr22
haplotype1-0000026	#D58C66	chr20
haplotype1-0000027	#E6B847	chr15
haplotype1-0000028	#CC79A7	chr4
haplotype1-0000029	#CC79A7	chr4
haplotype1-0000030	#CC79A7	chr4
haplotype1-0000031	#009E73	chr3
haplotype1-0000032	#009E73	chr3
haplotype1-0000033	#00A880	chr10
haplotype1-0000034	#CC79A7	chr4
haplotype1-0000035	#00A880	chr10
haplotype1-0000036	#CC79A7	chr4
haplotype1-0000037	#CC79A7	chr4
haplotype1-0000038	#E69F00	chr1
haplotype1-0000039	#CC79A7	chr4
haplotype1-0000040	#CC79A7	chr4
haplotype1-0000041	#CC79A7	chr4
haplotype1-0000042	#E6AB23	chr8
haplotype1-0000043	#CC79A7	chr4
haplotype1-0000044	#CC79A7	chr4
haplotype1-0000045	#CC79A7	chr4
haplotype1-0000046	#CC79A7	chr4
haplotype1-0000047	#56B4E9	chr2
haplotype2-0000048	#0072B2	chr5
haplotype2-0000049	#CC79A7	chr4
haplotype2-0000050	#CCA0BF	chr18
haplotype2-0000051	#00B28C	chr17
haplotype2-0000052	#56B4E9	chr2
haplotype2-0000053	#666666	chr7
haplotype2-0000054	#5699E9	chr9
haplotype2-0000055	#E6AB23	chr8
haplotype2-0000056	#E69F00	chr1
haplotype2-0000057	#567DE9	chr16
haplotype2-0000058	#E6C47F	chr22
haplotype2-0000059	#D57533	chr13
haplotype2-0000060	#D57533	chr13
haplotype2-0000061	#CC8DB3	chr11
haplotype2-0000062	#009E73	chr3
haplotype2-0000063	#D55E00	chr6
haplotype2-0000064	#808080	chr21
haplotype2-0000065	#808080	chr21
haplotype2-0000066	#1A7FBA	chr12
haplotype2-0000067	#E6C47F	chr22
haplotype2-0000068	#737373	chr14
haplotype2-0000069	#E6B847	chr15
haplotype2-0000070	#9467BD	chrX
haplotype2-0000071	#00A880	chr10
haplotype2-0000072	#D58C66	chr20
haplotype2-0000073	#338CC2	chr19
haplotype2-0000074	#E6B847	chr15
haplotype2-0000075	#D58C66	chr20
haplotype2-0000076	#00A880	chr10
haplotype2-0000077	#00A880	chr10
haplotype2-0000078	#CC79A7	chr4
haplotype2-0000079	#CC79A7	chr4
haplotype2-0000080	#CC79A7	chr4
haplotype2-0000081	#E6C47F	chr22
haplotype2-0000082	#E6C47F	chr22
haplotype2-0000083	#E6C47F	chr22
haplotype2-0000084	#E6C47F	chr22
haplotype2-0000085	#E69F00	chr1
haplotype2-0000086	#D55E00	chr6
haplotype2-0000087	#CC79A7	chr4
haplotype2-0000088	#E6C47F	chr22
haplotype2-0000089	#E6AB23	chr8
haplotype2-0000090	#D55E00	chr6
haplotype2-0000091	#D55E00	chr6
haplotype2-0000092	#D55E00	chr6
haplotype2-0000093	#D55E00	chr6
haplotype2-0000094	#D58C66	chr20
haplotype2-0000095	#D55E00	chr6
haplotype2-0000096	#E6C47F	chr22
