#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248383471	239053
syndip	chr2	0	3155	242693993	223613
syndip	chr3	0	3558	201088028	218919
syndip	chr4	0	20155	193572765	215452
syndip	chr5	0	1922	182032744	188498
syndip	chr6	0	21623	172122209	198121
syndip	chr7	0	3387	160556416	187069
syndip	chrX	0	224	154257359	131509
syndip	chr9	0	4806	150615508	177931
syndip	chr8	0	3641	146248209	161386
syndip	chr11	0	2136	135125472	192795
syndip	chr10	0	3640	134754097	141716
syndip	chr12	0	2988	133323059	140841
syndip	chr13	0	9133170	113563296	110809
syndip	chr14	0	6029	101158994	145599
syndip	chr15	0	166737	99749336	150725
syndip	chr16	0	3489	96327809	129922
syndip	chr17	0	50644	84261898	103439
syndip	chr18	0	164002	80538061	98099
syndip	chr20	0	2373	66206633	90820
syndip	chr19	0	3379	61703957	95194
syndip	chr22	0	4599	51321918	106824
syndip	chr21	0	3048	45086161	66611
