File name::assembly/qc/phased_repair/T2T00/T2T_contigs.both.paf, l.n::358
haplotype1-0000001	245398321	18764	245391159	+	chr1	248387328	6457	248384213
haplotype1-0000002	78995016	5098	78989887	-	chr18	80542538	164380	80539358
haplotype1-0000004	136566772	5649	136561570	+	chr10	134758134	3895	134755004
haplotype1-0000005	200680243	6465	200674965	+	chr3	201105948	2631	201101343
haplotype1-0000006	83836360	5822	83831656	-	chr17	84276897	2214	84274189
haplotype1-0000007	242664474	6982	242659710	-	chr2	242696752	3355	242693050
haplotype1-0000008	159256224	4528	159249222	-	chr7	160567428	3826	160565222
haplotype1-0000010	99320931	7702	99314568	-	chr15	99753195	6447	99748717
haplotype1-0000011	52703089	3248	52698857	+	chrY	62460029	5650	62453933
haplotype1-0000014	61709164	6219	61703801	-	chr19	61707364	3375	61703590
haplotype1-0000015	145923315	146814	145918261	+	chr8	146259331	2068	146253993
haplotype1-0000016	65611324	5428	65606063	-	chr20	66210255	2724	66205814
haplotype1-0000018	102016679	5545	101314192	-	chr14	101161492	841094	101159045
haplotype1-0000019	137902611	6142	137895989	-	chr11	135127769	1840	135125239
haplotype1-0000020	134052960	4696	134047116	-	chr12	133324548	4043	133322282
haplotype1-0000021	182099431	6493	182095161	+	chr5	182045439	2287	182044180
haplotype1-0000022	191927907	8815	191891272	+	chr4	193574945	3263	193490696
haplotype1-0000023	92123731	6725	91913426	-	chr16	96330374	25639	96327790
haplotype1-0000024	172159936	104365	172152293	+	chr6	172126628	2882	172122275
haplotype1-0000025	138654403	125764	138648196	-	chr9	150617247	3570	150576373
haplotype2-0000045	245133717	8592	245127481	+	chr1	248387328	3255	248384138
haplotype2-0000047	79952052	5114	79946528	-	chr18	80542538	164922	80538991
haplotype2-0000048	136530093	6198	136525446	+	chr10	134758134	3895	134755004
haplotype2-0000049	200623736	6038	200618074	+	chr3	201105948	2631	201100860
haplotype2-0000050	83952291	7832	83949282	-	chr17	84276897	2214	84272758
haplotype2-0000051	242536136	8318	242530414	-	chr2	242696752	3355	242693058
haplotype2-0000052	159956880	5557	159950241	-	chr7	160567428	3374	160565462
haplotype2-0000056	154363526	4122	154355103	+	chrX	154259566	1815	154255197
haplotype2-0000057	64201663	5929	64194178	-	chr20	66210255	2711	66205788
haplotype2-0000059	50008979	9208	50004523	+	chr22	51324926	4937	51322011
haplotype2-0000060	145735667	147763	145731160	+	chr8	146259331	2068	146253993
haplotype2-0000061	62408664	6934	62402972	-	chr19	61707364	2061	61703624
haplotype2-0000062	183921487	76732	183913286	-	chr5	182045439	3403	181966202
haplotype2-0000063	173072865	8051	172967971	-	chr6	172126628	2882	172123886
haplotype2-0000066	136649847	5194	136643182	-	chr11	135127769	2922	135125193
haplotype2-0000067	133650667	6415	133644530	-	chr12	133324548	3407	133322219
haplotype2-0000068	191590026	6821	191553397	+	chr4	193574945	3254	193499924
haplotype2-0000069	92814530	5215	92807407	-	chr16	96330374	3914	96327761
haplotype2-0000071	136367677	4488	136362032	-	chr9	150617247	3677	150500186
