sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
TUE_02_02UL	haplotype1-0000023	chr1	245421529	207500	248387328	245421529	3	207500	69166.7	100000	7500	0.01	scaffold
TUE_02_02UL	haplotype1-0000008	chr11	136795460	0	135127769	136795460	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000012	chr12	133650945	0	133324548	133650945	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000015	chr15	100347504	113476	99753195	100347504	3	113476	37825.3	100000	5976	0.03	scaffold
TUE_02_02UL	haplotype1-0000024	chr16	92267941	200000	96330374	92267941	2	200000	100000.0	100000	100000	0.02	scaffold
TUE_02_02UL	haplotype1-0000017	chr17	83085662	315000	84276897	83085662	5	315000	63000.0	100000	7500	0.06	scaffold
TUE_02_02UL	haplotype1-0000020	chr18	79311837	0	80542538	79311837	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000005	chr19	61859770	107500	61707364	61859770	2	107500	53750.0	100000	7500	0.03	scaffold
TUE_02_02UL	haplotype1-0000021	chr2	242248245	64928	242696752	242248245	4	64928	16232.0	42428	7500	0.02	scaffold
TUE_02_02UL	haplotype1-0000014	chr20	65611533	0	66210255	65611533	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000018	chr3	200624470	0	201105948	200624470	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000001	chr4	191933716	0	193574945	191933716	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000011	chr5	182729046	7500	182045439	182729046	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_02UL	haplotype1-0000013	chr6	171441526	38318	172126628	171441526	2	38318	19159.0	30818	7500	0.01	scaffold
TUE_02_02UL	haplotype1-0000010	chr7	159465220	15000	160567428	159465220	2	15000	7500.0	7500	7500	0.01	scaffold
TUE_02_02UL	haplotype1-0000016	chr8	145736322	0	146259331	145736322	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000007	chr9	136368053	0	150617247	136368053	0	0	0.0	0	0	0.0	contig
TUE_02_02UL	haplotype1-0000003	chrY	52505286	60543	62460029	52505286	3	60543	20181.0	45543	7500	0.06	scaffold
