chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	112703057	112703058	unassigned-0000895	59622	unassigned	left_end	chr1	112632398	112684197	CAPZA1	18861
chr1	112762667	112762668	unassigned-0000895	59622	unassigned	right_end	chr1	112632398	112684197	CAPZA1	78471
chr1	212971600	212971601	haplotype2-0000104	230757	haplotype2	left_end	chr1	213588193	213791163	PTPN14	616593
chr1	213202415	213202416	haplotype2-0000104	230757	haplotype2	right_end	chr1	213588193	213791163	PTPN14	385778
chr1	227923295	227923296	unassigned-0000406	110017	unassigned	left_end	chr1	227923515	227923636	RNA5S2	220
chr1	228033395	228033396	unassigned-0000406	110017	unassigned	right_end	chr1	228022875	228124580	RHOU	0
chr10	92867997	92867998	unassigned-0000762	73009	unassigned	left_end	chr10	92929098	93173600	CPEB3	61101
chr10	92940984	92940985	unassigned-0000762	73009	unassigned	right_end	chr10	92929098	93173600	CPEB3	0
chr10	112985524	112985525	haplotype1-0000027	146945	haplotype1	left_end	chr10	115132879	115188608	VWA2	2147355
chr10	113132434	113132435	haplotype1-0000027	146945	haplotype1	right_end	chr10	115132879	115188608	VWA2	2000445
chr10	134524628	134524629	haplotype2-0000113	165090	haplotype2	left_end	chr10	134520800	134526064	LOC124902564	0
chr10	134549283	134549284	unassigned-0000259	106647	unassigned	left_end	chr10	134526478	134527558	OR6L1P	21726
chr10	134615846	134615847	unassigned-0000611	65549	unassigned	left_end	chr10	134615845	134616523	DUX4L28	0
chr10	134618730	134618731	unassigned-0000797	63872	unassigned	left_end	chr10	134618564	134619843	DUX4L10	0
chr10	134644436	134644437	unassigned-0000571	78121	unassigned	left_end	chr10	134645038	134646563	DUX4L25	602
chr10	134653391	134653392	unassigned-0000807	73539	unassigned	left_end	chr10	134651658	134652937	DUX4L12	455
chr10	134655860	134655861	unassigned-0000259	106647	unassigned	right_end	chr10	134654968	134656247	DUX4L13	0
chr10	134657320	134657321	haplotype1-0000047	101617	haplotype1	left_end	chr10	134658278	134659803	DUX4L24	958
chr10	134680901	134680902	haplotype1-0000049	67276	haplotype1	left_end	chr10	134681446	134682978	DUX4L25	545
chr10	134681019	134681020	unassigned-0000611	65549	unassigned	right_end	chr10	134681446	134682978	DUX4L25	427
chr10	134682564	134682565	unassigned-0000797	63872	unassigned	right_end	chr10	134681446	134682978	DUX4L25	0
chr10	134719871	134719872	unassigned-0000571	78121	unassigned	right_end	chr10	134717887	134719412	DUX4L24	460
chr10	134726897	134726898	unassigned-0000807	73539	unassigned	right_end	chr10	134724507	134726032	DUX4L24	866
chr10	134748208	134748209	haplotype1-0000049	67276	haplotype1	right_end	chr10	134745870	134746398	RPL23AP60	1811
chr10	134755005	134755006	haplotype2-0000113	165090	haplotype2	right_end	chr10	134745870	134746398	RPL23AP60	8608
chr10	134755099	134755100	haplotype1-0000047	101617	haplotype1	right_end	chr10	134745870	134746398	RPL23AP60	8702
chr11	73184366	73184367	unassigned-0000161	211598	unassigned	left_end	chr11	73329623	73527246	FAM168A	145257
chr11	73255292	73255293	unassigned-0000717	60886	unassigned	left_end	chr11	73329623	73527246	FAM168A	74331
chr11	73280435	73280436	unassigned-0000838	100805	unassigned	left_end	chr11	73329623	73527246	FAM168A	49188
chr11	73316177	73316178	unassigned-0000717	60886	unassigned	right_end	chr11	73329623	73527246	FAM168A	13446
chr11	73381236	73381237	unassigned-0000838	100805	unassigned	right_end	chr11	73329623	73527246	FAM168A	0
chr11	73395955	73395956	unassigned-0000161	211598	unassigned	right_end	chr11	73329623	73527246	FAM168A	0
chr11	82732714	82732715	unassigned-0000831	60409	unassigned	left_end	chr11	82717960	82784949	LINC02734	0
chr11	82793101	82793102	unassigned-0000831	60409	unassigned	right_end	chr11	82717960	82784949	LINC02734	8153
chr11	89628298	89628299	haplotype1-0000055	365532	haplotype1	left_end	chr11	89629983	89637554	TRIM77	1685
chr11	89999778	89999779	haplotype1-0000055	365532	haplotype1	right_end	chr11	89951192	89993609	TRIM49C	6170
chr11	115930811	115930812	unassigned-0000929	145349	unassigned	left_end	chr11	117150834	117154173	LOC653303	1220023
chr11	115993294	115993295	unassigned-0000931	87629	unassigned	left_end	chr11	117150834	117154173	LOC653303	1157540
chr11	116028884	116028885	unassigned-0000930	90118	unassigned	left_end	chr11	117150834	117154173	LOC653303	1121950
chr11	116076186	116076187	unassigned-0000929	145349	unassigned	right_end	chr11	117150834	117154173	LOC653303	1074648
chr11	116080898	116080899	unassigned-0000931	87629	unassigned	right_end	chr11	117150834	117154173	LOC653303	1069936
chr11	116118968	116118969	unassigned-0000930	90118	unassigned	right_end	chr11	117150834	117154173	LOC653303	1031866
chr12	119248059	119248060	haplotype2-0000105	130596	haplotype2	left_end	chr12	119182272	119183024	LOC100287653	65036
chr12	119378660	119378661	haplotype2-0000105	130596	haplotype2	right_end	chr12	119182272	119183024	LOC100287653	195637
chr13	1318289	1318290	unassigned-0000771	8237760	unassigned	left_end	chr13	5228525	5291184	LOC105379566	3910236
chr13	4353729	4353730	unassigned-0000771	8237760	unassigned	right_end	chr13	5228525	5291184	LOC105379566	874796
chr13	5578671	5578672	unassigned-0000720	254907	unassigned	left_end	chr13	5577852	5621588	LOC102724843	0
chr13	5608950	5608951	unassigned-0000720	254907	unassigned	right_end	chr13	5577852	5621588	LOC102724843	0
chr13	5770702	5770703	unassigned-0000731	133603	unassigned	left_end	chr13	5774302	5787683	RNA45S1	3600
chr13	5772025	5772026	unassigned-0000782	211953	unassigned	left_end	chr13	5774302	5787683	RNA45S1	2277
chr13	5789186	5789187	unassigned-0000782	211953	unassigned	right_end	chr13	5774302	5787683	RNA45S1	1504
chr13	5890222	5890223	unassigned-0000731	133603	unassigned	right_end	chr13	5868242	5881623	RNA45S1	8600
chr13	9059925	9059926	unassigned-0000198	86771	unassigned	left_end	chr13	9062202	9075583	RNA45S1	2277
chr13	9087765	9087766	unassigned-0000575	114910	unassigned	left_end	chr13	9062202	9075583	RNA45S1	12183
chr13	9106895	9106896	unassigned-0000195	98716	unassigned	left_end	chr13	9109172	9122553	RNA45S1	2277
chr13	9106895	9106896	unassigned-0000439	89295	unassigned	left_end	chr13	9109172	9122553	RNA45S1	2277
chr13	9106895	9106896	unassigned-0000504	66531	unassigned	left_end	chr13	9109172	9122553	RNA45S1	2277
chr13	9120381	9120382	haplotype1-0000030	72336	haplotype1	left_end	chr13	9109172	9122553	RNA45S1	0
chr13	9120381	9120382	haplotype1-0000030	72336	haplotype1	left_end	chr13	9117103	9122189	RNA28S1	0
chr13	9125317	9125318	unassigned-0000504	66531	unassigned	right_end	chr13	9109172	9122553	RNA45S1	2765
chr13	9140424	9140425	unassigned-0000195	98716	unassigned	right_end	chr13	9155309	9168690	RNA45S1	14885
chr13	9147326	9147327	unassigned-0000198	86771	unassigned	right_end	chr13	9155309	9168690	RNA45S1	7983
chr13	9152018	9152019	unassigned-0000884	86484	unassigned	left_end	chr13	9155309	9168690	RNA45S1	3291
chr13	9152908	9152909	unassigned-0000439	89295	unassigned	right_end	chr13	9155309	9168690	RNA45S1	2401
chr13	9153028	9153029	unassigned-0000532	65246	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2281
chr13	9153032	9153033	unassigned-0000206	64335	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2277
chr13	9154458	9154459	unassigned-0000177	78564	unassigned	left_end	chr13	9155309	9168690	RNA45S1	851
chr13	9154558	9154559	unassigned-0000689	64065	unassigned	left_end	chr13	9155309	9168690	RNA45S1	751
chr13	9155990	9155991	unassigned-0000266	72835	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9158519	9158520	unassigned-0000249	75199	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9159105	9159106	unassigned-0000770	62683	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9159105	9159106	unassigned-0000770	62683	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9160052	9160053	unassigned-0000157	82410	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160052	9160053	unassigned-0000157	82410	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9160291	9160292	unassigned-0000822	59764	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160291	9160292	unassigned-0000822	59764	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9160684	9160685	unassigned-0000486	69987	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160684	9160685	unassigned-0000486	69987	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9161947	9161948	unassigned-0000810	75712	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9161947	9161948	unassigned-0000810	75712	unassigned	left_end	chr13	9161915	9162072	RNA5-8S1	0
chr13	9165107	9165108	unassigned-0000738	63423	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9165107	9165108	unassigned-0000738	63423	unassigned	left_end	chr13	9163240	9168326	RNA28S1	0
chr13	9169158	9169159	unassigned-0000575	114910	unassigned	right_end	chr13	9155309	9168690	RNA45S1	469
chr13	9171362	9171363	unassigned-0000746	63014	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2673
chr13	9171683	9171684	unassigned-0000186	109362	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2994
chr13	9178830	9178831	unassigned-0000206	64335	unassigned	right_end	chr13	9155309	9168690	RNA45S1	10141
chr13	9186102	9186103	unassigned-0000467	98285	unassigned	left_end	chr13	9201670	9215006	RNA45S1	15568
chr13	9195115	9195116	haplotype1-0000030	72336	haplotype1	right_end	chr13	9201670	9215006	RNA45S1	6555
chr13	9204474	9204475	unassigned-0000776	38469	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9219506	9219507	unassigned-0000532	65246	unassigned	right_end	chr13	9201670	9215006	RNA45S1	4501
chr13	9219907	9219908	unassigned-0000689	64065	unassigned	right_end	chr13	9201670	9215006	RNA45S1	4902
chr13	9221482	9221483	unassigned-0000822	59764	unassigned	right_end	chr13	9201670	9215006	RNA45S1	6477
