#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	8682	248384169	224522
syndip	chr2	0	3413	242694063	228506
syndip	chr3	0	2645	201087942	208115
syndip	chr4	0	20155	193572909	217089
syndip	chr5	0	1922	182044069	183430
syndip	chr6	0	3417	172123882	204501
syndip	chr7	0	3200	160519878	193560
syndip	chrX	0	29975	154257452	131604
syndip	chr9	0	3593	150614258	158297
syndip	chr8	0	2059	146257351	160987
syndip	chr11	0	76207	135087692	187898
syndip	chr10	0	3524	134754547	136608
syndip	chr12	0	2988	133322148	133881
syndip	chr13	0	43641	113563268	116579
syndip	chr14	0	5321	101160042	145083
syndip	chr15	0	3217	99750351	151737
syndip	chr16	0	3460	96306305	132467
syndip	chr17	0	4001	84191900	111742
syndip	chr18	0	163787	80537526	92874
syndip	chr20	0	80827	66206659	98267
syndip	chr19	0	9976	61703992	84529
syndip	chr22	0	4364	51322196	118553
syndip	chr21	0	154031	45083646	59060
