sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T11	haplotype1-0000012	chr10	135309922	200000	134758134	135309922	2	200000	100000.0	100000	100000	0.01	scaffold
T2T11	haplotype2-0000190	chr10	134081712	107500	134758134	134081712	2	107500	53750.0	100000	7500	0.01	scaffold
T2T11	haplotype1-0000015	chr11	134239582	7500	135127769	134239582	1	7500	7500.0	7500	7500	0.01	scaffold
T2T11	haplotype2-0000193	chr11	135508180	7500	135127769	135508180	1	7500	7500.0	7500	7500	0.01	scaffold
T2T11	haplotype1-0000019	chr12	133674677	83222	133324548	133674677	3	83222	27740.7	68222	7500	0.02	scaffold
T2T11	haplotype2-0000198	chr12	133471595	0	133324548	133471595	0	0	0.0	0	0	0.0	contig
T2T11	haplotype1-0000029	chr16	94151111	603845	96330374	94151111	10	603845	60384.5	100000	1500	0.11	scaffold
T2T11	haplotype2-0000196	chr16	94043348	107500	96330374	94043348	2	107500	53750.0	100000	7500	0.02	scaffold
T2T11	haplotype1-0000014	chr17	84229348	15000	84276897	84229348	2	15000	7500.0	7500	7500	0.02	scaffold
T2T11	haplotype2-0000191	chr17	83133148	0	84276897	83133148	0	0	0.0	0	0	0.0	contig
T2T11	haplotype1-0000018	chr18	79750115	107500	80542538	79750115	2	107500	53750.0	100000	7500	0.03	scaffold
T2T11	haplotype2-0000197	chr18	78755723	15000	80542538	78755723	2	15000	7500.0	7500	7500	0.03	scaffold
T2T11	haplotype1-0000010	chr2	241280058	15000	242696752	241280058	2	15000	7500.0	7500	7500	0.01	scaffold
T2T11	haplotype2-0000187	chr2	242480678	5080	242696752	242480678	1	5080	5080.0	5080	5080	0.0	scaffold
T2T11	haplotype1-0000017	chr20	66260056	7500	66210255	66260056	1	7500	7500.0	7500	7500	0.02	scaffold
T2T11	haplotype2-0000192	chr20	68575204	0	66210255	68575204	0	0	0.0	0	0	0.0	contig
T2T11	haplotype1-0000026	chr3	201119679	7500	201105948	201119679	1	7500	7500.0	7500	7500	0.0	scaffold
T2T11	haplotype2-0000208	chr3	204453149	7500	201105948	204453149	1	7500	7500.0	7500	7500	0.0	scaffold
T2T11	haplotype1-0000013	chr4	192238129	7500	193574945	192238129	1	7500	7500.0	7500	7500	0.01	scaffold
T2T11	haplotype2-0000189	chr4	191811029	100000	193574945	191811029	1	100000	100000.0	100000	100000	0.01	scaffold
T2T11	haplotype1-0000003	chr5	183266363	100000	182045439	183266363	1	100000	100000.0	100000	100000	0.01	scaffold
T2T11	haplotype2-0000173	chr5	182860674	15000	182045439	182860674	2	15000	7500.0	7500	7500	0.01	scaffold
T2T11	haplotype1-0000020	chr6	171538981	16500	172126628	171538981	3	16500	5500.0	7500	1500	0.02	scaffold
T2T11	haplotype2-0000199	chr6	172614864	0	172126628	172614864	0	0	0.0	0	0	0.0	contig
T2T11	haplotype1-0000021	chr7	160062611	122500	160567428	160062611	4	122500	30625.0	100000	7500	0.02	scaffold
T2T11	haplotype2-0000203	chr7	160986453	0	160567428	160986453	0	0	0.0	0	0	0.0	contig
T2T11	haplotype1-0000025	chr8	145849880	47918	146259331	145849880	3	47918	15972.7	38918	1500	0.02	scaffold
T2T11	haplotype2-0000194	chr8	146190977	222500	146259331	146190977	5	222500	44500.0	100000	7500	0.03	scaffold
T2T11	haplotype2-0000202	chr9	138532998	1736	150617247	138532998	1	1736	1736.0	1736	1736	0.01	scaffold
T2T11	haplotype2-0000186	chrX	154828790	122500	154259566	154828790	4	122500	30625.0	100000	7500	0.03	scaffold
