sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T04_trio	mat-0000022	chr1	251114014	17184	248387328	251114014	1	17184	17184.0	17184	17184	0.0	scaffold
T2T04_trio	mat-0000005	chr11	134449659	100000	135127769	134449659	1	100000	100000.0	100000	100000	0.01	scaffold
T2T04_trio	mat-0000029	chr12	134451918	0	133324548	134451918	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000012	chr18	79987818	0	80542538	79987818	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000032	chr19	62514648	7500	61707364	62514648	1	7500	7500.0	7500	7500	0.02	scaffold
T2T04_trio	mat-0000006	chr2	242210179	0	242696752	242210179	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000031	chr3	201294277	107500	201105948	201294277	2	107500	53750.0	100000	7500	0.01	scaffold
T2T04_trio	mat-0000033	chr4	193710917	0	193574945	193710917	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000025	chr5	184941685	0	182045439	184941685	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000014	chr6	172312569	0	172126628	172312569	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000002	chr8	145975383	0	146259331	145975383	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000016	chr9	133700054	0	150617247	133700054	0	0	0.0	0	0	0.0	contig
T2T04_trio	mat-0000007	chrX	154436170	10755	154259566	154436170	2	10755	5377.5	9255	1500	0.01	scaffold
