C	J  inter-chromosomal misjoin
C	j  inter-chromosomal misjoin with both breakpoints ending in centromeres
C	G  long gap on the reference genome
C	g  long gap on the reference genome with both breakpoints ending in centromeres
C	M  closed inversion
C
G	h1tg000001l	250992022	102577394	104988160	-	chr1	248387328	143253807	145590394	2328542	2416988	60
G	h1tg000001l	250992022	129078174	130208832	-	chr1	248387328	120588838	121659555	1067475	1131772	60
G	h1tg000006l	133705735	42887083	44417182	+	chr9	150617247	42647947	44188439	1522259	1544434	60
G	h1tg000006l	133705735	59662842	61372666	+	chr9	150617247	76530271	78265990	1706200	1738174	60
M	h1tg000006l	133705735	59662842	61372666	+	chr9	150617247	76530271	78265990	1706200	1738174	60
M	h1tg000006l	133705735	61326731	62719406	-	chr9	150617247	78220056	79612446	1391082	1393130	60
M	h1tg000006l	133705735	62673471	68386145	+	chr9	150617247	79566518	85274647	5698873	5718126	60
G	h1tg000008l	202915008	104998817	106226878	-	chr3	201105948	95142521	96225364	1024845	1284519	60
G	h1tg000008l	202915008	112168395	115533040	-	chr3	201105948	87646622	91152308	3347533	3516208	60
G	h1tg000010l	184946013	127679866	131374020	-	chr5	182045439	50957009	54657451	3689314	3701714	60
G	h1tg000010l	184946013	137967092	139021780	-	chr5	182045439	45625978	46686347	1049950	1063436	60
G	h1tg000012l	92309894	37374921	39137308	+	chr16	96330374	37794989	39557879	1741154	1783713	60
G	h1tg000012l	92309894	48273778	50382067	+	chr16	96330374	52167047	54277851	2107063	2111342	60
M	h1tg000020l	84741234	63885351	65725197	-	chr17	84276897	19097050	20933405	1834158	1841312	60
M	h1tg000020l	84741234	66380017	68025422	+	chr17	84276897	16767175	18399147	1628487	1647228	60
M	h1tg000020l	84741234	68027816	70134067	-	chr17	84276897	14613710	16716173	2098070	2108515	60
G	h1tg000023l	100313029	84814140	86770116	-	chr14	101161492	14434492	16390641	1949702	1960161	60
G	h1tg000023l	100313029	89911446	91245350	-	chr14	101161492	11070925	12418752	1271331	1396724	60
# inter-chromosomal misjoins: 0,0
# intra-chromosomal gaps: 6,0
# candidate inversions in the middle: 2,0
# candidate inversions at contig ends: 2,0
