sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T07	haplotype2-0000128	chr1	247809688	237500	248387328	247809688	7	237500	33928.6	100000	7500	0.03	scaffold
T2T07	haplotype2-0000131	chr10	135835031	24000	134758134	135835031	4	24000	6000.0	7500	1500	0.03	scaffold
T2T07	haplotype2-0000124	chr11	135761507	15000	135127769	135761507	2	15000	7500.0	7500	7500	0.01	scaffold
T2T07	haplotype2-0000117	chr14	100672409	100000	101161492	100672409	1	100000	100000.0	100000	100000	0.01	scaffold
T2T07	haplotype2-0000119	chr17	82787125	7500	84276897	82787125	1	7500	7500.0	7500	7500	0.01	scaffold
T2T07	haplotype2-0000140	chr18	79518262	15000	80542538	79518262	2	15000	7500.0	7500	7500	0.03	scaffold
T2T07	haplotype2-0000146	chr19	62203869	100000	61707364	62203869	1	100000	100000.0	100000	100000	0.02	scaffold
T2T07	haplotype2-0000126	chr2	242255263	0	242696752	242255263	0	0	0.0	0	0	0.0	contig
T2T07	haplotype2-0000133	chr3	200806082	107500	201105948	200806082	2	107500	53750.0	100000	7500	0.01	scaffold
T2T07	haplotype2-0000139	chr5	182476891	111746	182045439	182476891	3	111746	37248.7	96746	7500	0.02	scaffold
T2T07	haplotype2-0000125	chr6	170895230	207500	172126628	170895230	3	207500	69166.7	100000	7500	0.02	scaffold
T2T07	haplotype2-0000143	chr8	147505178	137300	146259331	147505178	5	137300	27460.0	100000	7500	0.03	scaffold
T2T07	haplotype2-0000129	chr9	142406402	0	150617247	142406402	0	0	0.0	0	0	0.0	contig
T2T07	haplotype2-0000130	chrX	154492584	66376	154259566	154492584	3	66376	22125.3	51376	7500	0.02	scaffold
