#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	28157	248382165	233180
syndip	chr2	0	3346	242693269	232724
syndip	chr3	0	1517987	201076296	209436
syndip	chr4	0	6038	193572795	211523
syndip	chr5	0	1940	182044256	196951
syndip	chr6	0	2950	172122265	175646
syndip	chr7	0	3198	160559790	192740
syndip	chrX	0	116600	154257178	139451
syndip	chr9	0	4828	150614772	155922
syndip	chr8	0	2059	146257278	163768
syndip	chr11	0	2529	135125548	179435
syndip	chr10	0	2516	134670393	152254
syndip	chr12	0	3133	133322369	146074
syndip	chr13	0	5390173	113563160	117563
syndip	chr14	0	635081	101106344	129779
syndip	chr15	0	6091	99750687	149908
syndip	chr16	0	42395	96327457	124391
syndip	chr17	0	46713	84274103	121711
syndip	chr18	0	164050	80538092	95194
syndip	chr20	0	2789	66207320	82422
syndip	chr19	0	2334	61703597	92976
syndip	chr22	0	4290	51322042	127480
syndip	chr21	0	3033	45086161	71708
