contig	color	chromosome
haplotype1-0000001	#737373	chr14
haplotype1-0000002	#D57533	chr13
haplotype1-0000003	#00B28C	chr17
haplotype1-0000004	#567DE9	chr16
haplotype1-0000005	#737373	chr14
haplotype1-0000006	#E6C47F	chr22
haplotype1-0000007	#666666	chr7
haplotype1-0000008	#D55E00	chr6
haplotype1-0000009	#56B4E9	chr2
haplotype1-0000010	#808080	chr21
haplotype1-0000011	#E6B847	chr15
haplotype1-0000012	#E6C47F	chr22
haplotype1-0000013	#808080	chr21
haplotype1-0000014	#E69F00	chr1
haplotype1-0000015	#E6AB23	chr8
haplotype1-0000016	#00A880	chr10
haplotype1-0000017	#D57533	chr13
haplotype1-0000018	#CC8DB3	chr11
haplotype1-0000019	#CC79A7	chr4
haplotype1-0000020	#5699E9	chr9
haplotype1-0000021	#9467BD	chrX
haplotype1-0000022	#E6C47F	chr22
haplotype1-0000023	#737373	chr14
haplotype1-0000024	#737373	chr14
haplotype1-0000025	#E6B847	chr15
haplotype1-0000026	#D58C66	chr20
haplotype1-0000027	#9467BD	chrX
haplotype1-0000028	#009E73	chr3
haplotype1-0000029	#0072B2	chr5
haplotype1-0000030	#CCA0BF	chr18
haplotype1-0000031	#1A7FBA	chr12
haplotype1-0000032	#666666	chr7
haplotype1-0000033	#338CC2	chr19
haplotype1-0000034	#D57533	chr13
haplotype1-0000035	#E6AB23	chr8
haplotype1-0000036	#567DE9	chr16
haplotype1-0000037	#567DE9	chr16
haplotype1-0000038	#00A880	chr10
haplotype1-0000039	#1A7FBA	chr12
haplotype1-0000040	#1A7FBA	chr12
haplotype1-0000041	#1A7FBA	chr12
haplotype1-0000042	#567DE9	chr16
haplotype1-0000043	#CC8DB3	chr11
haplotype1-0000044	#CC8DB3	chr11
haplotype1-0000045	#CC8DB3	chr11
haplotype1-0000046	#CC8DB3	chr11
haplotype1-0000047	#CC8DB3	chr11
haplotype1-0000048	#666666	chr7
haplotype1-0000049	#1A7FBA	chr12
haplotype1-0000050	#CCA0BF	chr18
haplotype1-0000051	#56B4E9	chr2
haplotype1-0000052	#56B4E9	chr2
haplotype1-0000053	#1A7FBA	chr12
haplotype1-0000054	#1A7FBA	chr12
haplotype1-0000055	#1A7FBA	chr12
haplotype1-0000056	#1A7FBA	chr12
haplotype1-0000057	#CC8DB3	chr11
haplotype1-0000058	#0072B2	chr5
haplotype1-0000059	#666666	chr7
haplotype1-0000060	#666666	chr7
haplotype1-0000061	#CC8DB3	chr11
haplotype1-0000062	#9467BD	chrX
haplotype1-0000063	#9467BD	chrX
haplotype1-0000064	#D57533	chr13
haplotype1-0000065	#CCA0BF	chr18
haplotype1-0000066	#D55E00	chr6
haplotype1-0000067	#666666	chr7
haplotype1-0000068	#E69F00	chr1
haplotype1-0000069	#E69F00	chr1
haplotype1-0000070	#E69F00	chr1
haplotype1-0000071	#E69F00	chr1
haplotype1-0000072	#E69F00	chr1
haplotype1-0000073	#D55E00	chr6
haplotype1-0000074	#9467BD	chrX
haplotype1-0000075	#56B4E9	chr2
haplotype1-0000076	#CCA0BF	chr18
haplotype1-0000077	#CCA0BF	chr18
haplotype1-0000078	#CCA0BF	chr18
haplotype1-0000079	#00A880	chr10
haplotype1-0000080	#808080	chr21
haplotype1-0000081	#00B28C	chr17
haplotype1-0000082	#00B28C	chr17
haplotype1-0000083	#00B28C	chr17
haplotype1-0000084	#00B28C	chr17
haplotype1-0000085	#CC8DB3	chr11
haplotype1-0000086	#CC8DB3	chr11
haplotype1-0000087	#CCA0BF	chr18
haplotype1-0000088	#CC79A7	chr4
haplotype1-0000089	#E6AB23	chr8
haplotype1-0000090	#E6AB23	chr8
haplotype1-0000091	#E6AB23	chr8
haplotype1-0000092	#E6AB23	chr8
haplotype1-0000093	#567DE9	chr16
haplotype1-0000094	#567DE9	chr16
haplotype1-0000095	#56B4E9	chr2
haplotype1-0000096	#E69F00	chr1
haplotype1-0000097	#E69F00	chr1
haplotype1-0000098	#E69F00	chr1
haplotype1-0000099	#56B4E9	chr2
haplotype1-0000100	#56B4E9	chr2
haplotype1-0000101	#56B4E9	chr2
haplotype1-0000102	#56B4E9	chr2
haplotype1-0000103	#E69F00	chr1
haplotype1-0000104	#E69F00	chr1
haplotype1-0000105	#E69F00	chr1
haplotype1-0000106	#E69F00	chr1
haplotype1-0000107	#9467BD	chrX
haplotype1-0000108	#666666	chr7
haplotype1-0000109	#D57533	chr13
haplotype1-0000110	#D55E00	chr6
haplotype1-0000111	#567DE9	chr16
haplotype1-0000112	#CC8DB3	chr11
haplotype1-0000113	#CC8DB3	chr11
haplotype1-0000114	#CC8DB3	chr11
haplotype1-0000115	#CC8DB3	chr11
haplotype1-0000116	#CC8DB3	chr11
haplotype2-0000117	#737373	chr14
haplotype2-0000118	#D57533	chr13
haplotype2-0000119	#00B28C	chr17
haplotype2-0000120	#567DE9	chr16
haplotype2-0000121	#E6C47F	chr22
haplotype2-0000122	#737373	chr14
