#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	252146
syndip	chr2	0	3155	242694066	237509
syndip	chr3	0	2460	201100844	204597
syndip	chr4	0	3022	193490816	225145
syndip	chr5	0	1855	182044304	187370
syndip	chr6	0	8047	172124006	208231
syndip	chr7	0	3065	160565562	187820
syndip	chrX	0	4804	154256551	127787
syndip	chr9	0	3545	150614219	157381
syndip	chr8	0	2183	146242688	150804
syndip	chr11	0	1837	135125485	187823
syndip	chr10	0	3727	134754977	150004
syndip	chr12	0	4173	133322669	138081
syndip	chr13	0	2742	113562614	107205
syndip	chr14	0	2510	101095371	134372
syndip	chr15	0	6215	99749463	158025
syndip	chr16	0	3666	96327872	129152
syndip	chr17	0	2260	84237411	94858
syndip	chr18	0	163949	80539281	93858
syndip	chr20	0	2374	66203987	83837
syndip	chr19	0	2210	61703957	85827
syndip	chr22	0	4599	51322042	116980
syndip	chr21	0	2581	45086599	87261
