Chromosome	Start	End	Methylated_allele	Name	Reference	All_CpGs_At_iDMR_CouldBeExaminedInBothHaplotypes	DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP1	MeanDiffMethylationOf_DifferentiallyMethylatedCpGs_HypermethylatedOnHP2	MethylationFrequency_HP1	MethylationFrequency_HP2	Included_Or_Ignored_For_PofO_Assignment
chr1	11044370	11044544	Maternal	PTCHD2	Hernandez	20	0	0	0	0	0.40844	0.34616	Ignored:DidNotMeet_cpg_difference
chr1	21120031	21120143	Maternal	ECE1;LOC100506801	Hernandez	5	0	0	0	0	0.48855	0.631	Ignored:DidNotMeet_cpg_difference
chr1	32329102	32329320	Maternal	ZBTB8B	Joshi	9	9	0	0.51132	0	0.8917	0.38038	Included
chr1	39384177	39384444	Maternal	BMP8A	Akbari	19	0	0	0	0	0.36345	0.25465	Ignored:DidNotMeet_cpg_difference
chr1	39427318	39428447	Maternal	PPIEL,PABPC4	Akbari,Court,Hernandez,Joshi,Zink	52	46	0	0.57368	0	0.92649	0.39912	Included
chr1	67924206	67929467	Maternal	DIRAS3,DIRAS3_Ex2,GNG12-AS1	Akbari,Court,Hernandez,Joshi,Zink	136	130	0	0.70267	0	0.91689	0.24405	Included
chr1	176387296	176387476	Maternal	ASTN1	Zink	15	0	0	0	0	0.90004	0.88005	Ignored:DidNotMeet_cpg_difference
chr1	227504793	227504903	Maternal	OBSCN	Joshi	8	0	0	0	0	0.93603	0.91856	Ignored:DidNotMeet_cpg_difference
chr10	13172944	13173273	Maternal	BTBD7P1	Akbari	27	0	0	0	0	0.64601	0.62489	Ignored:DidNotMeet_cpg_difference
chr10	27443798	27444893	Maternal	PTCHD3	Akbari,Hernandez	72	0	72	0	0.58545	0.22487	0.81032	Included
chr10	98458604	98458947	Maternal	ANKRD2	Akbari	19	0	0	0	0	0.51564	0.4457	Ignored:DidNotMeet_cpg_difference
chr10	120716003	120716796	Maternal	INPP5F	Akbari,Court,Hernandez	64	0	64	0	0.4663	0.47993	0.94623	Included
chr10	124869055	124869380	Maternal	YBX2P1	Akbari	32	0	0	0	0	0.08359	0.0662	Ignored:DidNotMeet_cpg_difference
chr11	2085259	2091234	Paternal	H19,H19/IGF2	Akbari,Court,Hernandez	250	241	0	0.85255	0	0.92398	0.09871	Included
chr11	2220004	2221535	Paternal	IGF2_DMR2,IGF2,INS-IGF2	Akbari,Court,Hernandez,Zink	68	63	0	0.56591	0	0.80464	0.27661	Included
chr11	2233014	2236942	Paternal	IGF2_DMR0,IGF2,IGF2-AS,INS-IGF2	Akbari,Court,Hernandez,Zink	100	94	0	0.55525	0	0.7346	0.19931	Included
chr11	2787890	2790647	Maternal	KvDMR1,KCNQ1,KCNQ1OT1	Akbari,Court,Hernandez,Zink	205	0	205	0	0.86817	0.05487	0.92304	Included
chr11	7147542	7148122	Maternal	RBMXL2	Akbari,Hernandez,Zink	55	0	55	0	0.40793	0.51151	0.91944	Included
chr11	132831291	132831483	Maternal	OPCML	Hernandez	10	0	10	0	0.35109	0.35602	0.70711	Included
chr11	133121414	133122305	Maternal	OPCML	Akbari	45	0	45	0	0.57244	0.17885	0.75129	Included
chr12	200351	201073	Maternal	SLC6A12,RP11-283I3.2	Zink	85	0	0	0	0	0.13033	0.1529	Ignored:DidNotMeet_cpg_difference
chr12	3845430	3845920	Paternal	PARP11	Akbari	69	0	0	0	0	0.43878	0.39458	Ignored:DidNotMeet_cpg_difference
chr12	6454803	6455271	Maternal	CD27,CD27-AS1,LOC678655	Hernandez	8	0	0	0	0	0.60406	0.67229	Ignored:DidNotMeet_cpg_difference
chr12	14651159	14651402	Maternal	H2AFJ	Hernandez	13	0	0	0	0	0.37085	0.38966	Ignored:DidNotMeet_cpg_difference
chr12	30992265	30994810	Maternal	AC024940.1	Akbari	120	0	67	0	0.33227	0.06421	0.26818	Included
chr12	30996914	30997274	Maternal	AC024940.1	Akbari	20	0	20	0	0.53618	0.13639	0.67257	Included
chr12	96198127	96198449	Paternal	ELK3	Hernandez	7	7	0	0.4495	0	0.77467	0.32517	Included
chr12	130374845	130375163	Maternal	PIWIL1	Hernandez	39	0	12	0	0.20451	0.48974	0.66952	Included
chr13	19317211	19317685	Maternal	GJA3	Akbari	25	2	0	0.20012	0	0.74642	0.55893	Ignored:DidNotMeet_cpg_difference
chr13	47537482	47542150	Maternal	RB1,PPP1R26P1	Akbari,Court,Hernandez,Joshi,Zink	258	198	0	0.75992	0	0.94873	0.3569	Included
chr13	47630529	47633749	Maternal	LPAR6,RB1	Akbari	29	22	0	0.59557	0	0.81695	0.30452	Included
chr13	59487091	59488917	Maternal	TARDBPP2	Akbari,Hernandez,Zink	39	22	0	0.30908	0	0.74475	0.50759	Included
chr13	98425642	98426046	Paternal	UBAC2	Akbari	18	0	0	0	0	0.65559	0.75538	Ignored:DidNotMeet_cpg_difference
chr13	100190731	100191002	Maternal	NALCN-AS1	Akbari	22	22	0	0.25148	0	0.9003	0.64882	Included
chr14	27997060	27998007	Maternal	NPAS3	Akbari,Zink	117	117	0	0.40823	0	0.55392	0.14569	Included
chr14	46476152	46476528	Maternal	PTGDR	Akbari	18	0	0	0	0	0.40095	0.29937	Ignored:DidNotMeet_cpg_difference
