contig	color	chromosome
haplotype1-0000001	#5699E9	chr9
haplotype1-0000002	#D58C66	chr20
haplotype1-0000003	#666666	chr7
haplotype1-0000004	#8C564B	chrY
haplotype1-0000005	#CC79A7	chr4
haplotype1-0000006	#E6AB23	chr8
haplotype1-0000007	#1A7FBA	chr12
haplotype1-0000008	#567DE9	chr16
haplotype1-0000009	#0072B2	chr5
haplotype1-0000010	#E6C47F	chr22
haplotype1-0000011	#00A880	chr10
haplotype1-0000012	#D55E00	chr6
haplotype1-0000013	#CCA0BF	chr18
haplotype1-0000014	#808080	chr21
haplotype1-0000015	#56B4E9	chr2
haplotype1-0000016	#009E73	chr3
haplotype1-0000017	#E69F00	chr1
haplotype1-0000018	#00B28C	chr17
haplotype1-0000019	#CC8DB3	chr11
haplotype1-0000020	#338CC2	chr19
haplotype1-0000021	#737373	chr14
haplotype1-0000022	#D57533	chr13
haplotype1-0000023	#E6B847	chr15
haplotype1-0000024	#E6AB23	chr8
haplotype1-0000025	#00B28C	chr17
haplotype1-0000026	#00B28C	chr17
haplotype1-0000027	#E6AB23	chr8
haplotype1-0000028	#1A7FBA	chr12
haplotype1-0000029	#E6AB23	chr8
haplotype2-0000030	#5699E9	chr9
haplotype2-0000031	#9467BD	chrX
haplotype2-0000032	#D58C66	chr20
haplotype2-0000033	#666666	chr7
haplotype2-0000034	#737373	chr14
haplotype2-0000035	#CC79A7	chr4
haplotype2-0000036	#E6AB23	chr8
haplotype2-0000037	#1A7FBA	chr12
haplotype2-0000038	#338CC2	chr19
haplotype2-0000039	#567DE9	chr16
haplotype2-0000040	#0072B2	chr5
haplotype2-0000041	#00A880	chr10
haplotype2-0000042	#D55E00	chr6
haplotype2-0000043	#CCA0BF	chr18
haplotype2-0000044	#808080	chr21
haplotype2-0000045	#56B4E9	chr2
haplotype2-0000046	#009E73	chr3
haplotype2-0000047	#E69F00	chr1
haplotype2-0000048	#E6C47F	chr22
haplotype2-0000049	#00B28C	chr17
haplotype2-0000050	#D57533	chr13
haplotype2-0000051	#CC8DB3	chr11
haplotype2-0000052	#E6B847	chr15
haplotype2-0000053	#D55E00	chr6
haplotype2-0000054	#338CC2	chr19
haplotype2-0000055	#0072B2	chr5
haplotype2-0000056	#0072B2	chr5
haplotype2-0000057	#0072B2	chr5
haplotype2-0000058	#0072B2	chr5
haplotype2-0000059	#0072B2	chr5
haplotype2-0000060	#0072B2	chr5
haplotype2-0000061	#00B28C	chr17
unassigned-0000062	#D57533	chr13
unassigned-0000063	#D57533	chr13
unassigned-0000064	#737373	chr14
unassigned-0000065	#E6C47F	chr22
unassigned-0000066	#E6C47F	chr22
unassigned-0000067	#E6C47F	chr22
unassigned-0000068	#E6C47F	chr22
unassigned-0000069	#E6C47F	chr22
unassigned-0000070	#E6C47F	chr22
unassigned-0000071	#D57533	chr13
unassigned-0000072	#E6C47F	chr22
unassigned-0000073	#E6C47F	chr22
unassigned-0000074	#E6C47F	chr22
unassigned-0000075	#D57533	chr13
unassigned-0000077	#D57533	chr13
unassigned-0000078	#D57533	chr13
unassigned-0000079	#D57533	chr13
unassigned-0000080	#E6C47F	chr22
unassigned-0000083	#D57533	chr13
unassigned-0000084	#D57533	chr13
unassigned-0000085	#D57533	chr13
unassigned-0000086	#D57533	chr13
unassigned-0000087	#E6C47F	chr22
unassigned-0000088	#D57533	chr13
unassigned-0000090	#E6B847	chr15
unassigned-0000091	#E6C47F	chr22
unassigned-0000092	#E6C47F	chr22
unassigned-0000093	#D57533	chr13
unassigned-0000094	#D57533	chr13
unassigned-0000095	#E6C47F	chr22
unassigned-0000096	#E6C47F	chr22
unassigned-0000097	#E6C47F	chr22
unassigned-0000098	#D57533	chr13
unassigned-0000099	#D57533	chr13
unassigned-0000100	#D57533	chr13
unassigned-0000101	#E6C47F	chr22
unassigned-0000102	#D57533	chr13
unassigned-0000103	#D57533	chr13
unassigned-0000104	#D57533	chr13
unassigned-0000105	#D57533	chr13
unassigned-0000106	#E6B847	chr15
unassigned-0000108	#E6C47F	chr22
unassigned-0000109	#E6C47F	chr22
unassigned-0000111	#D57533	chr13
unassigned-0000112	#E6B847	chr15
unassigned-0000114	#D57533	chr13
unassigned-0000115	#D57533	chr13
unassigned-0000116	#D57533	chr13
unassigned-0000117	#E6C47F	chr22
unassigned-0000118	#E6C47F	chr22
unassigned-0000119	#E6C47F	chr22
unassigned-0000121	#E6C47F	chr22
unassigned-0000122	#E6C47F	chr22
unassigned-0000123	#D57533	chr13
unassigned-0000124	#D57533	chr13
unassigned-0000125	#E6C47F	chr22
unassigned-0000126	#E6C47F	chr22
unassigned-0000127	#E6C47F	chr22
unassigned-0000128	#E6C47F	chr22
unassigned-0000129	#E6C47F	chr22
unassigned-0000130	#E6C47F	chr22
unassigned-0000131	#E6C47F	chr22
unassigned-0000132	#E6C47F	chr22
unassigned-0000133	#D57533	chr13
unassigned-0000134	#D57533	chr13
unassigned-0000137	#D57533	chr13
unassigned-0000138	#E6C47F	chr22
unassigned-0000140	#E6C47F	chr22
unassigned-0000141	#D57533	chr13
unassigned-0000143	#D55E00	chr6
unassigned-0000144	#D55E00	chr6
unassigned-0000145	#E6C47F	chr22
unassigned-0000146	#E6C47F	chr22
unassigned-0000147	#808080	chr21
unassigned-0000148	#D57533	chr13
unassigned-0000149	#E6C47F	chr22
unassigned-0000150	#E6C47F	chr22
unassigned-0000151	#E6AB23	chr8
unassigned-0000154	#0072B2	chr5
unassigned-0000155	#D57533	chr13
unassigned-0000156	#D57533	chr13
unassigned-0000157	#D57533	chr13
unassigned-0000158	#D57533	chr13
unassigned-0000159	#E6B847	chr15
unassigned-0000160	#E6C47F	chr22
unassigned-0000161	#E6C47F	chr22
unassigned-0000162	#E69F00	chr1
unassigned-0000163	#56B4E9	chr2
unassigned-0000164	#E6B847	chr15
unassigned-0000167	#737373	chr14
unassigned-0000168	#E6C47F	chr22
unassigned-0000169	#E6B847	chr15
unassigned-0000170	#737373	chr14
unassigned-0000171	#D57533	chr13
unassigned-0000174	#808080	chr21
unassigned-0000175	#737373	chr14
unassigned-0000176	#737373	chr14
unassigned-0000177	#E6C47F	chr22
unassigned-0000178	#D57533	chr13
unassigned-0000179	#D57533	chr13
unassigned-0000180	#808080	chr21
unassigned-0000181	#D57533	chr13
unassigned-0000182	#E6C47F	chr22
unassigned-0000183	#D57533	chr13
unassigned-0000184	#D57533	chr13
unassigned-0000186	#E6C47F	chr22
unassigned-0000187	#E6B847	chr15
unassigned-0000188	#D57533	chr13
unassigned-0000189	#D57533	chr13
unassigned-0000190	#D57533	chr13
unassigned-0000191	#D57533	chr13
unassigned-0000192	#D57533	chr13
unassigned-0000193	#D57533	chr13
unassigned-0000194	#D57533	chr13
unassigned-0000195	#808080	chr21
unassigned-0000196	#D57533	chr13
unassigned-0000197	#D57533	chr13
unassigned-0000198	#338CC2	chr19
unassigned-0000199	#E6C47F	chr22
unassigned-0000200	#D57533	chr13
unassigned-0000201	#737373	chr14
unassigned-0000202	#D57533	chr13
unassigned-0000203	#D57533	chr13
unassigned-0000204	#D57533	chr13
unassigned-0000205	#E6C47F	chr22
unassigned-0000206	#D57533	chr13
unassigned-0000207	#D57533	chr13
unassigned-0000208	#808080	chr21
unassigned-0000209	#D57533	chr13
unassigned-0000210	#D57533	chr13
unassigned-0000211	#D57533	chr13
unassigned-0000212	#E6B847	chr15
unassigned-0000213	#E6C47F	chr22
unassigned-0000214	#D57533	chr13
unassigned-0000215	#808080	chr21
unassigned-0000216	#D57533	chr13
unassigned-0000217	#E6C47F	chr22
unassigned-0000218	#E6AB23	chr8
unassigned-0000219	#737373	chr14
unassigned-0000220	#56B4E9	chr2
unassigned-0000221	#E6B847	chr15
