#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248384169	228093
syndip	chr2	0	3462	242694162	214905
syndip	chr3	0	2645	201087952	205938
syndip	chr4	0	2902	193533727	205216
syndip	chr5	0	2654	182042899	181944
syndip	chr6	0	17216	172122209	209711
syndip	chr7	0	3799	160565444	195080
syndip	chrX	0	76791	154257339	131570
syndip	chr9	0	3668	150614605	120172
syndip	chr8	0	2059	146251132	148771
syndip	chr11	0	1837	135100789	174106
syndip	chr10	0	3801	134671209	144078
syndip	chr12	0	2816	133322148	127363
syndip	chr13	0	9349122	113563497	100346
syndip	chr14	0	2721121	101160042	135663
syndip	chr15	0	144691	99750555	130669
syndip	chr16	0	7560	96327698	123434
syndip	chr17	0	2852	84273248	94045
syndip	chr18	0	164177	80539048	82141
syndip	chr20	0	2656	66207387	78198
syndip	chr19	0	2197	61700552	74445
syndip	chr22	0	4614	51321978	112673
syndip	chr21	0	519793	45086109	63147
