contig	color	chromosome
haplotype1-0000001	#666666	chr7
haplotype1-0000002	#D55E00	chr6
haplotype1-0000003	#00B28C	chr17
haplotype1-0000004	#CCA0BF	chr18
haplotype1-0000005	#E6B847	chr15
haplotype1-0000006	#808080	chr21
haplotype1-0000007	#338CC2	chr19
haplotype1-0000008	#E6B847	chr15
haplotype1-0000009	#808080	chr21
haplotype1-0000010	#E6AB23	chr8
haplotype1-0000011	#737373	chr14
haplotype1-0000012	#D58C66	chr20
haplotype1-0000013	#D57533	chr13
haplotype1-0000014	#567DE9	chr16
haplotype1-0000015	#8C564B	chrY
haplotype1-0000016	#5699E9	chr9
haplotype1-0000017	#0072B2	chr5
haplotype1-0000018	#E69F00	chr1
haplotype1-0000019	#009E73	chr3
haplotype1-0000020	#56B4E9	chr2
haplotype1-0000021	#1A7FBA	chr12
haplotype1-0000022	#CC79A7	chr4
haplotype1-0000023	#E6C47F	chr22
haplotype1-0000024	#00A880	chr10
haplotype1-0000025	#CC8DB3	chr11
haplotype1-0000026	#009E73	chr3
haplotype1-0000027	#009E73	chr3
haplotype1-0000028	#009E73	chr3
haplotype1-0000029	#009E73	chr3
haplotype1-0000030	#009E73	chr3
haplotype1-0000031	#567DE9	chr16
haplotype1-0000032	#567DE9	chr16
haplotype1-0000033	#567DE9	chr16
haplotype1-0000034	#567DE9	chr16
haplotype1-0000035	#D55E00	chr6
haplotype1-0000036	#808080	chr21
haplotype1-0000037	#567DE9	chr16
haplotype2-0000038	#666666	chr7
haplotype2-0000039	#338CC2	chr19
haplotype2-0000040	#D55E00	chr6
haplotype2-0000041	#00B28C	chr17
haplotype2-0000042	#CCA0BF	chr18
haplotype2-0000043	#CCA0BF	chr18
haplotype2-0000044	#E6B847	chr15
haplotype2-0000045	#808080	chr21
haplotype2-0000046	#808080	chr21
haplotype2-0000047	#808080	chr21
haplotype2-0000048	#9467BD	chrX
haplotype2-0000049	#E6AB23	chr8
haplotype2-0000050	#D58C66	chr20
haplotype2-0000051	#E6B847	chr15
haplotype2-0000052	#737373	chr14
haplotype2-0000053	#D57533	chr13
haplotype2-0000054	#E6B847	chr15
haplotype2-0000055	#567DE9	chr16
haplotype2-0000056	#5699E9	chr9
haplotype2-0000057	#0072B2	chr5
haplotype2-0000058	#E69F00	chr1
haplotype2-0000059	#009E73	chr3
haplotype2-0000060	#56B4E9	chr2
haplotype2-0000061	#1A7FBA	chr12
haplotype2-0000062	#CC79A7	chr4
haplotype2-0000063	#E6C47F	chr22
haplotype2-0000064	#00A880	chr10
haplotype2-0000065	#CC8DB3	chr11
haplotype2-0000066	#CCA0BF	chr18
haplotype2-0000067	#CCA0BF	chr18
haplotype2-0000068	#CCA0BF	chr18
haplotype2-0000069	#00B28C	chr17
haplotype2-0000070	#CC79A7	chr4
haplotype2-0000071	#00B28C	chr17
haplotype2-0000072	#D55E00	chr6
haplotype2-0000073	#CCA0BF	chr18
haplotype2-0000074	#CCA0BF	chr18
haplotype2-0000075	#CCA0BF	chr18
haplotype2-0000076	#00B28C	chr17
haplotype2-0000077	#00B28C	chr17
haplotype2-0000078	#CCA0BF	chr18
haplotype2-0000079	#CCA0BF	chr18
haplotype2-0000080	#CCA0BF	chr18
haplotype2-0000081	#009E73	chr3
haplotype2-0000082	#CCA0BF	chr18
haplotype2-0000083	#CCA0BF	chr18
haplotype2-0000084	#808080	chr21
haplotype2-0000085	#CCA0BF	chr18
haplotype2-0000086	#737373	chr14
haplotype2-0000087	#CCA0BF	chr18
unassigned-0000088	#E6B847	chr15
unassigned-0000089	#E6C47F	chr22
unassigned-0000090	#E6C47F	chr22
unassigned-0000091	#666666	chr7
unassigned-0000092	#666666	chr7
unassigned-0000093	#737373	chr14
unassigned-0000094	#808080	chr21
unassigned-0000095	#737373	chr14
unassigned-0000096	#D57533	chr13
unassigned-0000098	#D57533	chr13
unassigned-0000099	#E6B847	chr15
unassigned-0000100	#E6B847	chr15
unassigned-0000101	#E6B847	chr15
unassigned-0000102	#808080	chr21
unassigned-0000103	#D55E00	chr6
unassigned-0000104	#E6B847	chr15
unassigned-0000105	#737373	chr14
unassigned-0000107	#E6B847	chr15
unassigned-0000109	#D57533	chr13
unassigned-0000110	#E6C47F	chr22
unassigned-0000111	#E6C47F	chr22
unassigned-0000112	#E6C47F	chr22
unassigned-0000113	#E6B847	chr15
unassigned-0000114	#E6B847	chr15
unassigned-0000115	#808080	chr21
unassigned-0000117	#009E73	chr3
unassigned-0000118	#E6B847	chr15
unassigned-0000119	#E69F00	chr1
unassigned-0000121	#E6B847	chr15
unassigned-0000123	#E6B847	chr15
unassigned-0000124	#CCA0BF	chr18
unassigned-0000125	#CCA0BF	chr18
unassigned-0000126	#E6B847	chr15
unassigned-0000127	#D57533	chr13
unassigned-0000128	#E6B847	chr15
unassigned-0000129	#E6C47F	chr22
unassigned-0000130	#D57533	chr13
unassigned-0000131	#E6B847	chr15
unassigned-0000132	#D57533	chr13
unassigned-0000133	#808080	chr21
unassigned-0000134	#D57533	chr13
unassigned-0000135	#737373	chr14
unassigned-0000136	#808080	chr21
unassigned-0000137	#D55E00	chr6
unassigned-0000138	#D55E00	chr6
unassigned-0000139	#D55E00	chr6
unassigned-0000140	#808080	chr21
unassigned-0000141	#D57533	chr13
unassigned-0000142	#808080	chr21
unassigned-0000143	#E69F00	chr1
unassigned-0000146	#D57533	chr13
unassigned-0000147	#D57533	chr13
unassigned-0000148	#D57533	chr13
unassigned-0000149	#737373	chr14
unassigned-0000150	#D57533	chr13
unassigned-0000151	#E6C47F	chr22
unassigned-0000152	#CC79A7	chr4
unassigned-0000153	#808080	chr21
unassigned-0000154	#808080	chr21
unassigned-0000155	#808080	chr21
unassigned-0000156	#666666	chr7
unassigned-0000157	#D57533	chr13
unassigned-0000158	#D57533	chr13
unassigned-0000159	#E6C47F	chr22
unassigned-0000160	#E6C47F	chr22
unassigned-0000161	#808080	chr21
unassigned-0000162	#808080	chr21
unassigned-0000163	#808080	chr21
unassigned-0000166	#E6B847	chr15
unassigned-0000167	#E6B847	chr15
unassigned-0000168	#E6C47F	chr22
unassigned-0000169	#E6B847	chr15
unassigned-0000170	#E6C47F	chr22
unassigned-0000171	#E6C47F	chr22
unassigned-0000172	#D57533	chr13
unassigned-0000173	#E6B847	chr15
unassigned-0000175	#D57533	chr13
unassigned-0000176	#E6B847	chr15
unassigned-0000177	#808080	chr21
unassigned-0000178	#D57533	chr13
unassigned-0000179	#E6C47F	chr22
unassigned-0000180	#E6C47F	chr22
unassigned-0000181	#E6C47F	chr22
unassigned-0000182	#E6B847	chr15
unassigned-0000183	#E6C47F	chr22
unassigned-0000184	#808080	chr21
unassigned-0000185	#808080	chr21
unassigned-0000186	#808080	chr21
unassigned-0000188	#D57533	chr13
unassigned-0000189	#E6C47F	chr22
unassigned-0000190	#D57533	chr13
unassigned-0000191	#56B4E9	chr2
unassigned-0000192	#808080	chr21
unassigned-0000193	#808080	chr21
unassigned-0000194	#808080	chr21
unassigned-0000195	#808080	chr21
unassigned-0000196	#808080	chr21
unassigned-0000197	#808080	chr21
unassigned-0000198	#808080	chr21
unassigned-0000199	#808080	chr21
unassigned-0000200	#808080	chr21
unassigned-0000202	#56B4E9	chr2
unassigned-0000204	#E6B847	chr15
unassigned-0000205	#E6B847	chr15
unassigned-0000206	#E6B847	chr15
unassigned-0000207	#E6B847	chr15
unassigned-0000208	#D57533	chr13
unassigned-0000209	#D57533	chr13
unassigned-0000210	#D57533	chr13
unassigned-0000211	#808080	chr21
unassigned-0000212	#808080	chr21
unassigned-0000213	#E6B847	chr15
unassigned-0000214	#808080	chr21
unassigned-0000215	#808080	chr21
unassigned-0000216	#D57533	chr13
unassigned-0000217	#D57533	chr13
unassigned-0000218	#D57533	chr13
unassigned-0000219	#D57533	chr13
unassigned-0000220	#D57533	chr13
unassigned-0000221	#D57533	chr13
unassigned-0000222	#D57533	chr13
unassigned-0000223	#D57533	chr13
unassigned-0000224	#D57533	chr13
unassigned-0000225	#D57533	chr13
unassigned-0000226	#808080	chr21
unassigned-0000227	#D57533	chr13
unassigned-0000228	#D57533	chr13
unassigned-0000229	#D57533	chr13
unassigned-0000230	#D57533	chr13
unassigned-0000231	#D57533	chr13
unassigned-0000232	#808080	chr21
unassigned-0000233	#E6B847	chr15
unassigned-0000234	#D57533	chr13
unassigned-0000235	#D57533	chr13
unassigned-0000236	#E6C47F	chr22
unassigned-0000237	#E6C47F	chr22
unassigned-0000238	#E6B847	chr15
unassigned-0000239	#E6C47F	chr22
unassigned-0000240	#D57533	chr13
unassigned-0000241	#D57533	chr13
unassigned-0000242	#E6C47F	chr22
unassigned-0000243	#E6B847	chr15
unassigned-0000244	#D57533	chr13
unassigned-0000245	#E6C47F	chr22
unassigned-0000246	#D57533	chr13
unassigned-0000247	#808080	chr21
unassigned-0000248	#808080	chr21
unassigned-0000249	#808080	chr21
unassigned-0000250	#808080	chr21
unassigned-0000251	#808080	chr21
unassigned-0000252	#E6C47F	chr22
unassigned-0000253	#D57533	chr13
unassigned-0000254	#E6B847	chr15
unassigned-0000255	#E6C47F	chr22
unassigned-0000256	#808080	chr21
unassigned-0000257	#808080	chr21
unassigned-0000258	#737373	chr14
unassigned-0000259	#737373	chr14
unassigned-0000260	#808080	chr21
unassigned-0000261	#737373	chr14
unassigned-0000262	#737373	chr14
unassigned-0000263	#737373	chr14
unassigned-0000264	#E6B847	chr15
unassigned-0000265	#D57533	chr13
unassigned-0000266	#D57533	chr13
unassigned-0000267	#D57533	chr13
unassigned-0000268	#D57533	chr13
unassigned-0000269	#E6C47F	chr22
unassigned-0000270	#808080	chr21
unassigned-0000271	#E6B847	chr15
unassigned-0000272	#D57533	chr13
unassigned-0000274	#808080	chr21
unassigned-0000275	#808080	chr21
unassigned-0000276	#737373	chr14
unassigned-0000277	#808080	chr21
unassigned-0000278	#56B4E9	chr2
unassigned-0000279	#E6C47F	chr22
unassigned-0000280	#E6C47F	chr22
unassigned-0000281	#D57533	chr13
unassigned-0000282	#808080	chr21
unassigned-0000283	#D57533	chr13
unassigned-0000285	#E6C47F	chr22
unassigned-0000286	#E6C47F	chr22
unassigned-0000288	#D57533	chr13
unassigned-0000289	#D57533	chr13
unassigned-0000290	#D57533	chr13
unassigned-0000291	#D57533	chr13
unassigned-0000292	#D57533	chr13
unassigned-0000293	#D57533	chr13
unassigned-0000296	#808080	chr21
unassigned-0000297	#D57533	chr13
unassigned-0000298	#D57533	chr13
unassigned-0000299	#D57533	chr13
unassigned-0000301	#808080	chr21
unassigned-0000302	#E6C47F	chr22
unassigned-0000303	#E6C47F	chr22
unassigned-0000304	#E6C47F	chr22
unassigned-0000305	#E6C47F	chr22
unassigned-0000306	#E6C47F	chr22
unassigned-0000307	#E6C47F	chr22
unassigned-0000308	#E6C47F	chr22
unassigned-0000309	#D57533	chr13
unassigned-0000310	#E6C47F	chr22
unassigned-0000311	#E6C47F	chr22
unassigned-0000312	#E6C47F	chr22
unassigned-0000313	#D57533	chr13
unassigned-0000314	#E6B847	chr15
unassigned-0000315	#E6C47F	chr22
unassigned-0000316	#737373	chr14
unassigned-0000317	#E6C47F	chr22
unassigned-0000318	#E6C47F	chr22
unassigned-0000320	#808080	chr21
unassigned-0000321	#808080	chr21
unassigned-0000323	#D57533	chr13
unassigned-0000324	#009E73	chr3
unassigned-0000325	#E6C47F	chr22
unassigned-0000326	#D57533	chr13
unassigned-0000327	#E6B847	chr15
unassigned-0000328	#00B28C	chr17
unassigned-0000329	#00B28C	chr17
unassigned-0000330	#D57533	chr13
unassigned-0000331	#D57533	chr13
unassigned-0000332	#E6C47F	chr22
unassigned-0000333	#D57533	chr13
unassigned-0000334	#D57533	chr13
unassigned-0000335	#D57533	chr13
unassigned-0000336	#737373	chr14
unassigned-0000337	#E6B847	chr15
unassigned-0000338	#D57533	chr13
unassigned-0000341	#E6B847	chr15
unassigned-0000342	#D57533	chr13
unassigned-0000343	#808080	chr21
unassigned-0000344	#808080	chr21
unassigned-0000345	#D57533	chr13
unassigned-0000346	#D57533	chr13
unassigned-0000347	#E6C47F	chr22
unassigned-0000348	#E6C47F	chr22
unassigned-0000350	#D57533	chr13
unassigned-0000351	#E6B847	chr15
unassigned-0000352	#E6C47F	chr22
unassigned-0000353	#E6B847	chr15
unassigned-0000354	#E6B847	chr15
unassigned-0000355	#808080	chr21
unassigned-0000356	#D57533	chr13
unassigned-0000357	#808080	chr21
unassigned-0000358	#E6B847	chr15
unassigned-0000359	#D57533	chr13
unassigned-0000360	#808080	chr21
unassigned-0000361	#D57533	chr13
unassigned-0000362	#E6B847	chr15
unassigned-0000363	#808080	chr21
unassigned-0000364	#808080	chr21
unassigned-0000366	#00B28C	chr17
unassigned-0000367	#00B28C	chr17
unassigned-0000368	#00B28C	chr17
unassigned-0000370	#E6C47F	chr22
unassigned-0000371	#E6C47F	chr22
unassigned-0000372	#D57533	chr13
unassigned-0000373	#E6C47F	chr22
unassigned-0000374	#808080	chr21
unassigned-0000375	#808080	chr21
unassigned-0000377	#D57533	chr13
unassigned-0000379	#E6B847	chr15
unassigned-0000380	#737373	chr14
unassigned-0000381	#D57533	chr13
unassigned-0000384	#808080	chr21
unassigned-0000385	#D57533	chr13
unassigned-0000386	#E6C47F	chr22
unassigned-0000387	#E6B847	chr15
unassigned-0000388	#E6B847	chr15
unassigned-0000389	#D57533	chr13
unassigned-0000390	#E6C47F	chr22
unassigned-0000391	#E6C47F	chr22
unassigned-0000392	#E6C47F	chr22
unassigned-0000393	#E6C47F	chr22
unassigned-0000394	#E6B847	chr15
unassigned-0000395	#808080	chr21
unassigned-0000396	#808080	chr21
unassigned-0000397	#808080	chr21
unassigned-0000398	#808080	chr21
unassigned-0000399	#808080	chr21
unassigned-0000400	#E6B847	chr15
unassigned-0000401	#808080	chr21
unassigned-0000402	#D57533	chr13
unassigned-0000403	#D57533	chr13
unassigned-0000404	#D57533	chr13
unassigned-0000405	#D57533	chr13
unassigned-0000406	#E6B847	chr15
unassigned-0000407	#D57533	chr13
unassigned-0000409	#D57533	chr13
unassigned-0000410	#D57533	chr13
unassigned-0000411	#D57533	chr13
unassigned-0000412	#D57533	chr13
unassigned-0000413	#D57533	chr13
unassigned-0000414	#D57533	chr13
unassigned-0000415	#808080	chr21
unassigned-0000416	#808080	chr21
unassigned-0000417	#D57533	chr13
unassigned-0000418	#D57533	chr13
unassigned-0000419	#808080	chr21
unassigned-0000420	#E6C47F	chr22
unassigned-0000421	#D57533	chr13
unassigned-0000422	#D57533	chr13
unassigned-0000423	#D57533	chr13
unassigned-0000424	#D57533	chr13
unassigned-0000425	#E6C47F	chr22
unassigned-0000426	#D57533	chr13
unassigned-0000427	#D57533	chr13
unassigned-0000428	#D57533	chr13
unassigned-0000429	#808080	chr21
unassigned-0000430	#D57533	chr13
unassigned-0000432	#E6C47F	chr22
unassigned-0000433	#E6C47F	chr22
unassigned-0000434	#E6C47F	chr22
unassigned-0000435	#E6B847	chr15
unassigned-0000436	#D57533	chr13
unassigned-0000438	#00B28C	chr17
unassigned-0000439	#00B28C	chr17
unassigned-0000441	#D57533	chr13
unassigned-0000442	#D57533	chr13
unassigned-0000443	#D57533	chr13
unassigned-0000444	#D57533	chr13
unassigned-0000445	#808080	chr21
unassigned-0000446	#D57533	chr13
unassigned-0000447	#D57533	chr13
unassigned-0000448	#D57533	chr13
unassigned-0000449	#D57533	chr13
unassigned-0000450	#E6B847	chr15
unassigned-0000451	#E6C47F	chr22
unassigned-0000452	#E6B847	chr15
unassigned-0000453	#D57533	chr13
unassigned-0000454	#D57533	chr13
unassigned-0000455	#737373	chr14
unassigned-0000456	#737373	chr14
unassigned-0000457	#737373	chr14
unassigned-0000458	#D57533	chr13
