sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T05	haplotype2-0000058	chr1	254177468	0	248387328	254177468	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000064	chr10	135406550	0	134758134	135406550	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000065	chr11	135549032	0	135127769	135549032	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000061	chr12	133260673	0	133324548	133260673	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000052	chr14	101147601	100000	101161492	101147601	1	100000	100000.0	100000	100000	0.01	scaffold
T2T05	haplotype2-0000055	chr16	95323737	0	96330374	95323737	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000041	chr17	82706441	13665	84276897	82706441	2	13665	6832.5	7500	6165	0.02	scaffold
T2T05	haplotype2-0000043	chr18	80890679	101500	80542538	80890679	2	101500	50750.0	100000	1500	0.02	scaffold
T2T05	haplotype2-0000039	chr19	60908203	0	61707364	60908203	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000060	chr2	242435029	0	242696752	242435029	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000050	chr20	68116444	0	66210255	68116444	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000047	chr21	43734801	100000	45090682	43734801	1	100000	100000.0	100000	100000	0.02	scaffold
T2T05	haplotype2-0000063	chr22	47525037	107500	51324926	47525037	2	107500	53750.0	100000	7500	0.04	scaffold
T2T05	haplotype2-0000059	chr3	201507838	0	201105948	201507838	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000062	chr4	191729628	0	193574945	191729628	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000057	chr5	183463549	0	182045439	183463549	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000040	chr6	172077296	9000	172126628	172077296	2	9000	4500.0	7500	1500	0.01	scaffold
T2T05	haplotype2-0000038	chr7	160572402	0	160567428	160572402	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000049	chr8	146201523	0	146259331	146201523	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000056	chr9	139266462	0	150617247	139266462	0	0	0.0	0	0	0.0	contig
T2T05	haplotype2-0000048	chrX	154822203	0	154259566	154822203	0	0	0.0	0	0	0.0	contig
