sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T00_hifiasm_herro	h1tg000002l	chr10	136753189	200	134758134	136753189	2	200	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000008l	chr11	136553807	0	135127769	136553807	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000009l	chr12	133816107	100	133324548	133816107	1	100	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000014l	chr14	103739189	0	101161492	103739189	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000013l	chr15	100823704	0	99753195	100823704	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000028l	chr16	92798820	100	96330374	92798820	1	100	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000027l	chr17	83980156	0	84276897	83980156	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000012l	chr18	80584820	100	80542538	80584820	1	100	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000006l	chr19	62213433	0	61707364	62213433	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000003l	chr3	201010674	0	201105948	201010674	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000018l	chr5	183070791	200	182045439	183070791	2	200	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000023l	chr6	172006892	0	172126628	172006892	0	0	0.0	0	0	0.0	contig
T2T00_hifiasm_herro	h1tg000017l	chr7	159502907	100	160567428	159502907	1	100	100.0	100	100	0.01	scaffold
T2T00_hifiasm_herro	h1tg000004l	chr9	136566723	0	150617247	136566723	0	0	0.0	0	0	0.0	contig
