C	J  inter-chromosomal misjoin
C	j  inter-chromosomal misjoin with both breakpoints ending in centromeres
C	G  long gap on the reference genome
C	g  long gap on the reference genome with both breakpoints ending in centromeres
C	M  closed inversion
C
G	h1tg000004l	136566723	71013506	74220409	-	chr9	150617247	76484998	79716935	3204232	3233175	60
G	h1tg000004l	136566723	92224042	94096028	-	chr9	150617247	42391682	44266330	1855564	1886417	60
M	h1tg000005l	65778014	45182724	53436346	-	chr8	146259331	12877821	21130469	8235697	8259156	60
M	h1tg000005l	65778014	57071054	58129874	+	chr8	146259331	10456845	11515002	1054888	1060079	60
M	h1tg000005l	65778014	58124297	59343955	-	chr8	146259331	6259939	7546133	1205782	1296518	60
G	h1tg000007l	152278575	46021021	49418753	+	chr4	193574945	45843699	49264638	3386023	3429098	60
G	h1tg000007l	152278575	53875224	58541883	+	chr4	193574945	55520289	60181367	4654890	4668899	60
G	h1tg000008l	136553807	78085762	80594081	-	chr11	135127769	54450846	56975119	2490306	2538180	60
G	h1tg000008l	136553807	86736888	90279907	-	chr11	135127769	46318029	49873023	3534552	3559977	60
G	h1tg000014l	103739189	8514261	11733296	+	chr14	101161492	6983642	10108189	3100081	3238768	60
G	h1tg000014l	103739189	17688590	19595713	+	chr14	101161492	14993165	16902190	1903042	1910996	60
G	h1tg000017l	159502907	91759253	96238351	-	chr7	160567428	64581299	69069573	4467123	4495667	60
G	h1tg000017l	159502907	100949497	102889519	-	chr7	160567428	56366188	58238127	1858383	1949911	60
G	h1tg000018l	183070791	128839470	130809906	-	chr5	182045439	50957092	52932924	1966845	1977011	60
G	h1tg000018l	183070791	136235208	137289955	-	chr5	182045439	45625978	46686347	1049964	1063499	60
G	h1tg000026l	46387300	30782183	32214549	-	chr22	51324926	19107667	20541478	1429571	1435267	60
G	h1tg000026l	46387300	34721586	37289372	-	chr22	51324926	15313818	17771441	2420977	2601637	60
G	h1tg000028l	92798820	27586890	31887999	+	chr16	96330374	27417817	31721851	4295048	4307440	60
G	h1tg000028l	92798820	36123148	37872340	+	chr16	96330374	37794989	39557879	1742599	1769042	60
G	h1tg000028l	92798820	36123148	37872340	+	chr16	96330374	37794989	39557879	1742599	1769042	60
G	h1tg000028l	92798820	48695769	51019081	+	chr16	96330374	52099387	54414630	2314145	2323916	60
# inter-chromosomal misjoins: 0,0
# intra-chromosomal gaps: 9,0
# candidate inversions in the middle: 1,0
# candidate inversions at contig ends: 0,0
