File name::assembly/qc/phased_hifiasm/T2T00_hifiasm_herro/haplotype2.mapped_T2T.paf, l.n::1979
h2tg000001l	65389538	802	65297785	+	chr20	66210255	2327	65909428
h2tg000004l	79435073	5111	79430393	-	chr18	80542538	163883	80538994
h2tg000005l	242951412	6809	242850712	-	chr2	242696752	440784	242694129
h2tg000006l	61545413	134211	61545413	+	chr19	61707364	152469	61310896
h2tg000007l	199618084	6432	199618084	+	chr3	201105948	2598	199955172
h2tg000010l	92252383	210748	92247038	+	chr16	96330374	26094	96327892
h2tg000011l	139237793	5482	139233358	+	chr9	150617247	3514	150500240
h2tg000012l	160912497	6315	160912497	+	chr7	160567428	3069	160560031
h2tg000013l	133649089	6411	133550440	-	chr12	133324548	95917	133322223
h2tg000014l	102257431	5393	102034497	-	chr14	101161492	634274	101159673
h2tg000015l	95615294	216573	95553094	+	chr15	99753195	4669410	99694390
h2tg000016l	43589170	0	43582589	-	chr21	45090682	3002	45049219
h2tg000017l	139419829	5859	139414641	+	chr11	135127769	2136	135125199
h2tg000019l	137462564	0	137462564	-	chr10	134758134	96267	134754919
h2tg000023l	183029518	6074	183025400	+	chr5	182045439	1828	182044327
h2tg000024l	173650754	104357	173642851	+	chr6	172126628	2875	172124041
h2tg000025l	85255751	2976	85049089	+	chr17	84276897	2180	83925851
h2tg000027l	52706904	176241	52702967	+	chrY	62460029	191858	62454237
