#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248384169	230286
syndip	chr2	0	3362	242588863	212557
syndip	chr3	0	5974	201100844	207594
syndip	chr4	0	2787	193500920	210514
syndip	chr5	0	2170	182043549	175370
syndip	chr6	0	2950	172122265	192866
syndip	chr7	0	3069	160563598	180764
syndip	chrX	0	5444	154255717	112640
syndip	chr9	0	3623	150614736	128992
syndip	chr8	0	2194	146250852	151353
syndip	chr11	0	2700	135087914	165796
syndip	chr10	0	3785	134670938	144277
syndip	chr12	0	3606	133322148	128389
syndip	chr13	0	4979691	113563480	104957
syndip	chr14	0	6029	101159358	120875
syndip	chr15	0	6091	99750821	153163
syndip	chr16	0	2326	96327458	130376
syndip	chr17	0	46727	84272854	102990
syndip	chr18	0	164177	80539376	92229
syndip	chr20	0	2716	66207320	90687
syndip	chr19	0	3151	61704292	91904
syndip	chr22	0	4614	51321978	101083
syndip	chr21	0	6038	45085554	59184
