sample	category	subcategory	sv_type	count	total_length	mean_length
T2T13	total	all_svs	all	60990	57678936	945.7113625184456
T2T13	sv_type	BND	BND	14	0	0.0
T2T13	sv_type	DEL	DEL	30792	28166276	914.7270719667446
T2T13	sv_type	DUP:TANDEM	DUP:TANDEM	42	614245	14624.880952380952
T2T13	sv_type	INS	INS	30109	28898415	959.7932511873527
T2T13	sv_type	INV	INV	33	0	0.0
T2T13	zygosity	ALT_HOM	all	12102	0	0
T2T13	zygosity	HET	all	48888	0	0
T2T13	zygosity	ALT_HOM	BND	2	0	0
T2T13	zygosity	HET	BND	12	0	0
T2T13	zygosity	ALT_HOM	DEL	6248	0	0
T2T13	zygosity	HET	DEL	24544	0	0
T2T13	zygosity	ALT_HOM	DUP:TANDEM	1	0	0
T2T13	zygosity	HET	DUP:TANDEM	41	0	0
T2T13	zygosity	ALT_HOM	INS	5843	0	0
T2T13	zygosity	HET	INS	24266	0	0
T2T13	zygosity	ALT_HOM	INV	8	0	0
T2T13	zygosity	HET	INV	25	0	0
T2T13	size_class	large (500bp-5kb)	all	14977	0	0
T2T13	size_class	massive (>50kb)	all	149	0	0
T2T13	size_class	medium (50-500bp)	all	30748	0	0
T2T13	size_class	small (<50bp)	all	13664	0	0
T2T13	size_class	very_large (5kb-50kb)	all	1452	0	0
T2T13	size_class	small (<50bp)	BND	14	0	0
T2T13	size_class	large (500bp-5kb)	DEL	8021	0	0
T2T13	size_class	massive (>50kb)	DEL	62	0	0
T2T13	size_class	medium (50-500bp)	DEL	15275	0	0
T2T13	size_class	small (<50bp)	DEL	6659	0	0
T2T13	size_class	very_large (5kb-50kb)	DEL	775	0	0
T2T13	size_class	large (500bp-5kb)	DUP:TANDEM	30	0	0
T2T13	size_class	massive (>50kb)	DUP:TANDEM	1	0	0
T2T13	size_class	medium (50-500bp)	DUP:TANDEM	11	0	0
T2T13	size_class	large (500bp-5kb)	INS	6926	0	0
T2T13	size_class	massive (>50kb)	INS	86	0	0
T2T13	size_class	medium (50-500bp)	INS	15462	0	0
T2T13	size_class	small (<50bp)	INS	6958	0	0
T2T13	size_class	very_large (5kb-50kb)	INS	677	0	0
T2T13	size_class	small (<50bp)	INV	33	0	0
T2T13	haplotype	both	all	12102	0	0
T2T13	haplotype	haplotype1	all	24848	0	0
T2T13	haplotype	haplotype2	all	24040	0	0
T2T13	haplotype	both	BND	2	0	0
