contig	color	chromosome
haplotype1-0000001	#808080	chr21
haplotype1-0000002	#E6C47F	chr22
haplotype1-0000003	#9467BD	chrX
haplotype1-0000004	#D58C66	chr20
haplotype1-0000005	#E69F00	chr1
haplotype1-0000006	#CC8DB3	chr11
haplotype1-0000007	#CCA0BF	chr18
haplotype1-0000008	#1A7FBA	chr12
haplotype1-0000009	#E6AB23	chr8
haplotype1-0000010	#E6B847	chr15
haplotype1-0000011	#0072B2	chr5
haplotype1-0000012	#666666	chr7
haplotype1-0000013	#5699E9	chr9
haplotype1-0000014	#D55E00	chr6
haplotype1-0000015	#00A880	chr10
haplotype1-0000016	#009E73	chr3
haplotype1-0000017	#5699E9	chr9
haplotype1-0000018	#00B28C	chr17
haplotype1-0000019	#5699E9	chr9
haplotype1-0000020	#E6B847	chr15
haplotype1-0000021	#338CC2	chr19
haplotype1-0000022	#567DE9	chr16
haplotype1-0000023	#CC79A7	chr4
haplotype1-0000024	#D57533	chr13
haplotype1-0000025	#56B4E9	chr2
haplotype1-0000026	#D57533	chr13
haplotype1-0000027	#737373	chr14
haplotype1-0000028	#00B28C	chr17
haplotype1-0000029	#00B28C	chr17
haplotype1-0000030	#00B28C	chr17
haplotype1-0000031	#00B28C	chr17
haplotype1-0000032	#00B28C	chr17
haplotype1-0000033	#00B28C	chr17
haplotype1-0000034	#338CC2	chr19
haplotype1-0000035	#00B28C	chr17
haplotype1-0000036	#E69F00	chr1
haplotype1-0000037	#CC8DB3	chr11
haplotype1-0000038	#CC8DB3	chr11
haplotype1-0000039	#0072B2	chr5
haplotype1-0000040	#E6AB23	chr8
haplotype1-0000041	#E69F00	chr1
haplotype1-0000042	#E69F00	chr1
haplotype1-0000043	#00B28C	chr17
haplotype1-0000044	#CC8DB3	chr11
haplotype1-0000045	#737373	chr14
haplotype1-0000046	#E69F00	chr1
haplotype1-0000047	#E69F00	chr1
haplotype1-0000048	#CC8DB3	chr11
haplotype1-0000049	#5699E9	chr9
haplotype1-0000050	#E69F00	chr1
haplotype1-0000051	#E69F00	chr1
haplotype1-0000052	#CC79A7	chr4
haplotype1-0000053	#567DE9	chr16
haplotype1-0000054	#666666	chr7
haplotype1-0000055	#666666	chr7
haplotype1-0000056	#00B28C	chr17
haplotype1-0000057	#00B28C	chr17
haplotype1-0000058	#D58C66	chr20
haplotype1-0000059	#00B28C	chr17
haplotype1-0000060	#737373	chr14
haplotype2-0000061	#808080	chr21
haplotype2-0000062	#9467BD	chrX
haplotype2-0000063	#D58C66	chr20
haplotype2-0000064	#CC8DB3	chr11
haplotype2-0000065	#D55E00	chr6
haplotype2-0000066	#00A880	chr10
haplotype2-0000067	#56B4E9	chr2
haplotype2-0000068	#E6AB23	chr8
haplotype2-0000069	#E6B847	chr15
haplotype2-0000070	#CC79A7	chr4
haplotype2-0000071	#0072B2	chr5
haplotype2-0000072	#666666	chr7
haplotype2-0000073	#D55E00	chr6
haplotype2-0000074	#E6C47F	chr22
haplotype2-0000075	#5699E9	chr9
haplotype2-0000076	#1A7FBA	chr12
haplotype2-0000077	#009E73	chr3
haplotype2-0000078	#5699E9	chr9
haplotype2-0000079	#00B28C	chr17
haplotype2-0000080	#338CC2	chr19
haplotype2-0000081	#E69F00	chr1
haplotype2-0000082	#5699E9	chr9
haplotype2-0000083	#5699E9	chr9
haplotype2-0000084	#567DE9	chr16
haplotype2-0000085	#D57533	chr13
haplotype2-0000086	#E6C47F	chr22
haplotype2-0000087	#737373	chr14
haplotype2-0000088	#CCA0BF	chr18
haplotype2-0000089	#D55E00	chr6
haplotype2-0000090	#D57533	chr13
haplotype2-0000091	#009E73	chr3
haplotype2-0000092	#5699E9	chr9
haplotype2-0000093	#CC8DB3	chr11
haplotype2-0000094	#5699E9	chr9
haplotype2-0000095	#CC79A7	chr4
haplotype2-0000096	#5699E9	chr9
haplotype2-0000097	#666666	chr7
haplotype2-0000098	#E6B847	chr15
haplotype2-0000099	#5699E9	chr9
haplotype2-0000100	#338CC2	chr19
haplotype2-0000101	#CC8DB3	chr11
haplotype2-0000102	#E69F00	chr1
haplotype2-0000103	#9467BD	chrX
haplotype2-0000104	#666666	chr7
haplotype2-0000105	#666666	chr7
haplotype2-0000106	#666666	chr7
haplotype2-0000107	#E6B847	chr15
haplotype2-0000108	#E6B847	chr15
haplotype2-0000109	#5699E9	chr9
haplotype2-0000110	#D57533	chr13
haplotype2-0000111	#567DE9	chr16
haplotype2-0000112	#00B28C	chr17
haplotype2-0000113	#D57533	chr13
unassigned-0000114	#808080	chr21
unassigned-0000115	#D57533	chr13
unassigned-0000116	#D57533	chr13
unassigned-0000117	#E6C47F	chr22
unassigned-0000118	#E6C47F	chr22
unassigned-0000120	#808080	chr21
unassigned-0000121	#808080	chr21
unassigned-0000122	#D57533	chr13
unassigned-0000123	#E6C47F	chr22
unassigned-0000124	#737373	chr14
unassigned-0000125	#E6B847	chr15
unassigned-0000126	#9467BD	chrX
unassigned-0000127	#567DE9	chr16
unassigned-0000128	#E6C47F	chr22
unassigned-0000129	#E6B847	chr15
