sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T00_trio	pat-0000546	chr11	137904309	0	135127769	137904309	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000547	chr12	133650674	0	133324548	133650674	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000549	chr16	92123731	0	96330374	92123731	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000526	chr17	83903942	107500	84276897	83903942	2	107500	53750.0	100000	7500	0.02	scaffold
T2T00_trio	pat-0000522	chr18	78991454	0	80542538	78991454	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000541	chr19	62556020	24000	61707364	62556020	4	24000	6000.0	7500	1500	0.06	scaffold
T2T00_trio	pat-0000527	chr2	242536137	0	242696752	242536137	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000543	chr20	64017609	0	66210255	64017609	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000538	chr22	50008979	10500	51324926	50008979	3	10500	3500.0	7500	1500	0.06	scaffold
T2T00_trio	pat-0000525	chr3	200801971	107500	201105948	200801971	2	107500	53750.0	100000	7500	0.01	scaffold
T2T00_trio	pat-0000548	chr4	191981312	1500	193574945	191981312	1	1500	1500.0	1500	1500	0.01	scaffold
T2T00_trio	pat-0000542	chr5	183811778	0	182045439	183811778	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000550	chr6	172114744	7500	172126628	172114744	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_trio	pat-0000528	chr7	159256209	0	160567428	159256209	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000540	chr8	145735669	0	146259331	145735669	0	0	0.0	0	0	0.0	contig
T2T00_trio	pat-0000535	chrY	52830333	1500	62460029	52830333	1	1500	1500.0	1500	1500	0.02	scaffold
