sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T00_trio	mat-0000002	chr1	245230229	22500	248387328	245230229	3	22500	7500.0	7500	7500	0.01	scaffold
T2T00_trio	mat-0000005	chr10	136390942	7500	134758134	136390942	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_trio	mat-0000024	chr11	136550068	0	135127769	136550068	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000025	chr12	133724857	0	133324548	133724857	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000028	chr16	92814533	0	96330374	92814533	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000007	chr17	83844993	0	84276897	83844993	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000004	chr18	79952054	0	80542538	79952054	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000016	chr19	61710203	0	61707364	61710203	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000008	chr2	242843052	0	242696752	242843052	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000018	chr20	65611341	0	66210255	65611341	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000006	chr3	200623751	0	201105948	200623751	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000027	chr4	191860935	10500	193574945	191860935	3	10500	3500.0	7500	1500	0.02	scaffold
T2T00_trio	mat-0000026	chr5	182049177	0	182045439	182049177	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000009	chr7	159877451	7500	160567428	159877451	1	7500	7500.0	7500	7500	0.01	scaffold
T2T00_trio	mat-0000017	chr8	145923315	0	146259331	145923315	0	0	0.0	0	0	0.0	contig
T2T00_trio	mat-0000012	chrX	154313583	7500	154259566	154313583	1	7500	7500.0	7500	7500	0.01	scaffold
