#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	376607	251205	8764	0	1	251205	251205.0	251205	251205	251205	248380941	248380941.0	248380941	248380941	248380941	259969	217047	208760	0.9662882882189799	0.9618193294539892	248380941
syndip	chr2	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	353569	237911	580	0	1	237911	237911.0	237911	237911	237911	242690911	242690911.0	242690911	242690911	242690911	238491	197339	196817	0.9975680423999228	0.9973548056897015	242690911
syndip	chr3	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	304244	205593	0	0	1	205593	205593.0	205593	205593	205593	201098384	201098384.0	201098384	201098384	201098384	205593	172779	172779	1.0	1.0	201098384
syndip	chr4	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	330785	223627	3146	0	1	223627	223627.0	223627	223627	223627	193487794	193487794.0	193487794	193487794	193487794	226773	191860	188971	0.9861270962592549	0.9849421453142917	193487794
syndip	chr5	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	273279	186815	1	0	1	186815	186815.0	186815	186815	186815	182042449	182042449.0	182042449	182042449	182042449	186816	156912	156911	0.9999946471394313	0.9999936270011216	182042449
syndip	chr6	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	300303	203233	834	0	1	203233	203233.0	203233	203233	203233	172115959	172115959.0	172115959	172115959	172115959	204067	173156	172395	0.9959131069697698	0.9956051190833699	172115959
syndip	chr7	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	281447	187889	21	0	1	187889	187889.0	187889	187889	187889	160562362	160562362.0	160562362	160562362	160562362	187910	157242	157224	0.999888244372306	0.9998855267676575	160562362
syndip	chrX	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	128963	128943	20	0	1	128943	128943.0	128943	128943	128943	154251204	154251204.0	154251204	154251204	154251204	128963	100281	100278	0.9998449167590704	0.9999700840637807	154251204
syndip	chr9	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	232762	156997	3303	0	1	156997	156997.0	156997	156997	156997	150610674	150610674.0	150610674	150610674	150610674	160300	128694	125847	0.9793948845913911	0.9778777565387664	150610674
syndip	chr8	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	238574	150845	1377	0	1	150845	150845.0	150845	150845	150845	146240505	146240505.0	146240505	146240505	146240505	152222	128601	127324	0.9909540013927027	0.9900700616635951	146240505
syndip	chr11	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	274603	190362	429	0	1	190362	190362.0	190362	190362	190362	135123648	135123648.0	135123648	135123648	135123648	190791	166665	166246	0.9977514662641319	0.9974859748597485	135123648
syndip	chr10	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	220546	150340	727	0	1	150340	150340.0	150340	150340	150340	134751250	134751250.0	134751250	134751250	134751250	151067	125236	124592	0.9951875657820702	0.9948577086460763	134751250
syndip	chr12	assembly/variants/T2T00_trio/phased_verkko/small_variants.dip.vcf.gz	205151	138297	0	0	1	138297	138297.0	138297	138297	138297	133319650	133319650.0	133319650	133319650	133319650	138297	114138	114138	1.0	1.0	133319650
