read_id	filename	runid	sample_name	read_length	mean_quality	channel	read_number	start_time
e1db28a6-8c5f-485d-9c1c-c2b608773d22	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	67281	33.00	0	0	
1b0c421f-ac59-4b83-8139-85c588d14e70	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	71331	33.00	0	0	
9523faca-b983-4368-9cae-f0d316ca09e5	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	71174	33.00	0	0	
2873d232-cd8d-4053-94b4-7accf094c60b	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	73378	33.00	0	0	
d02c7bfc-9316-4cfd-907b-547fbc910b58	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	72424	33.00	0	0	
6d131703-037e-4b3d-8331-63137a350297	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	69438	33.00	0	0	
3972880a-7246-4d66-a8fa-90c21e244df6	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	71184	33.00	0	0	
620d2d41-16b1-4d0a-a3e9-0857cb1ae4a2	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	73405	33.00	0	0	
1d952fd0-a2f2-47fc-b22c-bc88ae30edb7	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	82170	33.00	0	0	
9f6589d6-e707-4538-b623-4fc4db72e4a4:1	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	28994	33.00	0	0	
195a91cf-3e33-4f7b-9ddf-081a372661fe	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	24678	33.00	0	0	
b831a483-532d-4bdc-9580-5871838ff6e6	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	24047	33.00	0	0	
dc5578b1-de57-41a6-8dce-b37fed31e3cf	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	73782	33.00	0	0	
f574bd00-630c-4f01-abcc-ddeacf8160dc	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	75277	33.00	0	0	
4db5b45d-75ad-4d75-8203-495857cc8c97	assembly/input/published/published.HQ_herro.35x.chr19.fastq.gz		published_HQ_herro.35x.chr19	73764	33.00	0	0	
