sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
TUE_02_05UL	haplotype1-0000018	chr1	244947113	17240	248387328	244947113	1	17240	17240.0	17240	17240	0.0	scaffold
TUE_02_05UL	haplotype2-0000057	chr1	247178934	1500	248387328	247178934	1	1500	1500.0	1500	1500	0.0	scaffold
TUE_02_05UL	haplotype1-0000012	chr10	136463154	0	134758134	136463154	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000052	chr10	136481718	0	134758134	136481718	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000019	chr11	137900790	0	135127769	137900790	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000015	chr12	133771610	7500	133324548	133771610	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_05UL	haplotype2-0000066	chr12	133651388	0	133324548	133651388	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000062	chr14	102011147	100000	101161492	102011147	1	100000	100000.0	100000	100000	0.01	scaffold
TUE_02_05UL	haplotype1-0000010	chr16	92122864	0	96330374	92122864	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000051	chr16	92812901	0	96330374	92812901	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000006	chr17	83890797	7500	84276897	83890797	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_05UL	haplotype2-0000048	chr17	84048758	0	84276897	84048758	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000011	chr18	79369012	0	80542538	79369012	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000053	chr18	79951943	0	80542538	79951943	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000023	chr19	61710219	0	61707364	61710219	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000064	chr19	62447447	0	61707364	62447447	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000021	chr2	242843742	0	242696752	242843742	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000061	chr2	242536068	0	242696752	242536068	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000016	chr20	64999937	0	66210255	64999937	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000055	chr20	65609910	0	66210255	65609910	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000047	chr22	49713508	100000	51324926	49713508	1	100000	100000.0	100000	100000	0.02	scaffold
TUE_02_05UL	haplotype1-0000017	chr3	200624666	0	201105948	200624666	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000056	chr3	200624005	0	201105948	200624005	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000014	chr4	192036582	0	193574945	192036582	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000059	chr4	191661356	7500	193574945	191661356	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_05UL	haplotype1-0000013	chr5	183809457	0	182045439	183809457	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000054	chr5	182048408	0	182045439	182048408	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000004	chr6	172014456	0	172126628	172014456	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000046	chr6	172881271	0	172126628	172881271	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000024	chr7	159954342	0	160567428	159954342	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000063	chr7	159505510	7500	160567428	159505510	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_05UL	haplotype1-0000009	chr8	145735132	0	146259331	145735132	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000050	chr8	145925427	0	146259331	145925427	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype1-0000025	chr9	136367531	0	150617247	136367531	0	0	0.0	0	0	0.0	contig
TUE_02_05UL	haplotype2-0000068	chr9	138890814	49302	150617247	138890814	8	49302	6162.8	38802	1500	0.06	scaffold
TUE_02_05UL	haplotype2-0000067	chrX	154386495	100000	154259566	154386495	1	100000	100000.0	100000	100000	0.01	scaffold
TUE_02_05UL	haplotype1-0000020	chrY	52213653	100000	62460029	52213653	1	100000	100000.0	100000	100000	0.02	scaffold
