#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	2746	248384169	230445
syndip	chr2	0	3349	242694079	233451
syndip	chr3	0	2645	201088028	216360
syndip	chr4	0	20155	193527134	207018
syndip	chr5	0	2016	182043943	192176
syndip	chr6	0	6389	172122265	204799
syndip	chr7	0	3387	160565278	185089
syndip	chrX	0	37080	154256998	132492
syndip	chr9	0	3553	150614665	160121
syndip	chr8	0	6213	146237558	161253
syndip	chr11	0	2529	135125490	177211
syndip	chr10	0	2817	134754977	146873
syndip	chr12	0	3059	133322753	130836
syndip	chr13	0	88	113563497	114315
syndip	chr14	0	6029	101160036	146993
syndip	chr15	0	143462	99750925	144141
syndip	chr16	0	2565	96327822	132642
syndip	chr17	0	2381	84273322	103189
syndip	chr18	0	164068	80539663	99551
syndip	chr20	0	2629	66207586	95332
syndip	chr19	0	1842	61703957	88299
syndip	chr22	0	308	51321978	113964
syndip	chr21	0	2709	45086332	61790
