contig	color	chromosome
haplotype1-0000001	#D57533	chr13
haplotype1-0000002	#CC8DB3	chr11
haplotype1-0000003	#E6B847	chr15
haplotype1-0000004	#338CC2	chr19
haplotype1-0000005	#666666	chr7
haplotype1-0000006	#E6C47F	chr22
haplotype1-0000007	#00B28C	chr17
haplotype1-0000008	#1A7FBA	chr12
haplotype1-0000009	#D55E00	chr6
haplotype1-0000010	#D57533	chr13
haplotype1-0000011	#5699E9	chr9
haplotype1-0000012	#E6AB23	chr8
haplotype1-0000013	#00A880	chr10
haplotype1-0000014	#CCA0BF	chr18
haplotype1-0000015	#567DE9	chr16
haplotype1-0000016	#009E73	chr3
haplotype1-0000017	#737373	chr14
haplotype1-0000018	#0072B2	chr5
haplotype1-0000019	#E6B847	chr15
haplotype1-0000020	#D58C66	chr20
haplotype1-0000021	#56B4E9	chr2
haplotype1-0000022	#E69F00	chr1
haplotype1-0000023	#CC79A7	chr4
haplotype1-0000024	#808080	chr21
haplotype1-0000025	#8C564B	chrY
haplotype1-0000026	#666666	chr7
haplotype1-0000027	#737373	chr14
haplotype1-0000028	#E69F00	chr1
haplotype1-0000029	#E69F00	chr1
haplotype1-0000030	#E69F00	chr1
haplotype1-0000031	#E69F00	chr1
haplotype1-0000032	#567DE9	chr16
haplotype1-0000033	#567DE9	chr16
haplotype1-0000034	#567DE9	chr16
haplotype1-0000035	#567DE9	chr16
haplotype1-0000036	#0072B2	chr5
haplotype1-0000037	#0072B2	chr5
haplotype1-0000038	#0072B2	chr5
haplotype1-0000039	#0072B2	chr5
haplotype1-0000040	#338CC2	chr19
haplotype2-0000041	#CC8DB3	chr11
haplotype2-0000042	#E6B847	chr15
haplotype2-0000043	#338CC2	chr19
haplotype2-0000044	#666666	chr7
haplotype2-0000045	#E6C47F	chr22
haplotype2-0000046	#00B28C	chr17
haplotype2-0000047	#1A7FBA	chr12
haplotype2-0000048	#D55E00	chr6
haplotype2-0000049	#D57533	chr13
haplotype2-0000050	#5699E9	chr9
haplotype2-0000051	#E6AB23	chr8
haplotype2-0000052	#00A880	chr10
haplotype2-0000053	#0072B2	chr5
haplotype2-0000054	#CCA0BF	chr18
haplotype2-0000055	#567DE9	chr16
haplotype2-0000056	#009E73	chr3
haplotype2-0000057	#737373	chr14
haplotype2-0000058	#56B4E9	chr2
haplotype2-0000059	#9467BD	chrX
haplotype2-0000060	#E69F00	chr1
haplotype2-0000061	#E6C47F	chr22
haplotype2-0000062	#CC79A7	chr4
haplotype2-0000063	#D58C66	chr20
haplotype2-0000064	#808080	chr21
haplotype2-0000065	#00B28C	chr17
haplotype2-0000066	#00B28C	chr17
haplotype2-0000067	#00B28C	chr17
haplotype2-0000068	#00B28C	chr17
haplotype2-0000069	#666666	chr7
haplotype2-0000070	#D55E00	chr6
haplotype2-0000071	#D55E00	chr6
haplotype2-0000072	#D55E00	chr6
haplotype2-0000073	#D55E00	chr6
haplotype2-0000074	#D55E00	chr6
haplotype2-0000075	#D55E00	chr6
haplotype2-0000076	#D55E00	chr6
haplotype2-0000077	#D55E00	chr6
unassigned-0000078	#D57533	chr13
unassigned-0000081	#E6C47F	chr22
unassigned-0000082	#D57533	chr13
unassigned-0000083	#D57533	chr13
unassigned-0000084	#D57533	chr13
unassigned-0000085	#737373	chr14
