sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
HG005	HG005#2#CM099979.1	chr10	134814461	0	134758134	134814461	0	0	0.0	0	0	0.0	contig
HG005	HG005#2#CM099980.1	chr11	134978464	442996	135127769	134978464	1	442996	442996.0	442996	442996	0.01	scaffold
HG005	HG005#2#CM099981.1	chr17	85189087	294499	84276897	85189087	2	294499	147249.5	294399	100	0.02	scaffold
HG005	HG005#2#CM099982.1	chr19	63280514	1158882	61707364	63280514	2	1158882	579441.0	1158782	100	0.03	scaffold
HG005	HG005#2#CM099973.1	chr2	242296380	32737	242696752	242296380	1	32737	32737.0	32737	32737	0.0	scaffold
HG005	HG005#2#CM099974.1	chr3	200852347	0	201105948	200852347	0	0	0.0	0	0	0.0	contig
HG005	HG005#2#CM099975.1	chr6	172083328	702432	172126628	172083328	3	702432	234144.0	702232	100	0.02	scaffold
HG005	HG005#2#CM099976.1	chr7	160679575	4799	160567428	160679575	3	4799	1599.7	4599	100	0.02	scaffold
HG005	HG005#2#CM099977.1	chr8	145152378	0	146259331	145152378	0	0	0.0	0	0	0.0	contig
HG005	HG005#2#CM099978.1	chr9	133010346	0	150617247	133010346	0	0	0.0	0	0	0.0	contig
