#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3197	248383964	231251
syndip	chr2	0	3155	242693993	225000
syndip	chr3	0	2726	201100844	203719
syndip	chr4	0	3392	193542895	213674
syndip	chr5	0	1934	182043549	173047
syndip	chr6	0	2950	172119794	201705
syndip	chr7	0	3069	160563749	187751
syndip	chrX	0	102025	154255808	134752
syndip	chr9	0	3587	150614258	165711
syndip	chr8	0	2357	146253953	151894
syndip	chr11	0	1831	135120967	159766
syndip	chr10	0	2366	134753911	138696
syndip	chr12	0	2988	133322801	130072
syndip	chr13	0	5370216	113563587	108967
syndip	chr14	0	6159	101160009	148369
syndip	chr15	0	149504	99750687	154047
syndip	chr16	0	2303	96312172	110982
syndip	chr17	0	2260	84274127	88556
syndip	chr18	0	163996	80522628	88829
syndip	chr20	0	2827	66207543	92188
syndip	chr19	0	2197	61703597	91942
syndip	chr22	0	4614	51322042	108431
syndip	chr21	0	3033	45085525	61350
