#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
syndip	chr1	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	361953	224807	239	0	1	224807	224807.0	224807	224807	224807	248380972	248380972.0	248380972	248380972	248380972	225046	185218	185002	0.9989379948988207	0.9988338066494618	248380972
syndip	chr2	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	358450	215474	640	0	1	215474	215474.0	215474	215474	215474	242690033	242690033.0	242690033	242690033	242690033	216114	177579	177003	0.9970385999981491	0.9967563732198064	242690033
syndip	chr3	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	338710	211849	2832	0	1	211849	211849.0	211849	211849	211849	201085615	201085615.0	201085615	201085615	201085615	214681	180546	177868	0.9868083342261309	0.9851672150033787	201085615
syndip	chr4	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	325989	207283	1451	0	1	207283	207283.0	207283	207283	207283	193463841	193463841.0	193463841	193463841	193463841	208734	174714	173302	0.9930485689921144	0.9919182206348661	193463841
syndip	chr5	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	277472	164307	30	0	1	164307	164307.0	164307	164307	164307	182041796	182041796.0	182041796	182041796	182041796	164337	135489	135464	0.9998174482922287	0.999815483175756	182041796
syndip	chr6	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	310134	194604	2	0	1	194604	194604.0	194604	194604	194604	172121018	172121018.0	172121018	172121018	172121018	194606	163838	163836	0.9999897228245789	0.9999877928197366	172121018
syndip	chr7	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	286554	183218	9	0	1	183218	183218.0	183218	183218	183218	160562355	160562355.0	160562355	160562355	160562355	183227	152546	152537	0.999950880601658	0.9999410014028556	160562355
syndip	chrX	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	139862	139862	0	0	1	139862	139862.0	139862	139862	139862	154252994	154252994.0	154252994	154252994	154252994	139862	113643	113643	1.0	1.0	154252994
syndip	chr9	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	224731	140208	2669	0	1	140208	140208.0	140208	140208	140208	150572438	150572438.0	150572438	150572438	150572438	142877	119118	116656	0.9813195965760759	0.9793314192649306	150572438
syndip	chr8	assembly/variants/NA18747/phased_hprc/small_variants.dip.vcf.gz	246025	149094	504	0	1	149094	149094.0	149094	149094	149094	146248177	146248177.0	146248177	146248177	146248177	149598	125557	125087	0.9966309710022861	0.9962566802328823	146248177
