sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
NA18747	NA18747#2#CM087245.1	chr10	135096941	0	134758134	135096941	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087246.1	chr11	133566931	0	135127769	133566931	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087247.1	chr12	134694534	0	133324548	134694534	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087248.1	chr16	91807289	25058	96330374	91807289	1	25058	25058.0	25058	25058	0.01	scaffold
NA18747	NA18747#2#CM087249.1	chr18	82070459	0	80542538	82070459	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087250.1	chr19	62176649	20800	61707364	62176649	1	20800	20800.0	20800	20800	0.02	scaffold
NA18747	NA18747#2#CM087242.1	chr6	170333381	23163	172126628	170333381	1	23163	23163.0	23163	23163	0.01	scaffold
NA18747	NA18747#2#CM087243.1	chr8	146031643	0	146259331	146031643	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087244.1	chr9	136453876	0	150617247	136453876	0	0	0.0	0	0	0.0	contig
NA18747	NA18747#2#CM087251.1	chrX	155137050	0	154259566	155137050	0	0	0.0	0	0	0.0	contig
