sample	category	subcategory	var_type	count	percentage
NA20827	total	all_variants	all	5366341	100.0
NA20827	variant_type	DEL	DEL	596610	11.117631175506737
NA20827	variant_type	INS	INS	485893	9.054456285949774
NA20827	variant_type	MNV	MNV	2203	0.0410521806199047
NA20827	variant_type	SNV	SNV	4281635	79.78686035792359
NA20827	ti_tv	transitions	SNV	2682565	1.6775782173388283
NA20827	ti_tv	transversions	SNV	1599070	1.6775782173388283
NA20827	zygosity	HET	all	3888524	72.4613661338331
NA20827	zygosity	HOM_ALT	all	1477817	27.53863386616691
NA20827	zygosity	HET	DEL	466360	78.16831766145388
NA20827	zygosity	HOM_ALT	DEL	130250	21.83168233854612
NA20827	zygosity	HET	INS	374600	77.09516292681722
NA20827	zygosity	HOM_ALT	INS	111293	22.90483707318278
NA20827	zygosity	HET	MNV	2203	100.0
NA20827	zygosity	HET	SNV	3045361	71.12612354859768
NA20827	zygosity	HOM_ALT	SNV	1236274	28.873876451402325
NA20827	haplotype	both	all	1477817	27.53863386616691
NA20827	haplotype	haplotype1	all	1884572	35.11837954390151
NA20827	haplotype	haplotype2	all	2003952	37.34298658993158
NA20827	haplotype	both	DEL	130250	21.83168233854612
NA20827	haplotype	haplotype1	DEL	226903	38.0320477363772
NA20827	haplotype	haplotype2	DEL	239457	40.13626992507668
NA20827	haplotype	both	INS	111293	22.90483707318278
NA20827	haplotype	haplotype1	INS	181601	37.37468948924969
NA20827	haplotype	haplotype2	INS	192999	39.720473437567534
NA20827	haplotype	haplotype1	MNV	1062	48.20699046754426
NA20827	haplotype	haplotype2	MNV	1141	51.79300953245575
NA20827	haplotype	both	SNV	1236274	28.873876451402325
NA20827	haplotype	haplotype1	SNV	1475006	34.449596941355345
NA20827	haplotype	haplotype2	SNV	1570355	36.67652660724233
NA20827	phasing	phased	all	5366341	100.0
NA20827	phasing	phased	DEL	596610	100.0
NA20827	phasing	phased	INS	485893	100.0
NA20827	phasing	phased	MNV	2203	100.0
NA20827	phasing	phased	SNV	4281635	100.0
NA20827	allelic	biallelic	all	5010241	93.36419359112662
NA20827	allelic	multiallelic	all	356100	6.635806408873384
NA20827	allelic	biallelic	DEL	463419	77.6753658168653
NA20827	allelic	multiallelic	DEL	133191	22.324634183134712
NA20827	allelic	biallelic	INS	389342	80.1291642398635
NA20827	allelic	multiallelic	INS	96551	19.87083576013649
NA20827	allelic	multiallelic	MNV	2203	100.0
NA20827	allelic	biallelic	SNV	4157480	97.10028995932628
NA20827	allelic	multiallelic	SNV	124155	2.8997100406737144
NA20827	filter	PASS	all	4906095	91.42346712592435
NA20827	filter	GAP1	all	262089	4.883942336128099
NA20827	filter	GAP2	all	176556	3.2900630056867426
NA20827	filter	HET1	all	8496	0.15832016638525206
NA20827	filter	HET2	all	13105	0.24420736587555655
NA20827	indel_size	11-20bp	all	62108	1.1573621579396465
NA20827	indel_size	1bp	all	483420	9.00837274411
NA20827	indel_size	2-5bp	all	376839	7.022270854572977
NA20827	indel_size	21-50bp	all	32585	0.6072107605536062
