sample	category	subcategory	sv_type	count	total_length	mean_length
NA20827	total	all_svs	all	65350	66034572	1010.4754705432288
NA20827	sv_type	BND	BND	6	0	0.0
NA20827	sv_type	DEL	DEL	33575	32764055	975.8467609828741
NA20827	sv_type	DUP:TANDEM	DUP:TANDEM	32	40305	1259.53125
NA20827	sv_type	INS	INS	31702	33230212	1048.2055390827077
NA20827	sv_type	INV	INV	35	0	0.0
NA20827	zygosity	ALT_HOM	all	10194	0	0
NA20827	zygosity	HET	all	55156	0	0
NA20827	zygosity	HET	BND	6	0	0
NA20827	zygosity	ALT_HOM	DEL	5282	0	0
NA20827	zygosity	HET	DEL	28293	0	0
NA20827	zygosity	HET	DUP:TANDEM	32	0	0
NA20827	zygosity	ALT_HOM	INS	4908	0	0
NA20827	zygosity	HET	INS	26794	0	0
NA20827	zygosity	ALT_HOM	INV	4	0	0
NA20827	zygosity	HET	INV	31	0	0
NA20827	size_class	large (500bp-5kb)	all	16895	0	0
NA20827	size_class	massive (>50kb)	all	171	0	0
NA20827	size_class	medium (50-500bp)	all	32559	0	0
NA20827	size_class	small (<50bp)	all	14005	0	0
NA20827	size_class	very_large (5kb-50kb)	all	1720	0	0
NA20827	size_class	small (<50bp)	BND	6	0	0
NA20827	size_class	large (500bp-5kb)	DEL	9076	0	0
NA20827	size_class	massive (>50kb)	DEL	72	0	0
NA20827	size_class	medium (50-500bp)	DEL	16620	0	0
NA20827	size_class	small (<50bp)	DEL	6931	0	0
NA20827	size_class	very_large (5kb-50kb)	DEL	876	0	0
NA20827	size_class	large (500bp-5kb)	DUP:TANDEM	20	0	0
NA20827	size_class	medium (50-500bp)	DUP:TANDEM	12	0	0
NA20827	size_class	large (500bp-5kb)	INS	7799	0	0
NA20827	size_class	massive (>50kb)	INS	99	0	0
NA20827	size_class	medium (50-500bp)	INS	15927	0	0
NA20827	size_class	small (<50bp)	INS	7033	0	0
NA20827	size_class	very_large (5kb-50kb)	INS	844	0	0
NA20827	size_class	small (<50bp)	INV	35	0	0
NA20827	haplotype	both	all	10194	0	0
NA20827	haplotype	haplotype1	all	25833	0	0
NA20827	haplotype	haplotype2	all	29323	0	0
NA20827	haplotype	haplotype1	BND	4	0	0
NA20827	haplotype	haplotype2	BND	2	0	0
NA20827	haplotype	both	DEL	5282	0	0
NA20827	haplotype	haplotype1	DEL	13179	0	0
NA20827	haplotype	haplotype2	DEL	15114	0	0
NA20827	haplotype	haplotype1	DUP:TANDEM	18	0	0
NA20827	haplotype	haplotype2	DUP:TANDEM	14	0	0
NA20827	haplotype	both	INS	4908	0	0
NA20827	haplotype	haplotype1	INS	12622	0	0
NA20827	haplotype	haplotype2	INS	14172	0	0
NA20827	haplotype	both	INV	4	0	0
NA20827	haplotype	haplotype1	INV	10	0	0
NA20827	haplotype	haplotype2	INV	21	0	0
NA20827	phasing	phased	all	65350	0	0
NA20827	chromosome	chr1	all	8259	0	0
NA20827	chromosome	chr2	all	3519	0	0
NA20827	chromosome	chr3	all	3036	0	0
NA20827	chromosome	chr4	all	2377	0	0
NA20827	chromosome	chr5	all	2694	0	0
NA20827	chromosome	chr6	all	2260	0	0
NA20827	chromosome	chr7	all	2570	0	0
NA20827	chromosome	chr8	all	2428	0	0
NA20827	chromosome	chr9	all	6154	0	0
NA20827	chromosome	chrX	all	1026	0	0
NA20827	chromosome	chrY	all	800	0	0
NA20827	chromosome	chr10	all	2665	0	0
NA20827	chromosome	chr11	all	1960	0	0
NA20827	chromosome	chr12	all	2138	0	0
NA20827	chromosome	chr13	all	2546	0	0
NA20827	chromosome	chr14	all	1876	0	0
NA20827	chromosome	chr15	all	2722	0	0
NA20827	chromosome	chr16	all	4908	0	0
NA20827	chromosome	chr17	all	1967	0	0
NA20827	chromosome	chr18	all	1814	0	0
NA20827	chromosome	chr19	all	1637	0	0
NA20827	chromosome	chr20	all	1836	0	0
NA20827	chromosome	chr21	all	1782	0	0
NA20827	chromosome	chr22	all	2376	0	0
NA20827	chromosome	chr1	DEL	4572	0	0
NA20827	chromosome	chr2	DEL	1795	0	0
NA20827	chromosome	chr3	DEL	1506	0	0
