chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	16326714	16334213	N_region_windowed	7500	+	chr1	16319772	16334879	LOC124904557	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16662578	16666459	LOC105376832	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16667135	16669711	PDE4DIPP9	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16669375	16669448	MIR3675	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16670624	16670697	TRV-CAC11-2	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16672347	16672418	TRG-CCC1-2	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16677656	16683758	LOC124903860	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16682654	16684524	LOC112267871	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16683011	16683083	TRE-TTC3-1	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16684135	16684279	RNU1-5P	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16697762	16700042	LOC107985101	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16698965	16700095	LOC105376805	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16700105	16700179	TRN-GTT4-1	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16706419	16706583	RNU1-2	0
chr1	16665866	16765862	N_region_windowed	100000	+	chr1	16724528	16783391	CROCC	0
chr1	142725465	142732965	N_region_windowed	7500	+	chr1	142522964	143403515	LOC124904398	0
chr1	182579016	182586519	N_region_windowed	7500	+	chr1	182318190	182319584	KRT18P28	259433
chr1	205329314	205329315	N_region	1500	+	chr1	205411349	205429867	LOC105372873	82035
chr1	221434707	221436207	N_region_windowed	1500	+	chr1	221702048	221703848	CICP13	265842
chr1	227936465	227937963	N_region_windowed	1500	+	chr1	227936943	227937064	RNA5S4	0
chr10	37705088	37706588	N_region	1500	-	chr10	37721031	37724267	LOC105376498	14444
chr10	42937258	42976950	N_region_windowed	100000	-	chr10	43025544	43025957	KSR1P1	48595
chr10	81641775	81707715	N_region_windowed	100000	-	chr10	81276926	81306214	PRXL2A	335562
chr10	104129782	104137314	N_region_windowed	7500	-	chr10	104132201	104134331	RPEL1	0
chr10	126864769	126871639	N_region	7500	-	chr10	126779040	126892088	FANK1	0
chr11	11719759	11810224	N_region_windowed	100000	-	chr11	11203625	11316071	LINC02752	403689
chr11	24019275	24019276	N_region	7500	+	chr11	24628113	25216277	LUZP2	608838
chr11	67740442	67747931	N_region_windowed	7500	-	chr11	67746643	67752170	EVA1CP4	0
chr11	67971888	67984429	N_region	7500	-	chr11	67977860	67978883	OR7E1P	0
chr11	67971888	67984429	N_region	7500	-	chr11	67981692	67982684	LOC124902697	0
chr11	101792644	101892558	N_region_windowed	100000	+	chr11	102112537	102235509	YAP1	219980
chr11	128094608	128204049	N_region_windowed	100000	-	chr11	127974229	127974901	DNAJB6P1	119708
chr12	86070155	86085667	N_region_windowed	7500	-	chr12	85015740	85253151	LRRIQ1	817005
chr12	111955797	112055820	N_region_windowed	100000	+	chr12	111619067	111662877	BRAP	292921
chr12	119909314	119918805	N_region_windowed	7500	-	chr12	120326838	120356341	MSI1	408034
chr12	122334228	122394505	N_region_windowed	60260	+	chr12	122074569	122143121	MLXIP	191108
chr13	29796756	29800250	N_region	7533	-	chr13	29679117	29839654	HMGB1	0
chr13	108914648	108922472	N_region_windowed	7500	-	chr13	108981230	109015226	IRS2	58759
chr14	6877269	6973499	N_region_windowed	100000	-	chr14	6805486	6885307	LOC105376065	0
chr14	6877269	6973499	N_region_windowed	100000	-	chr14	6891856	6891951	LOC124900471	0
chr14	6877269	6973499	N_region_windowed	100000	-	chr14	6897240	6897524	RN7SL52P	0
chr14	76887767	76891296	N_region_windowed	1500	-	chr14	75167790	75358539	TSHR	1529229
chr15	15679717	15688240	N_region_windowed	7500	+	chr15	15095266	15095422	RNA5-8SN2	584296
chr15	16145474	16145475	N_region	1500	+	chr15	16565882	16566923	LOC107987371	420408
chr15	20650477	20716557	N_region_windowed	66710	-	chr15	20766462	20778834	ELMO2P1	49906
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	20961118	20963483	ABCB10P3	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	20972544	20985981	GOLGA8DP	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	20977139	20977429	RN7SL106P	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	21000674	21001863	MPHOSPH10P5	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	21006516	21016292	GOLGA6L1	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	21025272	21036087	LOC102723564	0
chr15	20955927	21053494	N_region_windowed	100000	-	chr15	21036331	21051824	LOC102723534	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28327416	28336121	LOC105376710	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28333462	28355687	LOC101927788	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28345230	28358930	GOLGA8R	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28345427	28345951	LOC100288482	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28353894	28354185	RN7SL196P	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28360895	28364343	DNM1P29	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28365750	28393905	ULK4P2	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28374377	28374510	LOC124900358	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28384389	28418971	ARHGAP11B-DT	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28397222	28410934	GOLGA8H	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28405915	28406152	RN7SL628P	0
chr15	28323211	28435270	N_region_windowed	100000	-	chr15	28419320	28443019	ARHGAP11B	0
chr15	38444868	38456994	N_region_windowed	7500	-	chr15	37941635	37942082	MTND4P37	502787
chr15	42973055	43084912	N_region_windowed	100000	-	chr15	43023397	43024113	H3P39	0
chr15	76551027	76557560	N_region	7500	-	chr15	76555957	76592307	LOC105370913	0
chr15	80308746	80352669	N_region_windowed	100000	-	chr15	80307463	80309001	LOC102724034	0
chr15	80308746	80352669	N_region_windowed	100000	-	chr15	80310839	80318830	UBE2Q2P6	0
chr15	80308746	80352669	N_region_windowed	100000	-	chr15	80323594	80334138	CSPG4P10	0
chr15	80308746	80352669	N_region_windowed	100000	-	chr15	80335604	80378148	GOLGA2P10	0
chr15	80308746	80352669	N_region_windowed	100000	-	chr15	80351899	80357853	LOC105370926	0
chr15	81670323	81769186	N_region_windowed	100000	-	chr15	81918945	81920008	LOC642677	149760
chr15	99591459	99690258	N_region_windowed	100000	-	chr15	99638184	99640294	LOC105376730	0
chr15	99591459	99690258	N_region_windowed	100000	-	chr15	99642466	99643404	OR4F28P	0
chr15	99591459	99690258	N_region_windowed	100000	-	chr15	99653859	99654366	WBP1LP5	0
chr15	99591459	99690258	N_region_windowed	100000	-	chr15	99653859	99654366	WBP1LP9	0
chr16	14763634	14862400	N_region_windowed	100000	-	chr16	14740933	14763869	NPIPA2	0
chr16	14763634	14862400	N_region_windowed	100000	-	chr16	14746577	14768392	LOC105376749	0
chr16	14763634	14862400	N_region_windowed	100000	-	chr16	14820821	14823097	ABCC6P2	0
chr16	14763634	14862400	N_region_windowed	100000	-	chr16	14832115	14894560	NOMO1	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18325161	18343979	NPIPA8	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18325161	18366727	PKD1P4-NPIPA8	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18341644	18366565	PKD1P4	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18352760	18354293	LOC100288162	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18354040	18354107	MIR6511A4	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18372371	18388448	NPIPA9	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18372386	18415647	PKD1P5-LOC105376752	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18388797	18415736	PKD1P5	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18393627	18393687	MIR6770-3	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18399934	18401468	LOC100288162	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18412922	18413007	MIR4516	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18415899	18415993	MIR3180-3	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18419421	18419486	MIR3670-4	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18421690	18429896	LOC105379460	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18425613	18425697	MIR3179-4	0
chr16	18330584	18432207	N_region_windowed	100000	-	chr16	18431047	18493293	NOMO2	0
chr16	29133282	29235109	N_region_windowed	100000	-	chr16	29066947	29067051	LOC124903792	66232
chr16	33126017	33219399	N_region_windowed	100000	-	chr16	33140822	33143978	ABHD17AP9	0
chr16	33126017	33219399	N_region_windowed	100000	-	chr16	33154062	33155666	LOC107987232	0
chr16	33126017	33219399	N_region_windowed	100000	-	chr16	33156757	33189803	HERC2P8	0
chr16	33126017	33219399	N_region_windowed	100000	-	chr16	33208631	33218059	LOC101929814	0
chr16	33756055	33764493	N_region	5178	-	chr16	33748499	33800020	LOC647211	0
chr16	35900057	35903158	N_region_windowed	7500	-	chr16	35841971	35844892	BCLAF1P2	55166
chr16	35976158	35984154	N_region_windowed	7500	-	chr16	35841971	35844892	BCLAF1P2	131267
chr16	37217716	37249797	N_region_windowed	47745	-	chr16	38016788	38017878	LOC101929923	766992
chr16	71116584	71135136	N_region_windowed	7500	-	chr16	72515190	72545899	DYNC1LI2	1380055
chr17	7322073	7322074	N_region	2792	+	chr17	7363417	7388296	ZBTB4	41344
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37109491	37174991	LOC100420851	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37113571	37124462	TBC1D3L	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37142757	37144647	CCL3L3	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37158944	37160755	CCL4L2	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37173205	37185726	LOC105371747	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37189619	37189727	YWHAEP6	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37197388	37198261	LOC100420853	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37201560	37212525	TBC1D3I	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37212509	37213366	LOC102724956	0
chr17	37123144	37223155	N_region_windowed	100000	+	chr17	37222121	37262197	LOC101929950	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37109491	37174991	LOC100420851	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37142757	37144647	CCL3L3	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37158944	37160755	CCL4L2	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37173205	37185726	LOC105371747	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37189619	37189727	YWHAEP6	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37197388	37198261	LOC100420853	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37201560	37212525	TBC1D3I	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37212509	37213366	LOC102724956	0
chr17	37142028	37242043	N_region_windowed	100000	+	chr17	37222121	37262197	LOC101929950	0
chr17	39061009	39152195	N_region_windowed	91184	+	chr17	39064272	39105387	LOC101060212	0
chr17	39061009	39152195	N_region_windowed	91184	+	chr17	39129757	39158583	LOC105371760	0
chr17	52447418	52547431	N_region_windowed	100000	+	chr17	52369626	52370458	RPL7P48	76961
chr17	76107820	76115317	N_region_windowed	7500	+	chr17	76669659	76673005	H3-3B	554343
chr17	79649807	79657323	N_region_windowed	7500	+	chr17	79062640	79067058	SYNGR2	582750
chr18	4905676	4913177	N_region_windowed	7500	+	chr18	3655539	4615578	DLGAP1	290099
chr18	11175229	11176372	N_region_windowed	1500	-	chr18	10832367	11311713	PIEZO2	0
chr18	15474980	15476480	N_region	1500	-	chr18	15474787	15491495	LOC644669	0
chr18	16762002	16857280	N_region_windowed	100000	+	chr18	15474787	15491495	LOC644669	1270508
chr19	1500847	1598774	N_region_windowed	100000	-	chr19	1580116	1623781	TCF3	0
chr19	23303315	23304815	N_region_windowed	1500	+	chr19	23439805	23533307	ZNF91	134991
chr19	38104683	38125547	N_region	17776	-	chr19	37926818	37928960	EEF1A1P7	175724
chr19	57813782	57870909	N_region_windowed	100000	-	chr19	57817387	57829560	KIR3DL3	0
chr19	57813782	57870909	N_region_windowed	100000	-	chr19	57831204	57845749	KIR2DP1	0
chr19	57813782	57870909	N_region_windowed	100000	-	chr19	57847619	57862148	KIR2DL3	0
chr19	57813782	57870909	N_region_windowed	100000	-	chr19	57863692	57865335	LOC101928804	0
chr19	57813782	57870909	N_region_windowed	100000	-	chr19	57864063	57878595	KIR2DL1	0
chr2	955197	962710	N_region_windowed	7500	+	chr2	950781	1369232	SNTG2	0
chr2	39707276	39714775	N_region_windowed	7500	+	chr2	38465528	38522651	LINC02613	1184626
chr2	62850540	62858041	N_region_windowed	7500	+	chr2	62680197	63053564	EHBP1	0
chr2	121044575	121144622	N_region_windowed	100000	+	chr2	122084933	122163835	NIFK-AS1	940312
chr2	144927257	144928761	N_region_windowed	1500	+	chr2	143325957	143504091	KYNU	1423167
chr2	220379382	220420895	N_region_windowed	41526	+	chr2	218685944	218687514	HMGB1P9	1691869
chr20	28153024	28283886	N_region_windowed	100000	-	chr20	29530702	29544804	FAM242A	1246817
chr20	36726798	36816939	N_region_windowed	92997	-	chr20	36086400	36234950	ITCH	491849
chr21	10904354	10904355	N_region	1500	+	chr21	10795863	10796910	EIF3FP1	107445
chr21	35107981	35119932	N_region	15556	-	chr21	34843221	34958721	CLDN14	149261
chr21	44446625	44487761	N_region_windowed	58510	-	chr21	44540974	44566185	SPATC1L	53214
chr22	20542609	20647870	N_region_windowed	100000	-	chr22	20621206	20649434	RTN4R	0
chr22	22522597	22622062	N_region_windowed	100000	-	chr22	22439628	23345823	IGL	0
chr22	22522597	22622062	N_region_windowed	100000	-	chr22	22531026	22531551	ABHD17AP5	0
chr22	25693094	25693095	N_region	1500	+	chr22	25672858	25693033	CRYBB2	62
chr22	42705435	42747173	N_region	25344	-	chr22	42639510	42824539	TCF20	0
chr3	15627272	15670983	N_region_windowed	43712	+	chr3	15376663	15378170	HMGN2P7	249103
chr3	71595972	71603469	N_region_windowed	7500	+	chr3	70991207	71623253	FOXP1	0
chr3	91671861	91679360	N_region_windowed	7500	+	chr3	91568650	91708493	LOC101930420	0
chr3	91859210	91867054	N_region_windowed	7500	+	chr3	91568650	91708493	LOC101930420	150718
chr3	108886104	108924632	N_region_windowed	38499	+	chr3	109097078	109351655	LOC101929485	172447
chr4	671881	771918	N_region_windowed	100000	+	chr4	705457	767880	PCGF3	0
chr4	671881	771918	N_region_windowed	100000	+	chr4	712795	732427	LOC124900172	0
chr4	671881	771918	N_region_windowed	100000	+	chr4	745516	779631	LOC124900163	0
chr4	3984014	3984015	N_region	1500	+	chr4	3987961	4005995	LOC105374359	3947
chr4	17703346	17803366	N_region_windowed	100000	+	chr4	17823533	18004228	LCORL	20168
chr4	31709450	31710950	N_region_windowed	1500	+	chr4	30709347	31135781	PCDH7	573670
chr4	50320815	50392390	N_region_windowed	68649	+	chr4	49436061	49453521	LOC107987323	867295
chr4	55054248	55055752	N_region_windowed	1500	+	chr4	56359860	56853303	SCFD2	1304109
chr4	81866166	81873662	N_region_windowed	7500	+	chr4	81398138	81879833	FRAS1	0
chr4	88418929	88426430	N_region_windowed	7500	+	chr4	88576148	88578863	LOC100526736	149719
chr4	103805138	103806639	N_region_windowed	1500	+	chr4	103265977	103353188	H2AZ1-DT	451951
chr4	103990536	103992039	N_region_windowed	1500	+	chr4	103265977	103353188	H2AZ1-DT	637349
chr4	129522488	129522489	N_region	1500	+	chr4	126227196	126623517	SPATA5	2898972
chr4	142671617	142708063	N_region_windowed	36399	+	chr4	142376820	142497524	ELF2	174094
chr5	6362226	6362227	N_region	2217	+	chr5	6564114	6605062	SRD5A1	201888
chr5	17424167	17431667	N_region_windowed	7500	+	chr5	17437671	17438268	TAF11L2	6005
chr5	94913411	94913413	N_region	7500	+	chr5	94634906	95102987	KIAA0825	0
chr5	107044394	107045894	N_region_windowed	1500	+	chr5	107048620	107049018	LOC100289569	2727
chr6	58540420	58547920	N_region_windowed	7500	+	chr6	57800229	58017709	LOC101927293	522712
chr6	58999285	59016283	N_region_windowed	7500	-	chr6	57800229	58017709	LOC101927293	981577
chr6	171682092	171782052	N_region_windowed	100000	+	chr6	171649393	171778062	FAM120B	0
chr6	171682092	171782052	N_region_windowed	100000	+	chr6	171754428	171759661	LOC124901475	0
chr6	172089524	172122254	N_region_windowed	35236	-	chr6	172065652	172113407	LOC101927506	0
chr6	172089524	172122254	N_region_windowed	35236	-	chr6	172104073	172110409	LOC124905335	0
chr7	2019524	2020751	N_region_windowed	1500	+	chr7	1928870	2346389	MAD1L1	0
chr7	6866879	6867429	N_region_windowed	1500	-	chr7	6854399	6870733	PMS2CL	0
chr7	16002789	16014270	N_region	7500	-	chr7	14277078	15107587	DGKB	895203
chr7	21310056	21310057	N_region	7500	+	chr7	21356070	21357623	ASS1P11	46014
chr7	43805545	43810184	N_region_windowed	7500	-	chr7	44034203	44085026	URGCP	224020
chr7	61483535	61569703	N_region_windowed	100000	+	chr7	59939597	59940916	LOC101060796	1542620
chr7	68678998	68779037	N_region_windowed	100000	+	chr7	68555743	68559794	LINC01372	119205
chr7	101277118	101377466	N_region_windowed	100000	+	chr7	101379358	101380492	RPL7P60	1893
chr7	124557332	124564833	N_region_windowed	7500	+	chr7	124768954	124851361	IQUB	204122
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144888060	144888577	RPL26P22	0
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144900403	144901696	PAICSP6	0
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144927139	144929747	CTAGE6	0
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144930105	144930208	RNU6-162P	0
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144953398	144964419	TCAF1P1	0
chr7	144884922	144985011	N_region_windowed	100000	+	chr7	144956986	144980411	LOC112267988	0
chr8	20886804	20888304	N_region	1500	-	chr8	20930414	21214668	LOC105379315	42111
chr8	41697560	41697712	N_region_windowed	1500	-	chr8	41764090	41784671	GOLGA7	66379
chr8	69774919	69880584	N_region_windowed	100000	-	chr8	69558018	69560168	LOC100129096	214752
chr8	106645009	106660353	N_region_windowed	17751	-	chr8	107343809	107345463	SLC16A14P1	683457
chr8	143563768	143578558	N_region	14790	-	chr8	143591906	143688308	ADGRB1	13349
chr9	40950080	41050097	N_region_windowed	100000	+	chr9	41016074	41017533	ATP5F1AP7	0
chr9	40950080	41050097	N_region_windowed	100000	+	chr9	41019255	41019808	SDR42E1P2	0
chr9	40950080	41050097	N_region_windowed	100000	+	chr9	41041715	41043285	FKBP4P2	0
chr9	77132503	77232519	N_region_windowed	100000	+	chr9	77088314	77157015	PGM5P2	0
chr9	77132503	77232519	N_region_windowed	100000	+	chr9	77124837	77171784	FRG1HP	0
chr9	77132503	77232519	N_region_windowed	100000	+	chr9	77172213	77218624	LOC107986997	0
chr9	78289522	78324480	N_region	32166	-	chr9	78298384	78299334	LOC105379435	0
chr9	112768215	112775130	N_region_windowed	6604	+	chr9	112903191	112904354	ACTG1P19	128062
chr9	112955540	112957040	N_region_windowed	1500	+	chr9	112977657	113024603	LOC105376179	20618
chr9	138324916	138326416	N_region_windowed	1500	+	chr9	137636608	137907172	MAPKAP1	417745
chrX	33520625	33522125	N_region_windowed	1500	-	chrX	30717371	32937500	DMD	583126
chrX	60250784	60347815	N_region_windowed	100000	-	chrX	61200211	61201705	SSBL2P	852397
chrX	87405494	87409494	N_region_windowed	7500	-	chrX	87808371	87808633	SRIP2	398878
chrX	93225382	93318212	N_region_windowed	92822	+	chrX	93945647	93946152	CALM1P1	627436
chrX	100774848	100780741	N_region_windowed	7500	-	chrX	100691760	100771287	NXF2	3562
chrX	112793300	112794248	N_region_windowed	1500	-	chrX	112992592	113318748	HTR2C	198345
chrX	113719673	113729398	N_region_windowed	7500	-	chrX	114111177	114112582	EEF1GP5	381780
chrX	114336590	114344383	N_region	7500	-	chrX	114326891	114378688	DANT2	0
chrX	151732946	151746960	N_region	7500	-	chrX	151669232	151687599	PNMA6E	45348
