sample	category	subcategory	sv_type	count	total_length	mean_length
T2T00	total	all_svs	all	60713	64414273	1060.9634345197899
T2T00	sv_type	BND	BND	16	0	0.0
T2T00	sv_type	DEL	DEL	30800	30969131	1005.4912662337663
T2T00	sv_type	DUP:TANDEM	DUP:TANDEM	21	132084	6289.714285714285
T2T00	sv_type	INS	INS	29846	33313058	1116.1649132212021
T2T00	sv_type	INV	INV	30	0	0.0
T2T00	zygosity	ALT_HOM	all	9889	0	0
T2T00	zygosity	HET	all	50824	0	0
T2T00	zygosity	HET	BND	16	0	0
T2T00	zygosity	ALT_HOM	DEL	5303	0	0
T2T00	zygosity	HET	DEL	25497	0	0
T2T00	zygosity	ALT_HOM	DUP:TANDEM	1	0	0
T2T00	zygosity	HET	DUP:TANDEM	20	0	0
T2T00	zygosity	ALT_HOM	INS	4580	0	0
T2T00	zygosity	HET	INS	25266	0	0
T2T00	zygosity	ALT_HOM	INV	5	0	0
T2T00	zygosity	HET	INV	25	0	0
T2T00	size_class	large (500bp-5kb)	all	15932	0	0
T2T00	size_class	massive (>50kb)	all	183	0	0
T2T00	size_class	medium (50-500bp)	all	29307	0	0
T2T00	size_class	small (<50bp)	all	13575	0	0
T2T00	size_class	very_large (5kb-50kb)	all	1716	0	0
T2T00	size_class	small (<50bp)	BND	16	0	0
T2T00	size_class	large (500bp-5kb)	DEL	8495	0	0
T2T00	size_class	massive (>50kb)	DEL	74	0	0
T2T00	size_class	medium (50-500bp)	DEL	14584	0	0
T2T00	size_class	small (<50bp)	DEL	6787	0	0
T2T00	size_class	very_large (5kb-50kb)	DEL	860	0	0
T2T00	size_class	large (500bp-5kb)	DUP:TANDEM	14	0	0
T2T00	size_class	massive (>50kb)	DUP:TANDEM	1	0	0
T2T00	size_class	medium (50-500bp)	DUP:TANDEM	5	0	0
T2T00	size_class	very_large (5kb-50kb)	DUP:TANDEM	1	0	0
T2T00	size_class	large (500bp-5kb)	INS	7423	0	0
T2T00	size_class	massive (>50kb)	INS	108	0	0
T2T00	size_class	medium (50-500bp)	INS	14718	0	0
T2T00	size_class	small (<50bp)	INS	6742	0	0
T2T00	size_class	very_large (5kb-50kb)	INS	855	0	0
T2T00	size_class	small (<50bp)	INV	30	0	0
T2T00	haplotype	both	all	9889	0	0
T2T00	haplotype	haplotype1	all	25390	0	0
T2T00	haplotype	haplotype2	all	25434	0	0
T2T00	haplotype	haplotype1	BND	10	0	0
T2T00	haplotype	haplotype2	BND	6	0	0
T2T00	haplotype	both	DEL	5303	0	0
T2T00	haplotype	haplotype1	DEL	12842	0	0
T2T00	haplotype	haplotype2	DEL	12655	0	0
T2T00	haplotype	both	DUP:TANDEM	1	0	0
T2T00	haplotype	haplotype1	DUP:TANDEM	13	0	0
T2T00	haplotype	haplotype2	DUP:TANDEM	7	0	0
T2T00	haplotype	both	INS	4580	0	0
T2T00	haplotype	haplotype1	INS	12510	0	0
T2T00	haplotype	haplotype2	INS	12756	0	0
T2T00	haplotype	both	INV	5	0	0
T2T00	haplotype	haplotype1	INV	15	0	0
T2T00	haplotype	haplotype2	INV	10	0	0
T2T00	phasing	phased	all	60713	0	0
T2T00	chromosome	chr1	all	4911	0	0
T2T00	chromosome	chr2	all	3396	0	0
T2T00	chromosome	chr3	all	2869	0	0
T2T00	chromosome	chr4	all	2257	0	0
T2T00	chromosome	chr5	all	2686	0	0
T2T00	chromosome	chr6	all	2148	0	0
T2T00	chromosome	chr7	all	2533	0	0
T2T00	chromosome	chr8	all	2334	0	0
T2T00	chromosome	chr9	all	5989	0	0
T2T00	chromosome	chrX	all	978	0	0
T2T00	chromosome	chrY	all	1190	0	0
T2T00	chromosome	chr10	all	2657	0	0
T2T00	chromosome	chr11	all	2084	0	0
T2T00	chromosome	chr12	all	1977	0	0
T2T00	chromosome	chr13	all	1970	0	0
T2T00	chromosome	chr14	all	1861	0	0
T2T00	chromosome	chr15	all	3472	0	0
T2T00	chromosome	chr16	all	4157	0	0
T2T00	chromosome	chr17	all	2472	0	0
T2T00	chromosome	chr18	all	1677	0	0
T2T00	chromosome	chr19	all	1616	0	0
T2T00	chromosome	chr20	all	1784	0	0
T2T00	chromosome	chr21	all	1446	0	0
T2T00	chromosome	chr22	all	2249	0	0
T2T00	chromosome	chr1	DEL	2490	0	0
T2T00	chromosome	chr2	DEL	1702	0	0
