#sample	chromosome	phase_set	from	to	variants
syndip	chr1	0	3211	248384152	250971
syndip	chr2	0	3155	242694066	237915
syndip	chr3	0	2460	201100844	204568
syndip	chr4	0	3022	193490816	223305
syndip	chr5	0	1855	182044304	186577
syndip	chr6	0	8047	172124006	208206
syndip	chr7	0	3065	160565562	187730
syndip	chrX	0	4804	154256551	127983
syndip	chr9	0	3545	150614219	157270
syndip	chr8	0	2183	146242688	150612
syndip	chr11	0	1837	135125485	188189
syndip	chr10	0	3727	134723423	149963
syndip	chr12	0	10156	133322669	138039
syndip	chr13	0	2742	113562614	103317
syndip	chr14	0	2510	101095371	147943
syndip	chr15	0	6091	99749463	158713
syndip	chr16	0	3666	96327872	129642
syndip	chr17	0	2260	84237411	94836
syndip	chr18	0	163949	80539281	94104
syndip	chr20	0	2374	66206087	84381
syndip	chr19	0	2210	61703957	86023
syndip	chr22	0	4599	51322042	119675
syndip	chr21	0	2581	44970919	79336
