sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
TUE_02_04UL_02DX	haplotype1-0000021	chr10	136485363	0	134758134	136485363	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000024	chr11	136553014	0	135127769	136553014	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000019	chr12	133727524	0	133324548	133727524	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000012	chr14	102619395	100000	101161492	102619395	1	100000	100000.0	100000	100000	0.01	scaffold
TUE_02_04UL_02DX	haplotype1-0000008	chr16	92127007	0	96330374	92127007	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000020	chr17	83920794	107500	84276897	83920794	2	107500	53750.0	100000	7500	0.02	scaffold
TUE_02_04UL_02DX	haplotype1-0000022	chr18	79495838	7500	80542538	79495838	1	7500	7500.0	7500	7500	0.01	scaffold
TUE_02_04UL_02DX	haplotype1-0000018	chr19	62490036	15000	61707364	62490036	2	15000	7500.0	7500	7500	0.03	scaffold
TUE_02_04UL_02DX	haplotype1-0000007	chr2	242944485	15000	242696752	242944485	2	15000	7500.0	7500	7500	0.01	scaffold
TUE_02_04UL_02DX	haplotype1-0000004	chr20	65410912	7500	66210255	65410912	1	7500	7500.0	7500	7500	0.02	scaffold
TUE_02_04UL_02DX	haplotype1-0000010	chr22	49716237	100000	51324926	49716237	1	100000	100000.0	100000	100000	0.02	scaffold
TUE_02_04UL_02DX	haplotype1-0000016	chr3	200625963	0	201105948	200625963	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000023	chr4	191774443	0	193574945	191774443	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000009	chr5	183812202	0	182045439	183812202	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000025	chr6	172015248	0	172126628	172015248	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000001	chr7	159957003	0	160567428	159957003	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000011	chr8	145736612	0	146259331	145736612	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000014	chr9	136369279	0	150617247	136369279	0	0	0.0	0	0	0.0	contig
TUE_02_04UL_02DX	haplotype1-0000002	chrY	53303495	200000	62460029	53303495	2	200000	100000.0	100000	100000	0.04	scaffold
