sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T04_hifiasm_porec	h1tg000012l	chr1	251280945	0	248387328	251280945	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000005l	chr10	134292424	0	134758134	134292424	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000023l	chr11	134556221	100	135127769	134556221	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h1tg000007l	chr12	134079882	0	133324548	134079882	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000002l	chr14	101474763	0	101161492	101474763	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000006l	chr16	92880003	100	96330374	92880003	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h1tg000019l	chr17	84748934	100	84276897	84748934	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h1tg000009l	chr18	80003582	0	80542538	80003582	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000020l	chr19	61571069	100	61707364	61571069	1	100	100.0	100	100	0.02	scaffold
T2T04_hifiasm_porec	h1tg000003l	chr2	242215857	25142	242696752	242215857	1	25142	25142.0	25142	25142	0.0	scaffold
T2T04_hifiasm_porec	h1tg000010l	chr20	66505469	0	66210255	66505469	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000025l	chr21	46519338	0	45090682	46519338	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000011l	chr3	202915012	0	201105948	202915012	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000004l	chr4	191276788	0	193574945	191276788	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000013l	chr5	182840028	0	182045439	182840028	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000008l	chr6	172724170	100	172126628	172724170	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h1tg000001l	chr7	160836181	100	160567428	160836181	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h1tg000024l	chr8	145979348	0	146259331	145979348	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000018l	chr9	134878328	0	150617247	134878328	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000022l	chrX	154346757	0	154259566	154346757	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h1tg000021l	chrY	51891989	0	62460029	51891989	0	0	0.0	0	0	0.0	contig
