C	J  inter-chromosomal misjoin
C	j  inter-chromosomal misjoin with both breakpoints ending in centromeres
C	G  long gap on the reference genome
C	g  long gap on the reference genome with both breakpoints ending in centromeres
C	M  closed inversion
C
G	h1tg000004l	191276788	45087548	49178231	+	chr4	193574945	44995075	49087297	4080090	4098733	60
G	h1tg000004l	191276788	53122151	54296751	+	chr4	193574945	55520291	56694422	1172502	1175209	60
G	h1tg000006l	92880003	38516249	40223970	+	chr16	96330374	37846465	39557879	1700573	1718161	60
G	h1tg000006l	92880003	48591118	50704557	+	chr16	96330374	52161870	54277851	2112714	2116380	60
G	h1tg000011l	202915012	104998817	106226878	-	chr3	201105948	95142521	96225364	1024845	1284519	60
G	h1tg000011l	202915012	112168394	115533039	-	chr3	201105948	87646622	91152308	3347533	3516208	60
G	h1tg000012l	251280945	102871830	106128212	-	chr1	248387328	142399374	145602144	3188171	3268768	60
G	h1tg000012l	251280945	129287653	130370677	-	chr1	248387328	120588838	121638947	1048068	1083982	60
M	h1tg000018l	134878328	32939426	38959998	+	chr9	150617247	32917726	38937220	6007651	6029132	60
M	h1tg000018l	134878328	40804239	43129411	-	chr9	150617247	41957665	44282876	2323537	2325733	60
M	h1tg000018l	134878328	43328587	45218460	+	chr9	150617247	43086733	44971840	1881524	1890906	60
G	h1tg000018l	134878328	47483214	48556202	+	chr9	150617247	47527314	48600645	1068753	1077152	60
G	h1tg000018l	134878328	60755615	62052222	+	chr9	150617247	76527034	77846299	1291500	1323396	60
M	h1tg000019l	84748934	63893051	65732897	-	chr17	84276897	19097050	20933405	1834158	1841312	60
M	h1tg000019l	84748934	66387717	68033122	+	chr17	84276897	16767175	18399147	1628487	1647228	60
M	h1tg000019l	84748934	68035516	70141767	-	chr17	84276897	14613710	16716173	2098070	2108515	60
G	h1tg000025l	46519338	29797880	33864660	-	chr21	45090682	11303874	15326087	4015248	4069157	60
G	h1tg000025l	46519338	38181953	40433401	-	chr21	45090682	6702491	8868096	2149730	2265370	60
# inter-chromosomal misjoins: 0,0
# intra-chromosomal gaps: 6,0
# candidate inversions in the middle: 2,0
# candidate inversions at contig ends: 2,0
