sample	contig	chromosome	contig_length	gap_length	ref_length	motif_length	n_gaps	total_gap_length_bed	mean_gap_size	max_gap_size	min_gap_size	gap_density	classification
T2T04_hifiasm_porec	h2tg000001l	chr1	250993051	0	248387328	250993051	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000020l	chr10	134280580	0	134758134	134280580	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000009l	chr11	135038754	0	135127769	135038754	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000015l	chr12	134376221	100	133324548	134376221	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h2tg000017l	chr16	92309893	0	96330374	92309893	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000016l	chr17	83582463	100	84276897	83582463	1	100	100.0	100	100	0.01	scaffold
T2T04_hifiasm_porec	h2tg000004l	chr18	80260528	0	80542538	80260528	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000018l	chr19	62432901	0	61707364	62432901	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000003l	chr2	242234679	0	242696752	242234679	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000012l	chr20	65529095	0	66210255	65529095	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000002l	chr22	46829960	0	51324926	46829960	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000006l	chr3	200661322	100	201105948	200661322	1	100	100.0	100	100	0.0	scaffold
T2T04_hifiasm_porec	h2tg000007l	chr4	193722121	0	193574945	193722121	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000013l	chr5	184945998	0	182045439	184945998	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000014l	chr6	172331526	0	172126628	172331526	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000011l	chr8	145310557	0	146259331	145310557	0	0	0.0	0	0	0.0	contig
T2T04_hifiasm_porec	h2tg000008l	chr9	133707696	0	150617247	133707696	0	0	0.0	0	0	0.0	contig
