#sample	chromosome	dataset_name0	dataset_name1	file_name0	file_name1	intersection_blocks	covered_variants	all_assessed_pairs	all_switches	all_switch_rate	all_switchflips	all_switchflip_rate	blockwise_hamming	blockwise_hamming_rate	blockwise_diff_genotypes	blockwise_diff_genotypes_rate	largestblock_assessed_pairs	largestblock_switches	largestblock_switch_rate	largestblock_switchflips	largestblock_switchflip_rate	largestblock_hamming	largestblock_hamming_rate	largestblock_diff_genotypes	largestblock_diff_genotypes_rate	het_variants0	only_snvs
SAMPLE	chr1	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	30129	30128	1738	0.05768720127456187	948/395	0.044576473712161446	14969	0.4968302963921803	0	0.0	30128	1738	0.05768720127456187	948/395	0.044576473712161446	14969	0.4968302963921803	0	0.0	132590	0
SAMPLE	chr10	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	21445	21444	1240	0.05782503264316359	680/280	0.04476776720761052	10283	0.4795057122872464	0	0.0	21444	1240	0.05782503264316359	680/280	0.04476776720761052	10283	0.4795057122872464	0	0.0	73641	0
SAMPLE	chr11	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	18889	18888	1095	0.057973316391359594	615/240	0.04526683608640407	9262	0.49033829212769336	0	0.0	18888	1095	0.057973316391359594	615/240	0.04526683608640407	9262	0.49033829212769336	0	0.0	67875	0
SAMPLE	chr12	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	18320	18319	1137	0.06206670669796386	601/268	0.047437087177247664	8772	0.47882096069868996	0	0.0	18319	1137	0.06206670669796386	601/268	0.047437087177247664	8772	0.47882096069868996	0	0.0	68018	0
SAMPLE	chr13	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	14830	14829	780	0.05259963584867489	422/179	0.04052869377570976	6767	0.4563047875927175	0	0.0	14829	780	0.05259963584867489	422/179	0.04052869377570976	6767	0.4563047875927175	0	0.0	53293	0
SAMPLE	chr14	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	13289	13288	767	0.057721252257676096	429/169	0.045003010234798316	6620	0.49815636993001733	0	0.0	13288	767	0.057721252257676096	429/169	0.045003010234798316	6620	0.49815636993001733	0	0.0	79963	0
SAMPLE	chr15	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	11941	11940	744	0.062311557788944726	362/191	0.04631490787269682	5743	0.4809479943053346	0	0.0	11940	744	0.062311557788944726	362/191	0.04631490787269682	5743	0.4809479943053346	0	0.0	73941	0
SAMPLE	chr16	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	13023	13022	868	0.06665642758408846	488/190	0.05206573491015205	6444	0.4948168624740843	0	0.0	13022	868	0.06665642758408846	488/190	0.05206573491015205	6444	0.4948168624740843	0	0.0	55369	0
SAMPLE	chr17	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	11747	11746	746	0.06351098246211476	430/158	0.050059594755661505	5080	0.4324508385119605	0	0.0	11746	746	0.06351098246211476	430/158	0.050059594755661505	5080	0.4324508385119605	0	0.0	43985	0
SAMPLE	chr18	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	10712	10711	728	0.06796751003641116	414/157	0.053309681635701614	5000	0.46676624346527257	0	0.0	10711	728	0.06796751003641116	414/157	0.053309681635701614	5000	0.46676624346527257	0	0.0	40782	0
SAMPLE	chr19	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	7253	7252	666	0.09183673469387756	342/162	0.0694980694980695	3606	0.4971735833448228	0	0.0	7252	666	0.09183673469387756	342/162	0.0694980694980695	3606	0.4971735833448228	0	0.0	35433	0
SAMPLE	chr2	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	33556	33555	1895	0.056474444941141407	1079/408	0.04431530323349724	16361	0.48757301227798305	0	0.0	33555	1895	0.056474444941141407	1079/408	0.04431530323349724	16361	0.48757301227798305	0	0.0	110365	0
SAMPLE	chr20	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	8721	8720	619	0.07098623853211009	353/133	0.05573394495412844	4185	0.47987616099071206	0	0.0	8720	619	0.07098623853211009	353/133	0.05573394495412844	4185	0.47987616099071206	0	0.0	40004	0
SAMPLE	chr21	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	4338	4337	257	0.059257551302743836	145/56	0.04634540004611483	2016	0.46473029045643155	0	0.0	4337	257	0.059257551302743836	145/56	0.04634540004611483	2016	0.46473029045643155	0	0.0	30150	0
SAMPLE	chr22	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	7410	7409	452	0.061006883520043194	244/104	0.0469699014711837	3299	0.44520917678812416	0	0.0	7409	452	0.061006883520043194	244/104	0.0469699014711837	3299	0.44520917678812416	0	0.0	46638	0
SAMPLE	chr3	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	26637	26636	1530	0.05744105721579817	842/344	0.04452620513590629	12854	0.48256185005818975	0	0.0	26636	1530	0.05744105721579817	842/344	0.04452620513590629	12854	0.48256185005818975	0	0.0	100169	0
SAMPLE	chr4	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	29838	29837	1461	0.048966048865502564	829/316	0.03837517176659852	14642	0.4907165359608553	0	0.0	29837	1461	0.048966048865502564	829/316	0.03837517176659852	14642	0.4907165359608553	0	0.0	112995	0
SAMPLE	chr5	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	25997	25996	1376	0.05293122018772119	762/307	0.041121711032466535	12830	0.4935184829018733	0	0.0	25996	1376	0.05293122018772119	762/307	0.041121711032466535	12830	0.4935184829018733	0	0.0	93084	0
SAMPLE	chr6	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	25022	25021	1375	0.05495383877542864	719/328	0.04184485032572639	11402	0.4556790024778195	0	0.0	25021	1375	0.05495383877542864	719/328	0.04184485032572639	11402	0.4556790024778195	0	0.0	90720	0
SAMPLE	chr7	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	25023	25022	1307	0.05223403405003597	757/275	0.04124370553912557	11883	0.4748831075410622	0	0.0	25022	1307	0.05223403405003597	757/275	0.04124370553912557	11883	0.4748831075410622	0	0.0	94881	0
SAMPLE	chr8	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	21589	21588	1185	0.05489160644802668	647/269	0.04243098017417084	10255	0.4750104219741535	0	0.0	21588	1185	0.05489160644802668	647/269	0.04243098017417084	10255	0.4750104219741535	0	0.0	84096	0
SAMPLE	chr9	giab	assembly	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/giab.filtered.vcf.gz	assembly/qc/phased_hifiasm/T2T00_hifiasm_ont/assembly.filtered.vcf.gz	1	18514	18513	1037	0.05601469237832874	559/239	0.043104845243882674	8913	0.4814194663497893	0	0.0	18513	1037	0.05601469237832874	559/239	0.043104845243882674	8913	0.4814194663497893	0	0.0	75899	0
